filing_date,transaction_date,owner,relationship,security,table,code,acquired_disposed,shares,price,shares_owned_after,accession
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,12000,0,21464,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,M,A,12000,0,12000,0001924253-26-000002
2026-01-12,2026-01-08,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,C,D,12000,0,0,0001924253-26-000002
2026-01-09,2026-01-09,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,M,A,3320,7.92,65928,0001713445-26-000003
2026-01-09,2026-01-09,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,3320,260.22,62608,0001713445-26-000003
2026-01-09,2026-01-09,Lee Benjamin Seong,Officer; Chief Legal Officer,Stock Option (Right to Buy),derivative,M,D,3320,0,149500,0001713445-26-000003
2026-01-13,2026-01-09,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,200,260.12,255418,0001713445-26-000005
2026-01-13,2026-01-09,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,100,261.80,255318,0001713445-26-000005
2026-01-13,2026-01-13,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,1636,260.33,253682,0001713445-26-000005
2026-01-13,2026-01-13,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,1200,261.53,252482,0001713445-26-000005
2026-01-13,2026-01-13,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,738,262.38,251744,0001713445-26-000005
2026-01-13,2026-01-13,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,S,D,100,263.31,251644,0001713445-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,0,466576,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,300,225.84,466276,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3181,227.36,463095,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3556,228.39,459539,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1200,229.39,458339,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,800,230.39,457539,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,796,231.38,456743,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,232.33,456143,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,700,234.42,455443,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1105,235.39,454338,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1624,236.69,452714,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,500,237.30,452214,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,238.48,451614,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1236,239.71,450378,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1064,240.62,449314,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,300,242.67,449014,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,238,245.55,448776,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,248.96,448676,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,249.98,448576,0001827011-26-000005
2026-01-20,2026-01-15,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1315255,0001827011-26-000005
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,347,219.13,1184181,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,69,219.88,1184112,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,277,222.62,1183835,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,4411,223.82,1179424,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,4887,224.71,1174537,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,7760,225.69,1166777,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,3055,226.66,1163722,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,4413,227.82,1159309,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1940,228.47,1157369,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,153,219.13,61979,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,31,219.88,61948,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,123,222.62,61825,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1950,223.82,59875,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2161,224.71,57714,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,3431,225.69,54283,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1350,226.66,52933,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1952,227.82,50981,0001713445-26-000007
2026-01-22,2026-01-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,857,228.47,50124,0001713445-26-000007
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,C,A,12000,0,181694,0001713445-26-000008
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2600,210.95,179094,0001713445-26-000008
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,4330,211.94,174764,0001713445-26-000008
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,3487,212.80,171277,0001713445-26-000008
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1300,213.86,169977,0001713445-26-000008
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2083,214.69,167894,0001713445-26-000008
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,200,215.70,167694,0001713445-26-000008
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,12000,0,9464,0001713445-26-000008
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,M,A,12000,0,12000,0001713445-26-000008
2026-01-26,2026-01-22,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,C,D,12000,0,0,0001713445-26-000008
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,0,466576,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,6145,180.44,460431,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1100,181.46,459331,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2100,182.64,457231,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2902,183.64,454329,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1009,184.72,453320,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1647,185.42,451673,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1597,186.63,450076,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,187.65,449476,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,800,188.61,448676,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,190.06,448576,0001827011-26-000007
2026-02-03,2026-01-30,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1297255,0001827011-26-000007
2026-02-12,2026-02-10,FARRELL SARAH E,Director,Class A Common Stock,non-derivative,P,A,10148,148.63,10148,0001713445-26-000026
2026-02-12,2026-02-10,FARRELL SARAH E,Director,Class A Common Stock,non-derivative,P,A,33652,149.79,43800,0001713445-26-000026
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,C,A,9464,0,177158,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,400,145.07,176758,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,100,146.81,176658,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1100,148.54,175558,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,3689,149.56,171869,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,4844,150.13,167025,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1225,151.41,165800,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,106,152.16,165694,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,9464,0,0,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,M,A,9464,0,9464,0001713445-26-000025
2026-02-12,2026-02-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class B Common Stock,derivative,C,D,9464,0,0,0001713445-26-000025
2026-02-12,2026-02-11,FARRELL SARAH E,Director,Class A Common Stock,non-derivative,P,A,6700,139.27,50500,0001713445-26-000026
2026-02-17,2026-02-12,Sauerberg Robert A.,Director,Class A Common Stock,non-derivative,G,D,5128,0,2285,0001713445-26-000027
2026-02-17,2026-02-12,Sauerberg Robert A.,Director,Class A Common Stock,non-derivative,G,A,5128,0,32215,0001713445-26-000027
2026-02-18,2026-02-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,0,466576,0001827011-26-000009
2026-02-18,2026-02-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1100,136.74,465476,0001827011-26-000009
2026-02-18,2026-02-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3203,137.66,462273,0001827011-26-000009
2026-02-18,2026-02-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,5100,138.64,457173,0001827011-26-000009
2026-02-18,2026-02-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,7988,139.52,449185,0001827011-26-000009
2026-02-18,2026-02-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,509,140.61,448676,0001827011-26-000009
2026-02-18,2026-02-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,141.85,448576,0001827011-26-000009
2026-02-18,2026-02-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1279255,0001827011-26-000009
2026-02-24,2026-02-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,C,A,2955,0,451531,0001713445-26-000028
2026-02-24,2026-02-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,F,D,40336,146.13,411195,0001713445-26-000028
2026-02-24,2026-02-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class B Common Stock,derivative,C,D,2955,0,3578201,0001713445-26-000028
2026-02-24,2026-02-20,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,A,A,28809,0,91417,0001924278-26-000001
2026-02-24,2026-02-20,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,F,D,6533,146.13,84884,0001924278-26-000001
2026-02-24,2026-02-20,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,A,A,11523,0,21281,0001924279-26-000001
2026-02-24,2026-02-20,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,F,D,1857,146.13,19424,0001924279-26-000001
2026-02-24,2026-02-20,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,A,A,38413,0,204107,0001924253-26-000006
2026-02-24,2026-02-20,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,F,D,10050,146.13,194057,0001924253-26-000006
2026-02-24,2026-02-20,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,A,A,16805,0,268449,0001699294-26-000004
2026-02-24,2026-02-20,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,F,D,13921,146.13,254528,0001699294-26-000004
2026-02-24,2026-02-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,F,D,38141,146.13,1119228,0001663651-26-000003
2026-02-24,2026-02-23,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,800,141.03,84084,0001924278-26-000001
2026-02-24,2026-02-23,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,1700,141.94,82384,0001924278-26-000001
2026-02-24,2026-02-23,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,875,142.73,81509,0001924278-26-000001
2026-02-24,2026-02-23,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,600,143.90,80909,0001924278-26-000001
2026-02-24,2026-02-23,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,600,144.79,80309,0001924278-26-000001
2026-02-24,2026-02-23,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,600,146.23,79709,0001924278-26-000001
2026-02-24,2026-02-23,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,300,147.38,79409,0001924278-26-000001
2026-02-24,2026-02-23,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,S,D,100,150.03,79309,0001924278-26-000001
2026-02-24,2026-02-23,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,700,141.36,18724,0001924279-26-000001
2026-02-24,2026-02-23,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,591,142.40,18133,0001924279-26-000001
2026-02-24,2026-02-23,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,300,144,17833,0001924279-26-000001
2026-02-24,2026-02-23,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,100,144.83,17733,0001924279-26-000001
2026-02-24,2026-02-23,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,400,146.24,17333,0001924279-26-000001
2026-02-24,2026-02-23,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,100,147.31,17233,0001924279-26-000001
2026-02-24,2026-02-23,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,S,D,100,149.55,17133,0001924279-26-000001
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,M,A,10036,7.92,204093,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,3356,141.12,200737,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,4730,141.98,196007,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2409,142.91,193598,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1667,143.99,191931,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1303,144.72,190628,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1971,146.16,188657,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1300,147.20,187357,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,200,148.71,187157,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2100,149.99,185057,0001924253-26-000006
2026-02-24,2026-02-23,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,10036,0,96543,0001924253-26-000006
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,9710,141.82,1109518,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,3106,142.57,1106412,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,10024,143.66,1096388,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,3472,144.47,1092916,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2820,145.78,1090096,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1545,146.64,1088551,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,100,147.47,1088451,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2388,141.82,47736,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1400,142.49,46336,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2778,143.72,43558,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,800,144.55,42758,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,800,145.88,41958,0001663651-26-000003
2026-02-24,2026-02-24,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,300,146.71,41658,0001663651-26-000003
2026-03-03,2026-02-27,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,0,429195,0001827011-26-000012
2026-03-03,2026-02-27,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,4901,143.90,424294,0001827011-26-000012
2026-03-03,2026-02-27,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,6599,144.69,417695,0001827011-26-000012
2026-03-03,2026-02-27,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,4000,145.73,413695,0001827011-26-000012
2026-03-03,2026-02-27,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1000,147,412695,0001827011-26-000012
2026-03-03,2026-02-27,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,900,147.54,411795,0001827011-26-000012
2026-03-03,2026-02-27,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,500,148.76,411295,0001827011-26-000012
2026-03-03,2026-02-27,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,150.45,411195,0001827011-26-000012
2026-03-03,2026-02-27,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1261255,0001827011-26-000012
2026-03-10,2026-03-06,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,C,A,82760,0,493955,0001713445-26-000030
2026-03-10,2026-03-06,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class B Common Stock,derivative,C,D,82760,,3495441,0001713445-26-000030
2026-03-11,2026-03-09,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,M,A,7500,0,192557,0001713445-26-000031
2026-03-11,2026-03-09,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,500,133.45,192057,0001713445-26-000031
2026-03-11,2026-03-09,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2400,134.60,189657,0001713445-26-000031
2026-03-11,2026-03-09,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1830,135.52,187827,0001713445-26-000031
2026-03-11,2026-03-09,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,400,136.41,187427,0001713445-26-000031
2026-03-11,2026-03-09,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,2600,138.12,184827,0001713445-26-000031
2026-03-11,2026-03-09,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,S,D,1770,138.86,183057,0001713445-26-000031
2026-03-11,2026-03-09,Slowe Christopher Brian,Officer; Chief Technology Officer,Stock Option (Right to Buy),derivative,M,D,7500,0,89043,0001713445-26-000031
2026-03-11,2026-03-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,G,D,144644,0,38413,0001713445-26-000031
2026-03-11,2026-03-10,Slowe Christopher Brian,Officer; Chief Technology Officer,Class A Common Stock,non-derivative,G,A,144644,0,164828,0001713445-26-000031
2026-03-17,2026-03-13,FARRELL SARAH E,Director,Class A Common Stock,non-derivative,P,A,10500,132.26,61000,0001713445-26-000032
2026-03-17,2026-03-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,0,429195,0001713445-26-000034
2026-03-17,2026-03-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,11100,132.01,418095,0001713445-26-000034
2026-03-17,2026-03-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,3000,132.72,415095,0001713445-26-000034
2026-03-17,2026-03-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,900,134.29,414195,0001713445-26-000034
2026-03-17,2026-03-13,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1600,135.26,412595,0001713445-26-000034
