supplier_cik,name,sic,first_link,last_link,ticker,ticker_src
928054,FLOTEK INDUSTRIES INC/CN/  (FTK)  (CIK 0000928054),2890.0,2010-03-31,2010-03-31,FTK,company_tickers
928658,COVENANT TRANSPORTATION GROUP INC  (CVLG)  (CIK 0000928658),4213.0,2018-02-28,2020-03-09,CVLG,company_tickers
929351,"LIONS GATE ENTERTAINMENT CORP /CN/  (LGF-A, LGF-B)  (CIK 0000929351)",7812.0,2010-06-01,2017-05-25,STRZ,company_tickers
930184,VALEANT PHARMACEUTICALS INTERNATIONAL  (CIK 0000930184),2834.0,2010-02-24,2010-02-24,,
930553,ISTA PHARMACEUTICALS INC  (CIK 0000930553),2834.0,2010-02-24,2012-02-27,ISTA,oplev_hist_xbrl_prefix
930803,HAUPPAUGE DIGITAL INC  (CIK 0000930803),3577.0,2011-12-27,2012-12-28,HAUP,oplev_hist_xbrl_prefix
931336,DEAN FOODS CO  (CIK 0000931336),2024.0,2014-02-24,2014-02-24,DF,oplev_hist_xbrl_prefix
933034,STRATTEC SECURITY CORP  (STRT)  (CIK 0000933034),3714.0,2025-08-25,2026-08-28,STRT,company_tickers
933738,ENGLOBAL CORP  (ENG)  (CIK 0000933738),8711.0,2011-03-10,2011-03-10,ENG,oplev_hist_xbrl_prefix
933974,BROOKS AUTOMATION INC  (AZTA)  (CIK 0000933974),3559.0,2012-11-21,2015-11-05,AZTA,company_tickers
936395,CIENA CORP  (CIEN)  (CIK 0000936395),3661.0,2010-12-22,2025-12-12,CIEN,company_tickers
936402,Shire plc  (CIK 0000936402),2834.0,2017-02-22,2018-02-20,SHPGF,oplev_hist_xbrl_prefix
936446,Amerinac Holding Corp.  (CIK 0000936446),5072.0,2013-03-29,2018-03-28,PAOS,oplev_hist_xbrl_prefix
937556,MASIMO CORP  (MASI)  (CIK 0000937556),3845.0,2014-02-14,2022-02-16,MASI,oplev_hist_xbrl_prefix
937941,"PCM, INC.  (CIK 0000937941)",5961.0,2015-03-16,2019-03-14,PCMI,oplev_hist_xbrl_prefix
939767,"EXELIXIS, INC.  (EXEL)  (CIK 0000939767)",2836.0,2018-02-26,2026-02-10,EXEL,company_tickers
941548,CAMERON INTERNATIONAL CORP  (CIK 0000941548),3533.0,2011-02-28,2011-02-28,CAM,oplev_hist_xbrl_prefix
941604,OUTERWALL INC  (CIK 0000941604),7200.0,2010-02-23,2016-02-04,OUTR,oplev_hist_xbrl_prefix
944075,"SOCKET MOBILE, INC.  (SCKT)  (CIK 0000944075)",3571.0,2010-04-01,2012-03-12,SCKT,company_tickers
944508,"INVENTURE FOODS, INC.  (CIK 0000944508)",2090.0,2010-03-26,2017-03-31,SNAK,oplev_hist_xbrl_prefix
945983,"Wayside Technology Group, Inc.  (CLMB)  (CIK 0000945983)",5045.0,2010-02-22,2018-03-15,CLMB,company_tickers
946581,TAKE TWO INTERACTIVE SOFTWARE INC  (TTWO)  (CIK 0000946581),7372.0,2013-05-14,2015-05-22,TTWO,company_tickers
948708,"SMITH MICRO SOFTWARE, INC.  (SMSI)  (CIK 0000948708)",7372.0,2010-03-02,2021-03-08,SMSI,company_tickers
949428,"CDTI ADVANCED MATERIALS, INC.  (CIK 0000949428)",3564.0,2012-03-29,2018-04-02,CDTI,oplev_hist_xbrl_prefix
949874,YOUNG INNOVATIONS INC  (CIK 0000949874),3843.0,2010-03-16,2012-03-15,YDNT,oplev_hist_xbrl_prefix
1000180,SANDISK CORP  (CIK 0001000180),3572.0,2013-02-19,2016-02-12,,
1001233,"SANGAMO THERAPEUTICS, INC  (SGMO)  (CIK 0001001233)",2836.0,2015-02-25,2021-02-24,SGMOQ,company_tickers
1001250,ESTEE LAUDER COMPANIES INC  (EL)  (CIK 0001001250),2844.0,2010-08-20,2015-08-20,EL,company_tickers
1001288,LEXMARK INTERNATIONAL INC /KY/  (CIK 0001001288),3570.0,2010-02-26,2012-02-28,LXK,oplev_hist_xbrl_prefix
1001426,PERICOM SEMICONDUCTOR CORP  (CIK 0001001426),3674.0,2010-08-31,2015-09-01,PSEM,oplev_hist_xbrl_prefix
1002047,"NetApp, Inc.  (NTAP)  (CIK 0001002047)",3572.0,2010-06-18,2025-06-09,NTAP,company_tickers
1002135,WESTELL TECHNOLOGIES INC  (CIK 0001002135),3661.0,2010-05-27,2019-05-31,WSTL,oplev_hist_xbrl_prefix
1002531,TOLLGRADE COMMUNICATIONS INC \PA\  (CIK 0001002531),7385.0,2010-03-10,2011-03-10,,
1003640,AML COMMUNICATIONS INC  (CIK 0001003640),3669.0,2010-06-25,2010-06-25,,
1005286,LANDEC CORP \CA\  (LFCR)  (CIK 0001005286),2821.0,2010-08-13,2011-08-08,LFCR,company_tickers
1005757,CSG SYSTEMS INTERNATIONAL INC  (CSGS)  (CIK 0001005757),7374.0,2010-02-23,2026-02-19,CSGS,oplev_submissions
1007330,"PRGX GLOBAL, INC.  (CIK 0001007330)",8700.0,2010-03-29,2020-03-12,PRGX,oplev_hist_xbrl_prefix
1007587,KVH INDUSTRIES INC \DE\  (KVHI)  (CIK 0001007587),3663.0,2012-03-08,2014-03-17,KVHI,company_tickers
1008586,STREAMLINE HEALTH SOLUTIONS INC.  (STRM)  (CIK 0001008586),7373.0,2010-04-16,2014-06-13,STRM,oplev_hist_xbrl_prefix
1008848,ACORDA THERAPEUTICS INC  (CIK 0001008848),2836.0,2010-02-26,2010-02-26,ACOR,oplev_hist_xbrl_prefix
1009379,METROPOLITAN HEALTH NETWORKS INC  (CIK 0001009379),8011.0,2010-03-02,2012-03-06,MDF,oplev_hist_xbrl_prefix
1009829,JAKKS PACIFIC INC  (JAKK)  (CIK 0001009829),3944.0,2010-03-17,2023-04-14,JAKK,company_tickers
1010858,FAIRMOUNT SANTROL HOLDINGS INC.  (CIK 0001010858),1400.0,2015-03-31,2017-03-09,FMSA,oplev_hist_xbrl_prefix
1011006,YAHOO INC  (CIK 0001011006),7373.0,2010-02-26,2017-03-01,,
1012477,AVADEL PHARMACEUTICALS PLC  (AVDL)  (CIK 0001012477),2834.0,2024-02-29,2025-03-03,AVDL,oplev_hist_xbrl_prefix
1013880,TELETECH HOLDINGS INC  (TTEC)  (CIK 0001013880),7363.0,2010-02-22,2010-02-22,TTEC,company_tickers
1014507,"SIRONA DENTAL SYSTEMS, INC.  (CIK 0001014507)",3843.0,2010-11-18,2015-11-20,SIRO,oplev_hist_xbrl_prefix
1014739,"BioScrip, Inc.  (OPCH)  (CIK 0001014739)",8082.0,2014-03-03,2018-03-26,OPCH,company_tickers
1015483,DYNAMEX INC  (CIK 0001015483),4210.0,2010-09-22,2010-09-22,,
1015739,AWARE INC /MA/  (AWRE)  (CIK 0001015739),7372.0,2017-02-10,2017-02-10,AWRE,company_tickers
1016169,"ANTARES PHARMA, INC.  (CIK 0001016169)",3841.0,2011-03-14,2022-03-03,ATRS,oplev_hist_xbrl_prefix
1016504,INTEGRATED BIOPHARMA INC  (INBP)  (CIK 0001016504),2834.0,2011-10-13,2011-10-13,INBP,company_tickers
1019671,SEACHANGE INTERNATIONAL INC  (SEAC)  (CIK 0001019671),3663.0,2010-04-09,2010-04-09,SEAC,oplev_hist_xbrl_prefix
1020859,UNITED NATURAL FOODS INC  (UNFI)  (CIK 0001020859),5141.0,2010-09-27,2023-09-26,UNFI,company_tickers
1021162,TRIUMPH GROUP INC  (TGI)  (CIK 0001021162),3720.0,2010-05-14,2025-05-28,TGI,oplev_hist_xbrl_prefix
1022321,"GENESIS ENERGY LP  (GEL, GELPP)  (CIK 0001022321)",5171.0,2010-02-26,2019-02-28,GEL,company_tickers
1022408,EPLUS INC  (PLUS)  (CIK 0001022408),5045.0,2013-06-06,2026-05-28,PLUS,company_tickers
1022646,ULTRA PETROLEUM CORP  (CIK 0001022646),1311.0,2020-04-15,2020-04-15,UPL,oplev_hist_xbrl_prefix
1022652,INSEEGO CORP.  (INSG)  (CIK 0001022652),3669.0,2010-03-12,2026-02-20,INSG,company_tickers
1023362,POWERWAVE TECHNOLOGIES INC  (CIK 0001023362),3663.0,2010-02-19,2012-02-28,PWAV,oplev_hist_xbrl_prefix
1023364,"AutoWeb, Inc.  (CIK 0001023364)",7370.0,2021-03-11,2021-03-11,AUTO,oplev_hist_xbrl_prefix
1024126,"PERNIX THERAPEUTICS HOLDINGS, INC.  (CIK 0001024126)",2834.0,2011-03-30,2018-03-08,PTX,oplev_hist_xbrl_prefix
1024657,WEST CORP  (CIK 0001024657),7389.0,2010-02-12,2012-02-14,WSTC,oplev_hist_xbrl_prefix
1024725,TENNECO INC  (CIK 0001024725),3714.0,2010-02-26,2022-02-24,,
1026650,ERESEARCHTECHNOLOGY INC /DE/  (CIK 0001026650),8734.0,2011-03-03,2012-03-02,ERES,oplev_hist_xbrl_prefix
1026655,CORE MOLDING TECHNOLOGIES INC  (CMT)  (CIK 0001026655),3089.0,2010-04-07,2020-03-13,CMT,company_tickers
1026743,"Euramax Holdings, Inc.  (CIK 0001026743)",3444.0,2012-03-23,2013-03-29,EMAX,oplev_hist_xbrl_prefix
1028985,"Spectrum Brands, Inc.  (CIK 0001028985)",3690.0,2010-12-14,2013-11-27,,
1029506,RALCORP HOLDINGS INC /MO  (CIK 0001029506),2040.0,2010-11-29,2012-11-29,RAH,oplev_hist_xbrl_prefix
1029581,Modsys International Ltd  (CIK 0001029581),7371.0,2014-03-28,2016-03-30,MDSY,oplev_hist_xbrl_prefix
1029831,HILLMAN COMPANIES INC  (CIK 0001029831),5080.0,2010-03-26,2016-03-28,HLM,oplev_hist_xbrl_prefix
1030749,GULFMARK OFFSHORE INC  (CIK 0001030749),3533.0,2018-04-02,2018-04-02,,
1031029,"StarTek, Inc.  (CIK 0001031029)",7363.0,2013-03-08,2018-03-16,SRTK,oplev_hist_xbrl_prefix
1032067,MEADE INSTRUMENTS CORP  (CIK 0001032067),3827.0,2010-05-21,2010-05-21,MEAD,oplev_hist_xbrl_prefix
1032975,LOGITECH INTERNATIONAL S.A.  (LOGI)  (CIK 0001032975),3577.0,2010-05-27,2026-05-21,LOGI,company_tickers
1033905,LUMINEX CORP  (CIK 0001033905),3841.0,2015-02-25,2020-02-27,LMNX,oplev_hist_xbrl_prefix
1034670,"AUTOLIV INC  (ALV, ALIV)  (CIK 0001034670)",3714.0,2013-02-22,2016-02-19,ALV,company_tickers
1034842,RIGEL PHARMACEUTICALS INC  (RIGL)  (CIK 0001034842),2834.0,2011-03-01,2026-03-03,RIGL,company_tickers
1036262,INTEST CORP  (INTT)  (CIK 0001036262),3825.0,2010-03-31,2022-03-23,INTT,company_tickers
1037038,RALPH LAUREN CORP  (RL)  (CIK 0001037038),2320.0,2013-05-23,2017-05-18,RL,company_tickers
1038074,SILICON LABORATORIES INC.  (SLAB)  (CIK 0001038074),3674.0,2010-02-10,2026-02-10,SLAB,company_tickers
1038133,HESKA CORP  (CIK 0001038133),2836.0,2010-02-22,2019-03-07,HSKA,oplev_hist_xbrl_prefix
1038357,PIONEER NATURAL RESOURCES CO  (CIK 0001038357),1311.0,2023-02-23,2024-02-22,PXD,oplev_hist_xbrl_prefix
1040426,SYNTEL INC  (CIK 0001040426),7371.0,2010-03-15,2018-02-26,SYNT,oplev_hist_xbrl_prefix
1040470,AEHR TEST SYSTEMS  (AEHR)  (CIK 0001040470),3825.0,2010-08-27,2022-08-26,AEHR,company_tickers
1040593,CARRIZO OIL & GAS INC  (CIK 0001040593),1311.0,2017-02-27,2018-02-28,CRZO,oplev_hist_xbrl_prefix
1040896,"Intellicheck Mobilisa, Inc.  (IDN)  (CIK 0001040896)",7372.0,2012-03-08,2012-03-08,IDN,company_tickers
1041024,"ROCKWELL MEDICAL, INC.  (RMTI)  (CIK 0001041024)",2834.0,2010-03-12,2026-03-26,RMTI,company_tickers
1041577,ATMI INC  (CIK 0001041577),2810.0,2013-02-22,2014-03-07,ATMI,oplev_hist_xbrl_prefix
1042783,DOT HILL SYSTEMS CORP  (CIK 0001042783),3572.0,2010-03-16,2014-03-10,HILL,oplev_hist_xbrl_prefix
1042893,DRIL-QUIP INC  (DRQ)  (CIK 0001042893),3533.0,2015-02-27,2024-02-27,INVX,company_tickers
1043337,STONERIDGE INC  (SRI)  (CIK 0001043337),3714.0,2010-03-16,2020-02-27,SRI,company_tickers
1043604,JUNIPER NETWORKS INC  (JNPR)  (CIK 0001043604),3576.0,2010-02-26,2013-02-26,JNPR,oplev_hist_xbrl_prefix
1044435,"P10 Industries, Inc.  (CIK 0001044435)",4911.0,2010-03-04,2017-03-14,,
1045810,NVIDIA CORP  (NVDA)  (CIK 0001045810),3674.0,2020-02-20,2021-02-26,NVDA,company_tickers
1046859,"REMY INTERNATIONAL, INC.  (CIK 0001046859)",3714.0,2013-02-27,2015-03-02,REMY,oplev_hist_xbrl_prefix
1047127,"AMKOR TECHNOLOGY, INC.  (AMKR)  (CIK 0001047127)",3674.0,2010-02-24,2026-02-20,AMKR,company_tickers
1047340,FRESH DEL MONTE PRODUCE INC  (FDP)  (CIK 0001047340),100.0,2010-03-02,2019-02-19,DMC,company_tickers
1047919,AMBIENT CORP /NY  (CIK 0001047919),4813.0,2010-03-31,2011-02-23,AMBT,oplev_hist_xbrl_prefix
1048695,"F5, INC.  (FFIV)  (CIK 0001048695)",3576.0,2010-11-23,2023-11-14,FFIV,company_tickers
1049210,VERENIUM CORP  (CIK 0001049210),2860.0,2013-04-01,2013-04-01,VRNM,oplev_hist_xbrl_prefix
1049502,MKS INSTRUMENTS INC  (MKSI)  (CIK 0001049502),3823.0,2010-02-26,2023-03-14,MKSI,company_tickers
1049521,MERCURY SYSTEMS INC  (MRCY)  (CIK 0001049521),3670.0,2010-08-19,2026-08-18,MRCY,company_tickers
1049606,COMPX INTERNATIONAL INC  (CIX)  (CIK 0001049606),3420.0,2013-03-06,2016-03-03,CIX,company_tickers
1051470,CROWN CASTLE INTERNATIONAL CORP  (CCI)  (CIK 0001051470),4899.0,2010-02-16,2014-02-24,CCI,company_tickers
1053439,STANADYNE CORP  (CIK 0001053439),3714.0,2010-06-21,2013-03-29,,
1053507,AMERICAN TOWER CORP /MA/  (AMT)  (CIK 0001053507),4899.0,2010-03-01,2010-03-01,AMT,company_tickers
1054102,PDI INC  (IDXG)  (CIK 0001054102),7389.0,2011-03-23,2015-03-05,IDXG,company_tickers
1054374,BROADCOM CORP  (CIK 0001054374),3674.0,2011-02-02,2015-01-29,BRCM,oplev_hist_xbrl_prefix
1054721,BSQUARE CORP /WA  (CIK 0001054721),7389.0,2010-03-25,2019-03-04,BSQR,oplev_hist_xbrl_prefix
1058057,MARVELL TECHNOLOGY GROUP LTD  (CIK 0001058057),3674.0,2010-03-31,2012-03-27,,
1058299,LIONBRIDGE TECHNOLOGIES INC /DE/  (CIK 0001058299),7389.0,2010-03-16,2014-03-14,LIOX,oplev_hist_xbrl_prefix
1058307,"NextPlat Corp  (NXPL, NXPLW)  (CIK 0001058307)",4813.0,2019-03-29,2026-03-31,NXPL,company_tickers
1058811,IMMERSION CORP  (IMMR)  (CIK 0001058811),3577.0,2019-02-27,2020-03-06,IMMR,company_tickers
1059562,LMI AEROSPACE INC  (CIK 0001059562),3728.0,2010-03-12,2017-03-15,LMIA,oplev_hist_xbrl_prefix
1059786,MIPS TECHNOLOGIES INC  (CIK 0001059786),3674.0,2010-09-09,2012-09-10,MIPS,oplev_hist_xbrl_prefix
1060822,CARTERS INC  (CRI)  (CIK 0001060822),2300.0,2010-03-02,2011-03-02,CRI,company_tickers
1060990,QUICKSILVER RESOURCES INC  (CIK 0001060990),1311.0,2010-03-15,2011-03-14,KWKA,oplev_hist_xbrl_prefix
1061027,SUNESIS PHARMACEUTICALS INC  (VIRX)  (CIK 0001061027),2834.0,2010-03-31,2010-03-31,,
1061219,"ENTERPRISE PRODUCTS PARTNERS L P  (EPD, EPDU)  (CIK 0001061219)",4922.0,2012-02-29,2012-02-29,EPD,company_tickers
1061507,GRAHAM PACKAGING HOLDINGS CO  (CIK 0001061507),3080.0,2010-03-10,2010-03-10,,
1062047,CONVERGYS CORP  (CIK 0001062047),7373.0,2010-02-26,2018-02-21,CVG,oplev_hist_xbrl_prefix
1062231,"Dauch Corp  (AXL, DCH)  (CIK 0001062231)",3714.0,2010-02-22,2026-02-13,DCH,company_tickers
1062530,DIGITAL RIVER INC /DE  (CIK 0001062530),5045.0,2010-02-23,2014-02-27,DRIV,oplev_hist_xbrl_prefix
1062822,"LEXICON PHARMACEUTICALS, INC.  (LXRX)  (CIK 0001062822)",2834.0,2016-03-11,2020-03-12,LXRX,company_tickers
1065059,CENTRUS ENERGY CORP  (LEU)  (CIK 0001065059),1400.0,2013-03-18,2021-03-22,LEU,company_tickers
1065078,NETWORK 1 TECHNOLOGIES INC  (NTIP)  (CIK 0001065078),7372.0,2012-03-09,2017-03-20,NTIP,company_tickers
1065087,ALBANY MOLECULAR RESEARCH INC  (CIK 0001065087),8731.0,2010-03-12,2016-03-30,AMRI,oplev_hist_xbrl_prefix
1066194,EGAIN Corp  (EGAN)  (CIK 0001066194),7372.0,2018-09-13,2018-09-13,EGAN,company_tickers
1067983,"BERKSHIRE HATHAWAY INC  (BRK-A, BRK-B)  (CIK 0001067983)",6331.0,2011-02-28,2018-02-26,BRK-B,company_tickers
1068875,"BLUCORA, INC.  (CIK 0001068875)",7374.0,2013-03-08,2015-02-26,,
1069878,TREX CO INC  (TREX)  (CIK 0001069878),2400.0,2013-02-19,2020-02-24,TREX,company_tickers
1070412,CNX Resources Corp  (CNX)  (CIK 0001070412),1311.0,2015-02-06,2026-02-10,CNX,company_tickers
1070423,"PLAINS ALL AMERICAN PIPELINE LP  (PAA, PAAPU)  (CIK 0001070423)",4610.0,2010-02-26,2026-02-27,PAA,company_tickers
1070698,Raptor Pharmaceutical Corp  (CIK 0001070698),2834.0,2016-02-26,2016-02-26,RPTP,oplev_hist_xbrl_prefix
1075607,TC PIPELINES LP  (CIK 0001075607),4922.0,2014-02-28,2017-02-28,,
1075656,"iGo, Inc.  (CIK 0001075656)",3577.0,2011-03-11,2014-03-20,IGOI,oplev_hist_xbrl_prefix
1076167,ADOLOR CORP  (CIK 0001076167),2834.0,2011-02-24,2011-02-24,,
1076405,PEPSI BOTTLING GROUP INC  (CIK 0001076405),2080.0,2010-02-22,2010-02-22,,
1076682,MAJESCO ENTERTAINMENT CO  (RGTPQ)  (CIK 0001076682),7372.0,2010-01-29,2016-12-30,PTE,oplev_hist_xbrl_prefix
1077688,HOOKER FURNITURE CORP  (HOFT)  (CIK 0001077688),2510.0,2017-04-14,2017-04-14,HOFT,company_tickers
1078075,NETSCOUT SYSTEMS INC  (NTCT)  (CIK 0001078075),7373.0,2017-05-24,2024-05-16,NTCT,company_tickers
1078099,"Meet Group, Inc.  (CIK 0001078099)",7310.0,2018-03-16,2020-03-12,MEET,oplev_hist_xbrl_prefix
1078207,"NAUTILUS, INC.  (BFXXQ)  (CIK 0001078207)",3949.0,2012-03-16,2021-02-26,NLS,oplev_hist_xbrl_prefix
1078271,EXTREME NETWORKS INC  (EXTR)  (CIK 0001078271),3576.0,2010-08-20,2015-09-14,EXTR,company_tickers
1080034,VALUECLICK INC/CA  (CIK 0001080034),7311.0,2011-02-28,2013-02-27,CNVR,oplev_hist_xbrl_prefix
1080667,DITECH NETWORKS INC  (CIK 0001080667),3661.0,2010-07-14,2012-07-27,DITC,oplev_hist_xbrl_prefix
1082038,DURECT CORP  (DRRX)  (CIK 0001082038),2834.0,2012-03-02,2021-03-05,DRRX,oplev_hist_xbrl_prefix
1082506,OPENWAVE SYSTEMS INC  (CIK 0001082506),7372.0,2010-09-07,2011-09-06,GEC,oplev_hist_xbrl_prefix
1082554,UNITED THERAPEUTICS Corp  (UTHR)  (CIK 0001082554),2834.0,2012-02-28,2016-02-25,UTHR,company_tickers
1083220,"XCel Brands, Inc.  (XELB)  (CIK 0001083220)",6794.0,2012-03-30,2020-04-14,XELB,company_tickers
1083663,I/OMAGIC CORP  (CIK 0001083663),3572.0,2010-03-19,2010-03-19,,
1084230,PEPSIAMERICAS INC/IL/  (CIK 0001084230),2086.0,2010-02-22,2010-02-22,,
1084991,NATURAL GAS SERVICES GROUP INC  (NGS)  (CIK 0001084991),1389.0,2010-03-04,2026-03-16,NGS,company_tickers
1085621,INTERNET CAPITAL GROUP INC  (CIK 0001085621),8742.0,2011-03-16,2011-03-16,ACTA,oplev_hist_xbrl_prefix
1086139,MDU COMMUNICATIONS INTERNATIONAL INC  (CIK 0001086139),4899.0,2010-12-21,2012-12-21,MDTV,oplev_hist_xbrl_prefix
1086909,"BROADSOFT, INC.  (CIK 0001086909)",7372.0,2011-03-07,2017-02-23,BSFT,oplev_hist_xbrl_prefix
1087432,INTERMUNE INC  (CIK 0001087432),2834.0,2010-03-15,2012-02-29,ITMN,oplev_hist_xbrl_prefix
1087835,BOTTLING GROUP LLC  (CIK 0001087835),2080.0,2010-02-22,2010-02-22,,
1088162,MAD CATZ INTERACTIVE INC  (CIK 0001088162),3944.0,2010-06-11,2016-06-02,MCZ,oplev_hist_xbrl_prefix
1089511,ALASKA COMMUNICATIONS SYSTEMS GROUP INC  (CIK 0001089511),4813.0,2012-03-02,2014-03-27,ALSK,oplev_hist_xbrl_prefix
1089872,"GAIAM, INC  (GAIA)  (CIK 0001089872)",7812.0,2015-03-16,2015-03-16,GAIA,company_tickers
1089976,PACTIV CORP  (CIK 0001089976),2673.0,2010-02-26,2010-02-26,,
1090727,UNITED PARCEL SERVICE INC  (UPS)  (CIK 0001090727),4210.0,2020-02-20,2026-02-17,UPS,company_tickers
1091801,MARTHA STEWART LIVING OMNIMEDIA INC  (CIK 0001091801),2721.0,2010-03-08,2010-03-08,MSO,oplev_hist_xbrl_prefix
1092367,SYCAMORE NETWORKS INC  (CIK 0001092367),3661.0,2010-09-24,2012-10-10,SCMR,oplev_hist_xbrl_prefix
1093207,CROSSROADS SYSTEMS INC  (CIK 0001093207),3577.0,2012-01-27,2016-01-13,CRDS,oplev_hist_xbrl_prefix
1093691,PLUG POWER INC  (PLUG)  (CIK 0001093691),3620.0,2016-03-15,2026-03-02,PLUG,company_tickers
1093885,SONICWALL INC  (CIK 0001093885),7389.0,2010-03-05,2010-03-05,,
1094007,RAINMAKER SYSTEMS INC  (CIK 0001094007),8741.0,2010-03-31,2012-03-30,RMKR,oplev_hist_xbrl_prefix
1094139,OURPETS CO  (CIK 0001094139),3089.0,2012-03-30,2012-03-30,OPCO,oplev_hist_xbrl_prefix
1094348,Mattersight Corp  (CIK 0001094348),7373.0,2010-03-10,2017-03-16,MATR,oplev_hist_xbrl_prefix
1094392,RUDOLPH TECHNOLOGIES INC  (CIK 0001094392),3823.0,2010-03-05,2011-02-28,RTEC,oplev_hist_xbrl_prefix
1094739,FINISAR CORP  (CIK 0001094739),3674.0,2010-07-01,2019-06-14,FNSR,oplev_hist_xbrl_prefix
1094808,"Vertro, Inc.  (CIK 0001094808)",7389.0,2010-03-25,2011-03-09,,
1094816,VOICE MOBILITY INTERNATIONAL INC  (CIK 0001094816),4822.0,2010-07-06,2010-07-06,,
1096325,INTERSIL CORP/DE  (CIK 0001096325),3674.0,2014-02-18,2017-02-17,ISIL,oplev_hist_xbrl_prefix
1096339,SARATOGA RESOURCES INC /TX  (CIK 0001096339),1382.0,2010-04-14,2013-04-01,SARA,oplev_hist_xbrl_prefix
1096752,EDGEWELL PERSONAL CARE Co  (EPC)  (CIK 0001096752),2844.0,2010-11-23,2025-11-18,EPC,company_tickers
1097264,ALLOS THERAPEUTICS INC  (CIK 0001097264),2834.0,2010-03-01,2012-03-26,ALTH,oplev_hist_xbrl_prefix
1098277,WEBSENSE INC  (CIK 0001098277),7389.0,2010-02-25,2013-02-20,WBSN,oplev_hist_xbrl_prefix
1100412,ARRAY BIOPHARMA INC  (CIK 0001100412),2834.0,2010-08-12,2018-08-14,,
1101020,OVERHILL FARMS INC  (CIK 0001101020),2030.0,2010-12-09,2012-12-18,OFI,oplev_hist_xbrl_prefix
1101302,ENTEGRIS INC  (ENTG)  (CIK 0001101302),3089.0,2017-02-17,2026-02-11,ENTG,company_tickers
1102741,"STEC, INC.  (CIK 0001102741)",3572.0,2010-02-23,2013-03-14,STEC,oplev_hist_xbrl_prefix
1102750,DAC TECHNOLOGIES GROUP INTERNATIONAL INC  (CIK 0001102750),3420.0,2010-03-31,2010-03-31,,
1102934,CABOT MICROELECTRONICS CORP  (CIK 0001102934),3674.0,2010-11-23,2019-11-27,CCMP,oplev_hist_xbrl_prefix
1103025,TRX INC/GA  (CIK 0001103025),7389.0,2010-03-09,2012-03-06,TRXI,oplev_hist_xbrl_prefix
1103982,KRAFT FOODS INC  (MDLZ)  (CIK 0001103982),2000.0,2010-02-25,2012-02-27,MDLZ,company_tickers
1104855,"Support.com, Inc.  (CIK 0001104855)",7374.0,2012-03-09,2020-03-18,SPRT,oplev_hist_xbrl_prefix
1105472,SONUS NETWORKS INC  (CIK 0001105472),7373.0,2011-03-10,2017-02-27,SONS,oplev_hist_xbrl_prefix
1109189,"BASIC ENERGY SERVICES, INC.  (CIK 0001109189)",1389.0,2021-03-31,2021-03-31,BAS,oplev_hist_xbrl_prefix
1110647,"OCLARO, INC.  (CIK 0001110647)",3674.0,2013-09-27,2018-08-23,OCLR,oplev_hist_xbrl_prefix
1110903,NETWORK ENGINES INC  (CIK 0001110903),7372.0,2010-12-10,2011-12-14,NENG,oplev_hist_xbrl_prefix
1111335,VISTEON CORP  (VC)  (CIK 0001111335),3714.0,2010-02-26,2025-02-18,VC,company_tickers
1111632,AVISTAR COMMUNICATIONS CORP  (CIK 0001111632),3576.0,2010-03-30,2012-03-23,AVSR,oplev_hist_xbrl_prefix
1112412,ENDEAVOUR INTERNATIONAL CORP  (CIK 0001112412),1311.0,2014-03-17,2015-03-31,,
1113256,"MERITOR, INC.  (CIK 0001113256)",3714.0,2010-11-24,2021-11-17,MTOR,oplev_hist_xbrl_prefix
1114605,AMERICAN SCIENTIFIC RESOURCES INC  (CIK 0001114605),3841.0,2011-04-14,2011-04-14,,
1115128,Quotient Technology Inc.  (CIK 0001115128),7310.0,2015-03-19,2017-02-16,QUOT,oplev_hist_xbrl_prefix
1116435,AIRVANA INC  (CIK 0001116435),3661.0,2010-03-11,2010-03-11,,
1116942,TTM TECHNOLOGIES INC  (TTMI)  (CIK 0001116942),3672.0,2012-02-29,2020-02-26,TTMI,company_tickers
1118037,SAJAN INC  (CIK 0001118037),7389.0,2015-03-23,2015-03-23,SAJA,oplev_hist_xbrl_prefix
1118417,"MODEL N, INC.  (CIK 0001118417)",7370.0,2014-11-19,2018-11-16,MODN,oplev_hist_xbrl_prefix
1118941,ENDWAVE CORP  (CIK 0001118941),3663.0,2010-03-24,2011-02-25,,
1120295,IXIA  (CIK 0001120295),3825.0,2010-03-05,2014-06-23,XXIA,oplev_hist_xbrl_prefix
1120370,"BROADWIND, INC.  (BWEN)  (CIK 0001120370)",3360.0,2025-03-05,2026-03-11,BWEN,company_tickers
1120914,PDF SOLUTIONS INC  (PDFS)  (CIK 0001120914),7371.0,2010-03-16,2014-03-14,PDFS,company_tickers
1121745,ATLAS AMERICA PUBLIC NO 9 LTD  (CIK 0001121745),1382.0,2010-03-30,2012-03-30,,
1121788,GARMIN LTD  (GRMN)  (CIK 0001121788),3812.0,2010-02-24,2010-02-24,GRMN,company_tickers
1122108,"GLOBAL FOOD TECHNOLOGIES, INC.  (CIK 0001122108)",3550.0,2013-03-20,2014-03-31,,
1122904,"NETGEAR, INC  (NTGR)  (CIK 0001122904)",3661.0,2010-03-01,2012-02-29,NTGR,company_tickers
1123494,HARVARD BIOSCIENCE INC  (HBIO)  (CIK 0001123494),3826.0,2010-03-11,2011-03-16,HBIO,company_tickers
