cik,n_ciks,adsh,file_name,file_date,form,root_form,file_type,file_description,period_ending,display_name,sic,doc_ok
1096275,1,0001477932-18-003081,fnhi_10k.htm,2018-06-15,10-K,10-K,10-K,FORM 10-K,2017-12-31,"Franchise Holdings International, Inc.  (WKSP)  (CIK 0001096275)",3714.0,True
1680247,1,0001680247-18-000021,a10-k2017.htm,2018-03-27,10-K,10-K,10-K,10-K,2017-12-31,ProPetro Holding Corp.  (PUMP)  (CIK 0001680247),1389.0,True
1597672,1,0001597672-18-000006,ryam201710-k.htm,2018-03-01,10-K,10-K,10-K,10-K,2017-12-31,RAYONIER ADVANCED MATERIALS INC.  (RYAM)  (CIK 0001597672),2820.0,True
109177,2,0000109177-18-000052,spb-20180930x10k.htm,2018-11-23,10-K,10-K,10-K,10-K,2018-09-30,"Spectrum Brands Holdings, Inc.  (SPB)  (CIK 0000109177)",3690.0,True
717954,1,0001284084-18-000061,unf-08252018x10k.htm,2018-10-22,10-K,10-K,10-K,10-K,2018-08-25,UNIFIRST CORP  (UNF)  (CIK 0000717954),7200.0,True
884905,1,0000884905-18-000014,px201710-k.htm,2018-02-28,10-K,10-K,10-K,FORM 10-K,2017-12-31,PRAXAIR INC  (CIK 0000884905),2810.0,True
1000230,1,0001437749-18-022311,ex_131590.htm,2018-12-19,10-K,10-K,EX-13.1,EXHIBIT 13.1,2018-10-31,OPTICAL CABLE CORP  (OCC)  (CIK 0001000230),3357.0,True
1688568,1,0001688568-18-000036,dxcfy1810-k.htm,2018-05-29,10-K,10-K,10-K,10-K,2018-03-31,DXC Technology Co  (DXC)  (CIK 0001688568),7374.0,True
1098151,1,0001098151-18-000009,fdbc-20171231x10k.htm,2018-03-15,10-K,10-K,10-K,10-K,2017-12-31,FIDELITY D & D BANCORP INC  (FDBC)  (CIK 0001098151),6021.0,True
1161154,1,0001161154-18-000018,etp12-31x201710k.htm,2018-02-23,10-K,10-K,10-K,10-K,2017-12-31,"Energy Transfer Partners, L.P.  (CIK 0001161154)",4610.0,True
94049,1,0001564590-18-003442,scl-10k_20171231.htm,2018-02-27,10-K,10-K,10-K,10-K,2017-12-31,STEPAN CO  (SCL)  (CIK 0000094049),2840.0,True
1289419,1,0001289419-18-000008,morn_10kx12312017.htm,2018-03-01,10-K,10-K,10-K,10-K,2017-12-31,"Morningstar, Inc.  (MORN)  (CIK 0001289419)",6282.0,True
22701,1,0001387131-18-001457,csi180866_10-k.htm,2018-04-06,10-K,10-K,10-K,ANNUAL REPORT,2017-12-31,COMMUNICATIONS SYSTEMS INC  (PEGY)  (CIK 0000022701),3661.0,True
1469443,1,0001564590-18-006338,rkda-10k_20171231.htm,2018-03-20,10-K,10-K,10-K,10-K,2017-12-31,"Arcadia Biosciences, Inc.  (RKDA)  (CIK 0001469443)",2870.0,True
1355790,1,0001564590-18-007802,isco-10k_20171231.htm,2018-04-09,10-K,10-K,10-K,10-K,2017-12-31,International Stem Cell CORP  (ISCO)  (CIK 0001355790),2834.0,True
1596946,1,0001564590-18-014671,qtnt-10k_20180331.htm,2018-05-30,10-K,10-K,10-K,10-K,2018-03-31,Quotient Ltd  (CIK 0001596946),2835.0,True
1652044,1,0001652044-18-000007,goog10-kq42017.htm,2018-02-06,10-K,10-K,10-K,FORM 10-K,2017-12-31,"Alphabet Inc.  (GOOG, GOOGL)  (CIK 0001652044)",7370.0,True
1404655,1,0001564590-18-001962,hubs-10k_20171231.htm,2018-02-13,10-K,10-K,10-K,10-K,2017-12-31,HUBSPOT INC  (HUBS)  (CIK 0001404655),7372.0,True
1032208,3,0000086521-18-000019,sreform10k.htm,2018-02-27,10-K,10-K,10-K,10-K,2017-12-31,"SEMPRA ENERGY  (SRE, SREA)  (CIK 0001032208)",4932.0,True
102729,1,0000102729-18-000008,vmi-20171230x10k.htm,2018-02-28,10-K,10-K,10-K,10-K,2017-12-30,VALMONT INDUSTRIES INC  (VMI)  (CIK 0000102729),3440.0,True
1417664,1,0001078782-18-000428,f10k123117_10k.htm,2018-04-16,10-K,10-K,10-K,FORM 10K ANNUAL REPORT,2017-12-31,"Value Exchange International, Inc.  (VEII)  (CIK 0001417664)",7380.0,True
724004,1,0001437749-18-011240,mlab20180331_10k.htm,2018-06-05,10-K,10-K,10-K,FORM 10-K,2018-03-31,MESA LABORATORIES INC /CO  (MLAB)  (CIK 0000724004),3823.0,True
1511820,1,0001493152-18-017531,form10-k.htm,2018-12-14,10-K,10-K,10-K,,2018-08-31,Globe Net Wireless Corp.  (STEK)  (CIK 0001511820),7370.0,True
1038222,1,0001193125-18-074264,d657131d10k.htm,2018-03-08,10-K,10-K,10-K,FORM 10-K,2017-12-31,"Reis, Inc.  (CIK 0001038222)",7389.0,True
930775,1,0001079973-18-000390,encision_10k-033118.htm,2018-06-14,10-K,10-K,10-K,FORM 10-K,2018-03-31,ENCISION INC  (ECIA)  (CIK 0000930775),3841.0,True
1567345,1,0001047469-18-001694,a2234725z10-k.htm,2018-03-15,10-K,10-K,10-K,10-K,2017-12-31,"HEMISPHERE MEDIA GROUP, INC.  (CIK 0001567345)",4841.0,True
728385,1,0001477932-18-001894,meec_10k.htm,2018-04-17,10-K,10-K,10-K,FORM 10-K,2017-12-31,Midwest Energy Emissions Corp.  (MEEC)  (CIK 0000728385),3829.0,True
103379,1,0000103379-18-000003,vfc1230201710-k.htm,2018-02-28,10-K,10-K,10-K,10-K,2017-12-30,V F CORP  (VFC)  (CIK 0000103379),2320.0,True
1325281,1,0001047469-18-001015,a2234572z10-k.htm,2018-02-23,10-K,10-K,10-K,10-K,2017-12-31,KAPSTONE PAPER & PACKAGING CORP  (CIK 0001325281),2621.0,True
1347613,1,0001347613-18-000003,sgyp-123117x10k.htm,2018-03-01,10-K,10-K,10-K,10-K,2017-12-31,"SYNERGY PHARMACEUTICALS, INC.  (CIK 0001347613)",2834.0,True
8328,1,0001437749-18-007034,amnl20171231_10k.htm,2018-04-17,10-K,10-K,10-K,FORM 10-K,2017-12-31,"Applied Minerals, Inc.  (AMNL)  (CIK 0000008328)",1400.0,True
76321,1,0000076321-18-000020,q4-12312017x10k.htm,2018-02-21,10-K,10-K,10-K,10-K,2017-12-31,PARKER DRILLING CO /DE/  (CIK 0000076321),1381.0,True
1607549,1,0001477932-18-003243,appb_10k.htm,2018-06-28,10-K,10-K,10-K,FORM 10-K,2018-03-31,Applied BioSciences Corp.  (CIK 0001607549),3430.0,True
1504167,1,0001558370-18-003341,bpmx-20180131x10k.htm,2018-04-26,10-K,10-K,10-K,10-K,2018-01-31,BioPharmX Corp  (CIK 0001504167),2834.0,True
1382574,1,0001078782-18-000252,f10k123117_10k.htm,2018-03-02,10-K,10-K,10-K,FORM 10-K ANNUAL REPORT,2017-12-31,"TRXADE GROUP, INC.  (MEDS)  (CIK 0001382574)",5122.0,True
2178,1,0000002178-18-000009,a2017form10-k.htm,2018-03-12,10-K,10-K,10-K,2017 AE 10-K,2017-12-31,"ADAMS RESOURCES & ENERGY, INC.  (AE)  (CIK 0000002178)",5172.0,True
949428,1,0000949428-18-000004,cdti-123117x10k.htm,2018-04-02,10-K,10-K,10-K,10-K,2017-12-31,"CDTI ADVANCED MATERIALS, INC.  (CIK 0000949428)",3564.0,True
1633651,1,0001633651-18-000018,tegp2017123110k.htm,2018-02-13,10-K,10-K,10-K,10-K,2017-12-31,"Tallgrass Energy GP, LP  (CIK 0001633651)",4922.0,True
1597846,1,0001493152-18-005123,form10-k.htm,2018-04-13,10-K,10-K,10-K,,2017-12-31,Greenpro Capital Corp.  (GRNQ)  (CIK 0001597846),7374.0,True
1590715,1,0001477932-18-001976,arec_10k.htm,2018-04-23,10-K,10-K,10-K,FORM 10-K,2017-12-31,American Resources Corp  (AREC)  (CIK 0001590715),7600.0,True
230557,1,0000230557-18-000009,sigi-12312017x10k.htm,2018-02-20,10-K,10-K,10-K,10-K,2017-12-31,"SELECTIVE INSURANCE GROUP INC  (SIGI, SIGIP)  (CIK 0000230557)",6331.0,True
1016125,1,0001016125-19-000041,ulti-20181231x10k.htm,2019-03-01,10-K,10-K,10-K,10-K,2018-12-31,ULTIMATE SOFTWARE GROUP INC  (CIK 0001016125),7372.0,True
1524872,1,0001477932-19-000979,tnrg_10k.htm,2019-03-14,10-K,10-K,10-K,FORM 10-K,2018-12-31,Thunder Energies Corp  (TNRG)  (CIK 0001524872),3559.0,True
1323468,1,0001558370-19-001709,glp-20181231x10k.htm,2019-03-08,10-K,10-K,10-K,10-K,2018-12-31,"GLOBAL PARTNERS LP  (GLP, GLP-PB)  (CIK 0001323468)",5171.0,True
1517130,1,0001213900-19-004243,f10k2018_pingtanmarine.htm,2019-03-15,10-K,10-K,10-K,ANNUAL REPORT,2018-12-31,Pingtan Marine Enterprise Ltd.  (CIK 0001517130),900.0,True
1640428,1,0001193125-19-094588,d683980d10k.htm,2019-04-01,10-K,10-K,10-K,10-K,2018-12-31,"EverQuote, Inc.  (EVER)  (CIK 0001640428)",7370.0,True
895126,1,0000895126-19-000070,chk-20181231_10k.htm,2019-02-27,10-K,10-K,10-K,10-K,2018-12-31,"CHESAPEAKE ENERGY CORP  (CHK, CHKEL, CHKEW, CHKEZ)  (CIK 0000895126)",1311.0,True
1316644,1,0001185185-19-000909,aerogrow20190331_10k.htm,2019-06-25,10-K,10-K,10-K,FORM 10-K,2019-03-31,"AeroGrow International, Inc.  (CIK 0001316644)",5200.0,True
1034760,1,0001654954-19-003090,wyy_10k.htm,2019-03-22,10-K,10-K,10-K,ANNUAL REPORT,2018-12-31,WIDEPOINT CORP  (WYY)  (CIK 0001034760),7373.0,True
1383394,1,0001078782-19-000212,f10k123118_10k.htm,2019-03-11,10-K,10-K,10-K,FORM 10-K ANNUAL REPORT,2018-12-31,TRANSACT ENERGY CORP  (CIK 0001383394),1389.0,True
1574676,1,0001062993-19-002370,form10k.htm,2019-05-22,10-K,10-K,10-K,FORM 10-K,2018-12-31,"Galenfeha, Inc.  (CIK 0001574676)",8711.0,True
353184,1,0001437749-19-013061,airt20190331_10k.htm,2019-06-28,10-K,10-K,10-K,FORM 10-K,2019-03-31,"AIR T INC  (AIRT, AIRTP)  (CIK 0000353184)",4513.0,True
885074,1,0001437749-19-020070,aghc20190630_10k.htm,2019-10-15,10-K,10-K,10-K,FORM 10-K,2019-06-30,Aeon Global Health Corp.  (CIK 0000885074),8071.0,True
1417664,1,0001078782-19-000274,f10k123118_10k.htm,2019-04-01,10-K,10-K,10-K,FORM 10K ANNUAL REPORT,2018-12-31,"Value Exchange International, Inc.  (VEII)  (CIK 0001417664)",7380.0,True
20520,1,0000020520-19-000005,ftr-20181231x10k.htm,2019-03-01,10-K,10-K,10-K,10-K,2018-12-31,FRONTIER COMMUNICATIONS CORP  (FYBR)  (CIK 0000020520),4813.0,True
1048268,1,0001048268-19-000007,a201910-k.htm,2019-12-06,10-K,10-K,10-K,10-K,2019-09-30,"IES Holdings, Inc.  (IESC)  (CIK 0001048268)",1731.0,True
1403853,1,0001403853-19-000010,nes_20181231x10-k.htm,2019-03-12,10-K,10-K,10-K,10-K,2018-12-31,"Nuverra Environmental Solutions, Inc.  (CIK 0001403853)",1389.0,True
1697500,1,0001697500-19-000009,soi-20181231x10k.htm,2019-02-27,10-K,10-K,10-K,10-K,2018-12-31,"Solaris Oilfield Infrastructure, Inc.  (SOI)  (CIK 0001697500)",3533.0,True
1168054,1,0001168054-19-000006,a12311810kxec.htm,2019-02-20,10-K,10-K,10-K,10-K,2018-12-31,CIMAREX ENERGY CO  (CIK 0001168054),1311.0,True
46129,1,0001104659-19-014558,a19-30076_110k.htm,2019-03-13,10-K,10-K,10-K,10-K,2018-12-31,ALLIED MOTION TECHNOLOGIES INC  (ALNT)  (CIK 0000046129),3825.0,True
1496099,1,0001496099-19-000003,nmfc-12312018x10k.htm,2019-02-27,10-K,10-K,10-K,10-K,2018-12-31,"New Mountain Finance Corp  (NMFC, NMFCZ)  (CIK 0001496099)",,True
1599407,1,0001477932-19-001700,efsh_10k.htm,2019-04-15,10-K,10-K,10-K,FORM 10-K,2018-12-31,1847 Holdings LLC  (EFSH)  (CIK 0001599407),8742.0,True
1035092,1,0001144204-19-014134,tv511191_10k.htm,2019-03-15,10-K,10-K,10-K,FORM 10-K,2018-12-31,SHORE BANCSHARES INC  (SHBI)  (CIK 0001035092),6021.0,True
1699039,1,0001699039-19-000012,rngr10kfy2018doc.htm,2019-03-06,10-K,10-K,10-K,10-K,2018-12-31,"Ranger Energy Services, Inc.  (RNGR)  (CIK 0001699039)",1389.0,True
1104280,1,0001445866-19-001219,sgbi-20190630.htm,2019-10-08,10-K,10-K,10-K,10-K,2019-06-30,SANGUI BIOTECH INTERNATIONAL INC  (SGBI)  (CIK 0001104280),2834.0,True
1133062,1,0001140361-19-013515,form10k.htm,2019-07-26,10-K,10-K,10-K,10-K,2018-09-30,JANEL CORP  (JANL)  (CIK 0001133062),7389.0,True
749660,1,0001193125-19-092896,d684852d10k.htm,2019-03-29,10-K,10-K,10-K,10-K,2018-12-31,ICAD INC  (ICAD)  (CIK 0000749660),3841.0,True
1713863,1,0001213900-19-019707,f10k2019_rafaelholdingsinc.htm,2019-10-04,10-K,10-K,10-K,ANNUAL REPORT,2019-07-31,"Rafael Holdings, Inc.  (RFL)  (CIK 0001713863)",6500.0,True
1619055,1,0001493152-19-005511,form10-k.htm,2019-04-17,10-K,10-K,10-K,,2018-12-31,"COFFEESMITHS COLLECTIVE, INC.  (CIK 0001619055)",2030.0,True
1013880,1,0001558370-19-001597,ttec-20181231x10k.htm,2019-03-06,10-K,10-K,10-K,10-K,2018-12-31,"TTEC Holdings, Inc.  (TTEC)  (CIK 0001013880)",7363.0,True
945617,1,0001721868-19-000182,f2sammj10k041119.htm,2019-04-15,10-K,10-K,10-K,,2018-12-31,"American Cannabis Company, Inc.  (AMMJ)  (CIK 0000945617)",4833.0,True
1409175,1,0001683168-19-003381,weconnect_10k-073119.htm,2019-10-29,10-K,10-K,10-K,FORM10-K,2019-07-31,"WECONNECT Tech International, Inc.  (MTAM)  (CIK 0001409175)",7389.0,True
1116942,1,0001564590-19-004520,ttmi-10k_20181231.htm,2019-02-26,10-K,10-K,10-K,10-K,2018-12-31,TTM TECHNOLOGIES INC  (TTMI)  (CIK 0001116942),3672.0,True
1041859,1,0001628280-19-003243,plce-222019x10k.htm,2019-03-21,10-K,10-K,10-K,10-K,2019-02-02,"Childrens Place, Inc.  (PLCE)  (CIK 0001041859)",5651.0,True
1094285,1,0001094285-19-000064,tdy-2018x10k.htm,2019-02-25,10-K,10-K,10-K,10-K 2018 FORM 10K,2018-12-30,TELEDYNE TECHNOLOGIES INC  (TDY)  (CIK 0001094285),3812.0,True
778164,1,0001615774-19-004168,s116597_10k.htm,2019-03-18,10-K,10-K,10-K,FORM 10-K,2018-12-31,"Pacific Ethanol, Inc.  (ALTO)  (CIK 0000778164)",2860.0,True
1338474,1,0001214659-19-001681,q22119110k.htm,2019-03-01,10-K,10-K,10-K,,2018-12-31,RIDGEWOOD ENERGY Q FUND LLC  (CIK 0001338474),1382.0,True
1592000,1,0001592000-19-000007,enlc201810-k.htm,2019-02-20,10-K,10-K,10-K,10-K,2018-12-31,"EnLink Midstream, LLC  (ENLC)  (CIK 0001592000)",4922.0,True
875357,1,0000875357-19-000011,a20181231bokf10k.htm,2019-03-01,10-K,10-K,10-K,10-K,2018-12-31,BOK FINANCIAL CORP ET AL  (BOKF)  (CIK 0000875357),6021.0,True
1053369,1,0001213900-19-011224,f10k2019_elitepharma.htm,2019-06-21,10-K,10-K,10-K,ANNUAL REPORT,2019-03-31,ELITE PHARMACEUTICALS INC /NV/  (ELTP)  (CIK 0001053369),2834.0,True
68505,1,0000068505-19-000006,msi201810-k.htm,2019-02-15,10-K,10-K,10-K,10-K,2018-12-31,"Motorola Solutions, Inc.  (MSI)  (CIK 0000068505)",3663.0,True
1317839,1,0001477932-19-001800,umhl_10k.htm,2019-04-16,10-K,10-K,10-K,FORM 10-K,2018-12-31,Umatrin Holding Ltd  (CIK 0001317839),7389.0,True
743758,1,0001065949-19-000051,cloudcommerce10k2018.htm,2019-04-01,10-K,10-K,10-K,,2018-12-31,"CLOUDCOMMERCE, INC.  (AIAD)  (CIK 0000743758)",5900.0,True
1037868,1,0001193125-19-046947,d640432d10k.htm,2019-02-21,10-K,10-K,10-K,FORM 10-K,2018-12-31,AMETEK INC/  (AME)  (CIK 0001037868),3621.0,True
1364479,1,0001364479-19-000004,herc2018form10-k.htm,2019-02-28,10-K,10-K,10-K,10-K,2018-12-31,HERC HOLDINGS INC  (HRI)  (CIK 0001364479),7350.0,True
1416697,1,0001493152-19-005428,form10-k.htm,2019-04-16,10-K,10-K,10-K,,2018-12-31,"Blue Line Protection Group, Inc.  (BLPG)  (CIK 0001416697)",5900.0,True
896878,1,0000896878-19-000132,fy19q410-kdocument.htm,2019-08-30,10-K,10-K,10-K,10-K,2019-07-31,INTUIT INC  (INTU)  (CIK 0000896878),7372.0,True
12927,1,0000012927-19-000010,a201812dec3110k.htm,2019-02-08,10-K,10-K,10-K,10-K,2018-12-31,BOEING CO  (BA)  (CIK 0000012927),3721.0,True
8328,1,0001575872-19-000087,app001_10k.htm,2019-04-16,10-K,10-K,10-K,FORM 10-K,2018-12-31,"Applied Minerals, Inc.  (AMNL)  (CIK 0000008328)",1400.0,True
1388430,1,0001388430-19-000004,cai-20181231x10k.htm,2019-03-05,10-K,10-K,10-K,10-K,2018-12-31,"CAI International, Inc.  (CIK 0001388430)",7359.0,True
1451505,1,0001451505-19-000025,rig-20181231x10k.htm,2019-02-19,10-K,10-K,10-K,10-K,2018-12-31,Transocean Ltd.  (RIG)  (CIK 0001451505),1381.0,True
727207,1,0001628280-19-002318,axdx-123118x10k.htm,2019-03-01,10-K,10-K,10-K,10-K,2018-12-31,"Accelerate Diagnostics, Inc  (AXDX)  (CIK 0000727207)",3826.0,True
1320760,1,0001437749-19-005421,tssi20181231_10k.htm,2019-03-21,10-K,10-K,10-K,FORM 10-K,2018-12-31,"TSS, Inc.  (TSSI)  (CIK 0001320760)",8742.0,True
1320854,1,0001193125-19-062501,d717659d10k.htm,2019-03-04,10-K,10-K,10-K,10-K,2018-12-31,"FreightCar America, Inc.  (RAIL)  (CIK 0001320854)",3743.0,True
1558583,1,0001213900-19-005232,f10k2018_arcimotoinc.htm,2019-03-29,10-K,10-K,10-K,ANNUAL REPORT,2018-12-31,Arcimoto Inc  (FUVV)  (CIK 0001558583),3751.0,True
8146,1,0001193125-19-102788,d662203d10k.htm,2019-04-10,10-K,10-K,10-K,10-K,2019-01-31,"AstroNova, Inc.  (ALOT)  (CIK 0000008146)",3577.0,True
1253347,1,0001654954-19-003881,cigf5_10k.htm,2019-04-01,10-K,10-K,10-K,FORM 10-K,2018-12-31,COMMONWEALTH INCOME & GROWTH FUND V  (CIK 0001253347),7350.0,True
1384195,1,0001144204-19-011298,tv513989_10k.htm,2019-02-28,10-K,10-K,10-K,FORM 10-K,2018-12-31,"RING ENERGY, INC.  (REI)  (CIK 0001384195)",1311.0,True
1463258,1,0001628280-19-002647,regi-20181231x10k.htm,2019-03-07,10-K,10-K,10-K,10-K,2018-12-31,"Renewable Energy Group, Inc.  (CIK 0001463258)",2860.0,True
1442236,1,0001564590-19-007803,qrhc-10k_20181231.htm,2019-03-14,10-K,10-K,10-K,10-K,2018-12-31,Quest Resource Holding Corp  (QRHC)  (CIK 0001442236),7359.0,True
1674930,1,0001564590-19-008991,flgt-10k_20181231.htm,2019-03-22,10-K,10-K,10-K,10-K,2018-12-31,"Fulgent Genetics, Inc.  (FLGT)  (CIK 0001674930)",8071.0,True
945384,1,0001654954-19-003609,cicn_10k.htm,2019-03-29,10-K,10-K,10-K,ANNUAL REPORT,2018-12-31,CICERO INC  (CIK 0000945384),7371.0,True
1492633,1,0001564590-19-005165,nlsnnv-10k_20181231.htm,2019-02-28,10-K,10-K,10-K,10-K,2018-12-31,Nielsen Holdings plc  (CIK 0001492633),7389.0,True
97517,1,0000097517-19-000015,tpl12-31x201810k.htm,2019-02-28,10-K,10-K,10-K,10-K,2018-12-31,TEXAS PACIFIC LAND TRUST  (CIK 0000097517),6792.0,True
75288,1,0000075288-19-000024,oxm-020219x10xk.htm,2019-04-01,10-K,10-K,10-K,OXM 10-K 02.02.19,2019-02-02,OXFORD INDUSTRIES INC  (OXM)  (CIK 0000075288),2320.0,True
1491419,1,0001213900-19-011269,f10k2019_livexlivemedia.htm,2019-06-24,10-K,10-K,10-K,ANNUAL REPORT,2019-03-31,"LiveXLive Media, Inc.  (LVO)  (CIK 0001491419)",5812.0,True
1680873,1,0001437749-19-006198,fooh20181231_10k.htm,2019-04-01,10-K,10-K,10-K,FORM 10-K,2018-12-31,HF Foods Group Inc.  (HFFG)  (CIK 0001680873),5140.0,True
1568385,1,0001654954-19-004348,bmtm_10k.htm,2019-04-12,10-K,10-K,10-K,ANNUAL REPORT,2018-12-31,"Bright Mountain Media, Inc.  (BMTM)  (CIK 0001568385)",7371.0,True
1461119,1,0001193125-19-073427,d680665d10k.htm,2019-03-13,10-K,10-K,10-K,10-K,2018-12-31,CRH Medical Corp  (CIK 0001461119),8000.0,True
1045810,1,0001045810-19-000023,nvda-2019x10k.htm,2019-02-21,10-K,10-K,10-K,FY2019 10-K,2019-01-27,NVIDIA CORP  (NVDA)  (CIK 0001045810),3674.0,True
811212,1,0001437749-19-005676,kool20181231_10k.htm,2019-03-26,10-K,10-K,10-K,FORM 10-K,2018-12-31,CESCA THERAPEUTICS INC.  (THMO)  (CIK 0000811212),3821.0,True
318154,1,0000318154-19-000008,amgn-12312018x10kq42018.htm,2019-02-13,10-K,10-K,10-K,10-K,2018-12-31,AMGEN INC  (AMGN)  (CIK 0000318154),2836.0,True
1021435,1,0001493152-19-004622,form10-k.htm,2019-04-01,10-K,10-K,10-K,,2018-12-31,hopTo Inc.  (CIK 0001021435),7372.0,True
1726744,1,0001726744-19-000002,exent10kwithauditorcommentsf.htm,2019-02-28,10-K,10-K,10-K,,2018-12-31,EXENT CORP.  (CIK 0001726744),3444.0,True
1401257,1,0001401257-19-000075,fet201810-k.htm,2019-02-28,10-K,10-K,10-K,10-K,2018-12-31,"FORUM ENERGY TECHNOLOGIES, INC.  (FET)  (CIK 0001401257)",3533.0,True
1454510,1,0001683168-19-003832,lnpr_10k-2017.htm,2019-11-27,10-K,10-K,10-K,FORM 10-K,2017-12-31,LNPR GROUP INC.  (CIK 0001454510),7389.0,True
1668397,1,0001564590-19-004451,medp-10k_20181231.htm,2019-02-26,10-K,10-K,10-K,10-K,2018-12-31,"Medpace Holdings, Inc.  (MEDP)  (CIK 0001668397)",8731.0,True
1156174,1,0001156174-19-000004,a10-kfye12x31x18.htm,2019-02-28,10-K,10-K,10-K,10-K FYE 12-31-18,2018-12-31,LAKE AREA CORN PROCESSORS LLC  (CIK 0001156174),2860.0,True
1392091,1,0001392091-19-000026,bkep-12x31x18x10k.htm,2019-03-12,10-K,10-K,10-K,BKEP 2018 10-K,2018-12-31,"Blueknight Energy Partners, L.P.  (CIK 0001392091)",4610.0,True
1610682,1,0001610682-19-000054,usdp-2018x10k.htm,2019-03-07,10-K,10-K,10-K,"10-K USD PARTNERS DECEMBER 31, 2018 FORM 10-K",2018-12-31,USD Partners LP  (USDP)  (CIK 0001610682),4013.0,True
918965,1,0000918965-19-000020,scsc0630201910k.htm,2019-08-22,10-K,10-K,10-K,10-K,2019-06-30,"SCANSOURCE, INC.  (SCSC)  (CIK 0000918965)",5045.0,True
1095981,1,0001564590-19-010018,cytx-10k_20181231.htm,2019-03-29,10-K,10-K,10-K,10-K,2018-12-31,"CYTORI THERAPEUTICS, INC.  (PSTV)  (CIK 0001095981)",3841.0,True
1413754,1,0001078782-19-000201,f10k123118_10k.htm,2019-03-05,10-K,10-K,10-K,FORM 10K ANNUAL REPORT,2018-12-31,MARIZYME INC  (MRZM)  (CIK 0001413754),2834.0,True
1530721,1,0001530721-19-000023,cpri0330201910-k.htm,2019-05-29,10-K,10-K,10-K,10-K,2019-03-30,Capri Holdings Ltd  (CPRI)  (CIK 0001530721),3100.0,True
67215,1,0000067215-19-000008,dyfy201910k.htm,2019-03-04,10-K,10-K,10-K,10-K,2019-01-26,DYCOM INDUSTRIES INC  (DY)  (CIK 0000067215),1623.0,True
1584754,1,0001213900-19-017977,f10k2019_akoustistech.htm,2019-09-13,10-K,10-K,10-K,ANNUAL REPORT,2019-06-30,"Akoustis Technologies, Inc.  (AKTS)  (CIK 0001584754)",3661.0,True
1706509,1,0001683168-19-000813,cosmos_10k-123118.htm,2019-03-28,10-K,10-K,10-K,FORM 10-K,2018-12-31,Cosmos Group Holdings Inc.  (CIK 0001706509),4210.0,True
912562,1,0000912562-19-000009,rock-20181231x10k.htm,2019-02-27,10-K,10-K,10-K,10-K,2018-12-31,"GIBRALTAR INDUSTRIES, INC.  (ROCK)  (CIK 0000912562)",3310.0,True
1437557,1,0001437557-19-000025,a2018q410k.htm,2019-03-07,10-K,10-K,10-K,10-K,2018-12-31,"LILIS ENERGY, INC.  (CIK 0001437557)",1311.0,True
1500123,1,0001554795-20-000013,inlb0112form10k.htm,2020-01-14,10-K,10-K,10-K,FORM 10-K,2019-09-30,Item 9 Labs Corp.  (INLB)  (CIK 0001500123),3843.0,True
860546,2,0000860546-20-000007,copt10kdoc12312019.htm,2020-02-19,10-K,10-K,10-K,10-K,2019-12-31,CORPORATE OFFICE PROPERTIES TRUST  (CDP)  (CIK 0000860546),6798.0,True
708781,1,0001206774-20-000650,cass3589044-10k.htm,2020-02-28,10-K,10-K,10-K,ANNUAL REPORT,2019-12-31,CASS INFORMATION SYSTEMS INC  (CASS)  (CIK 0000708781),7389.0,True
1352081,1,0001352081-20-000025,card-20200930.htm,2020-11-18,10-K,10-K,10-K,10-K,2020-09-30,Cardinal Ethanol LLC  (CRDE)  (CIK 0001352081),2860.0,True
1676580,1,0001493152-20-004724,form10-k.htm,2020-03-25,10-K,10-K,10-K,,2019-12-31,H/Cell Energy Corp  (VENG)  (CIK 0001676580),1700.0,True
1524025,1,0001628280-20-004436,fy201910-k.htm,2020-04-01,10-K,10-K,10-K,10-K,2020-02-01,"TILLY'S, INC.  (TLYS)  (CIK 0001524025)",5600.0,True
90168,1,0000090168-20-000042,sif-20200930.htm,2020-12-23,10-K,10-K,10-K,10-K,2020-09-30,SIFCO INDUSTRIES INC  (SIF)  (CIK 0000090168),3724.0,True
1766037,1,0001766037-20-000005,nmfslfi-12312019x10k.htm,2020-03-27,10-K,10-K,10-K,10-K,2019-12-31,"NMF SLF I, Inc.  (CIK 0001766037)",,True
1138723,1,0001564590-20-041201,aray-10k_20200630.htm,2020-08-25,10-K,10-K,10-K,10-K,2020-06-30,ACCURAY INC  (ARAY)  (CIK 0001138723),3841.0,True
39092,1,0001437749-20-014128,frd20200331_10k.htm,2020-06-29,10-K,10-K,10-K,FORM 10-K,2020-03-31,FRIEDMAN INDUSTRIES INC  (FRD)  (CIK 0000039092),3310.0,True
33533,1,0001174947-20-000957,form10k-24769_esp.htm,2020-09-21,10-K,10-K,10-K,10-K,2020-06-30,ESPEY MFG & ELECTRONICS CORP  (ESP)  (CIK 0000033533),3679.0,True
1559865,1,0001559865-20-000006,evertec10k12312019.htm,2020-02-27,10-K,10-K,10-K,10-K,2019-12-31,"EVERTEC, Inc.  (EVTC)  (CIK 0001559865)",7374.0,True
1070235,1,0001070235-20-000025,bbry-20200229.htm,2020-04-07,10-K,10-K,10-K,10-K,2020-02-29,BLACKBERRY Ltd  (BB)  (CIK 0001070235),7372.0,True
708819,1,0001564590-20-007841,mdr-10k_20191231.htm,2020-02-28,10-K,10-K,10-K,10-K,2019-12-31,MCDERMOTT INTERNATIONAL INC  (CIK 0000708819),3443.0,True
