form,name,cik,date,adsh
10-K,YAHOO INC,1011006,2017-03-01,0001193125-17-065791
10-K,FLAMEL TECHNOLOGIES SA,1012477,2016-03-15,0001144204-16-088149
10-K,AVADEL PHARMACEUTICALS PLC,1012477,2017-03-28,0001012477-17-000021
10-K,AVADEL PHARMACEUTICALS PLC,1012477,2018-03-16,0001012477-18-000008
10-K,AVADEL PHARMACEUTICALS PLC,1012477,2019-03-15,0001012477-19-000002
10-K,AVADEL PHARMACEUTICALS PLC,1012477,2020-03-16,0001012477-20-000007
10-K,AVADEL PHARMACEUTICALS PLC,1012477,2021-03-09,0001012477-21-000004
10-K,AVADEL PHARMACEUTICALS PLC,1012477,2022-03-16,0001012477-22-000004
10-K,AVADEL PHARMACEUTICALS PLC,1012477,2023-03-29,0001012477-23-000009
10-K,AVADEL PHARMACEUTICALS PLC,1012477,2024-02-29,0001012477-24-000008
10-K,AVADEL PHARMACEUTICALS PLC,1012477,2025-03-03,0001012477-25-000010
10-K,TELETECH HOLDINGS INC,1013880,2009-02-23,0000950134-09-003513
10-K,TELETECH HOLDINGS INC,1013880,2010-02-22,0000950123-10-015232
10-K,TELETECH HOLDINGS INC,1013880,2011-03-01,0000950123-11-020772
10-K,TELETECH HOLDINGS INC,1013880,2012-02-28,0001104659-12-014088
10-K,TELETECH HOLDINGS INC,1013880,2013-02-26,0001104659-13-014418
10-K,TELETECH HOLDINGS INC,1013880,2014-02-28,0001104659-14-014287
10-K,TELETECH HOLDINGS INC,1013880,2015-03-09,0001104659-15-018213
10-K,TELETECH HOLDINGS INC,1013880,2016-03-14,0001558370-16-004115
10-K,TELETECH HOLDINGS INC,1013880,2017-03-16,0001558370-17-001874
10-K,"TTEC Holdings, Inc.",1013880,2018-03-13,0001558370-18-001935
10-K,"TTEC Holdings, Inc.",1013880,2019-03-06,0001558370-19-001597
10-K,"TTEC Holdings, Inc.",1013880,2020-03-04,0001558370-20-002033
10-K,"TTEC Holdings, Inc.",1013880,2021-03-01,0001558370-21-002162
10-K,"TTEC Holdings, Inc.",1013880,2022-03-03,0001558370-22-002795
10-K,"TTEC Holdings, Inc.",1013880,2023-02-28,0001558370-23-002371
10-K,"TTEC Holdings, Inc.",1013880,2024-02-29,0001558370-24-002207
10-K,"TTEC Holdings, Inc.",1013880,2025-02-27,0001558370-25-001823
10-K,"TTEC Holdings, Inc.",1013880,2026-02-26,0001104659-26-020532
10-K,"SIRONA DENTAL SYSTEMS, INC.",1014507,2009-12-04,0001193125-09-247511
10-K,"SIRONA DENTAL SYSTEMS, INC.",1014507,2010-11-18,0001193125-10-264018
10-K,"SIRONA DENTAL SYSTEMS, INC.",1014507,2011-11-21,0001193125-11-318651
10-K,"SIRONA DENTAL SYSTEMS, INC.",1014507,2012-11-16,0001193125-12-473814
10-K,"SIRONA DENTAL SYSTEMS, INC.",1014507,2013-11-22,0001193125-13-451128
10-K,"SIRONA DENTAL SYSTEMS, INC.",1014507,2014-11-21,0001571049-14-006714
10-K,"SIRONA DENTAL SYSTEMS, INC.",1014507,2015-11-20,0001571049-15-009485
10-K,"BioScrip, Inc.",1014739,2009-03-05,0001014739-09-000010
10-K,"BioScrip, Inc.",1014739,2010-03-02,0001014739-10-000004
10-K,"BioScrip, Inc.",1014739,2011-03-16,0001014739-11-000006
10-K,"BioScrip, Inc.",1014739,2012-03-14,0001014739-12-000004
10-K,"BioScrip, Inc.",1014739,2013-03-15,0001014739-13-000002
10-K,"BioScrip, Inc.",1014739,2014-03-03,0001014739-14-000003
10-K,"BioScrip, Inc.",1014739,2015-03-02,0001014739-15-000004
10-K,"BioScrip, Inc.",1014739,2016-03-03,0001014739-16-000021
10-K,"BioScrip, Inc.",1014739,2017-03-07,0001628280-17-002304
10-K,"BioScrip, Inc.",1014739,2018-03-26,0001628280-18-003541
10-K,"BioScrip, Inc.",1014739,2019-03-15,0001014739-19-000012
10-K,"Option Care Health, Inc.",1014739,2020-03-05,0001014739-20-000013
10-K,"Option Care Health, Inc.",1014739,2021-03-11,0001014739-21-000011
10-K,"Option Care Health, Inc.",1014739,2022-02-23,0001014739-22-000009
10-K,"Option Care Health, Inc.",1014739,2023-02-23,0001014739-23-000009
10-K,"Option Care Health, Inc.",1014739,2024-02-22,0001014739-24-000009
10-K,"Option Care Health, Inc.",1014739,2025-02-26,0001014739-25-000012
10-K,"Option Care Health, Inc.",1014739,2026-02-24,0001014739-26-000008
10-K,DYNAMEX INC,1015483,2009-10-14,0000950123-09-050311
10-K,DYNAMEX INC,1015483,2010-09-22,0000950123-10-088167
10-K,AWARE INC /MA/,1015739,2009-02-13,0001188112-09-000293
10-K,AWARE INC /MA/,1015739,2010-02-12,0001188112-10-000245
10-K,AWARE INC /MA/,1015739,2011-02-11,0001188112-11-000241
10-K,AWARE INC /MA/,1015739,2012-02-21,0001188112-12-000424
10-K,AWARE INC /MA/,1015739,2013-02-19,0001188112-13-000422
10-K,AWARE INC /MA/,1015739,2014-02-18,0001188112-14-000398
10-K,AWARE INC /MA/,1015739,2015-02-13,0001571049-15-001114
10-K,AWARE INC /MA/,1015739,2016-02-12,0001571049-16-011724
10-K,AWARE INC /MA/,1015739,2017-02-10,0001571049-17-001193
10-K,AWARE INC /MA/,1015739,2018-02-28,0001144204-18-011461
10-K,AWARE INC /MA/,1015739,2019-02-19,0001144204-19-008788
10-K,AWARE INC /MA/,1015739,2020-02-18,0001104659-20-022309
10-K,AWARE INC /MA/,1015739,2021-02-17,0001564590-21-006373
10-K,AWARE INC /MA/,1015739,2022-03-15,0001564590-22-010383
10-K,AWARE INC /MA/,1015739,2023-03-15,0000950170-23-008185
10-K,AWARE INC /MA/,1015739,2024-03-15,0000950170-24-032239
10-K,AWARE INC /MA/,1015739,2025-03-13,0000950170-25-038714
10-K,AWARE INC /MA/,1015739,2026-03-06,0001193125-26-096448
10-K,"ANTARES PHARMA, INC.",1016169,2009-03-25,0001016169-09-000004
10-K,"ANTARES PHARMA, INC.",1016169,2010-03-24,0001016169-10-000002
10-K,"ANTARES PHARMA, INC.",1016169,2011-03-14,0001016169-11-000003
10-K,"ANTARES PHARMA, INC.",1016169,2012-03-12,0001016169-12-000005
10-K,"ANTARES PHARMA, INC.",1016169,2013-03-13,0001193125-13-105398
10-K,"ANTARES PHARMA, INC.",1016169,2014-03-13,0001193125-14-097968
10-K,"ANTARES PHARMA, INC.",1016169,2015-03-12,0001193125-15-088373
10-K,"ANTARES PHARMA, INC.",1016169,2016-03-08,0001564590-16-014226
10-K,"ANTARES PHARMA, INC.",1016169,2017-03-14,0001564590-17-004282
10-K,"ANTARES PHARMA, INC.",1016169,2018-03-13,0001564590-18-005459
10-K,"ANTARES PHARMA, INC.",1016169,2019-03-12,0001564590-19-007398
10-K,"ANTARES PHARMA, INC.",1016169,2020-03-03,0001564590-20-008465
10-K,"ANTARES PHARMA, INC.",1016169,2021-03-02,0001564590-21-010298
10-K,"ANTARES PHARMA, INC.",1016169,2022-03-03,0001016169-22-000028
10-K,INTEGRATED BIOPHARMA INC,1016504,2009-10-13,0001016504-09-000020
10-K,INTEGRATED BIOPHARMA INC,1016504,2010-09-28,0001016504-10-000012
10-K,INTEGRATED BIOPHARMA INC,1016504,2011-10-13,0001016504-11-000011
10-K,INTEGRATED BIOPHARMA INC,1016504,2012-10-15,0001016504-12-000022
10-K,INTEGRATED BIOPHARMA INC,1016504,2013-09-30,0001016504-13-000011
10-K,INTEGRATED BIOPHARMA INC,1016504,2014-09-08,0001016504-14-000008
10-K,INTEGRATED BIOPHARMA INC,1016504,2015-09-04,0001016504-15-000010
10-K,INTEGRATED BIOPHARMA INC,1016504,2016-09-02,0001437749-16-038298
10-K,INTEGRATED BIOPHARMA INC,1016504,2017-09-01,0001437749-17-015520
10-K,INTEGRATED BIOPHARMA INC,1016504,2018-09-12,0001437749-18-016922
10-K,INTEGRATED BIOPHARMA INC,1016504,2019-08-29,0001437749-19-017611
10-K,INTEGRATED BIOPHARMA INC,1016504,2020-09-23,0001437749-20-020123
10-K,INTEGRATED BIOPHARMA INC,1016504,2021-09-02,0001437749-21-021375
10-K,INTEGRATED BIOPHARMA INC,1016504,2022-09-13,0001437749-22-022334
10-K,INTEGRATED BIOPHARMA INC,1016504,2023-09-15,0001437749-23-026022
10-K,INTEGRATED BIOPHARMA INC,1016504,2024-09-20,0001437749-24-029768
10-K,INTEGRATED BIOPHARMA INC,1016504,2025-09-23,0001437749-25-029711
10-K,INTEGRATED BIOPHARMA INC,1016504,2026-09-25,0001437749-26-031241
10-K,SEACHANGE INTERNATIONAL INC,1019671,2009-04-14,0001206774-09-000779
10-K,SEACHANGE INTERNATIONAL INC,1019671,2010-04-09,0001206774-10-000882
10-K,SEACHANGE INTERNATIONAL INC,1019671,2011-04-14,0001144204-11-022072
10-K,SEACHANGE INTERNATIONAL INC,1019671,2012-04-05,0001144204-12-020320
10-K,SEACHANGE INTERNATIONAL INC,1019671,2013-04-10,0001144204-13-020984
10-K,SEACHANGE INTERNATIONAL INC,1019671,2014-04-04,0001193125-14-131604
10-K,SEACHANGE INTERNATIONAL INC,1019671,2015-04-07,0001193125-15-121530
10-K,SEACHANGE INTERNATIONAL INC,1019671,2016-04-13,0001193125-16-538823
10-K,SEACHANGE INTERNATIONAL INC,1019671,2017-04-17,0001193125-17-126138
10-K,SEACHANGE INTERNATIONAL INC,1019671,2018-04-16,0001564590-18-008250
10-K,SEACHANGE INTERNATIONAL INC,1019671,2019-04-12,0001564590-19-011518
10-K,SEACHANGE INTERNATIONAL INC,1019671,2020-04-20,0001564590-20-017461
10-K,SEACHANGE INTERNATIONAL INC,1019671,2021-04-15,0001564590-21-018886
10-K,SEACHANGE INTERNATIONAL INC,1019671,2022-04-08,0001564590-22-014010
10-K,SEACHANGE INTERNATIONAL INC,1019671,2023-04-17,0000950170-23-013077
10-K,UNITED NATURAL FOODS INC,1020859,2009-09-30,0001047469-09-008652
10-K,UNITED NATURAL FOODS INC,1020859,2010-09-27,0001047469-10-008276
10-K,UNITED NATURAL FOODS INC,1020859,2011-09-28,0001047469-11-008270
10-K,UNITED NATURAL FOODS INC,1020859,2012-09-26,0001047469-12-009112
10-K,UNITED NATURAL FOODS INC,1020859,2013-10-01,0001020859-13-000178
10-K,UNITED NATURAL FOODS INC,1020859,2014-10-01,0001020859-14-000183
10-K,UNITED NATURAL FOODS INC,1020859,2015-09-30,0001020859-15-000165
10-K,UNITED NATURAL FOODS INC,1020859,2016-09-28,0001020859-16-000356
10-K,UNITED NATURAL FOODS INC,1020859,2017-09-26,0001020859-17-000109
10-K,UNITED NATURAL FOODS INC,1020859,2018-09-24,0001020859-18-000095
10-K,UNITED NATURAL FOODS INC,1020859,2019-10-01,0001020859-19-000116
10-K,UNITED NATURAL FOODS INC,1020859,2020-09-29,0001020859-20-000064
10-K,UNITED NATURAL FOODS INC,1020859,2021-09-28,0001020859-21-000083
10-K,UNITED NATURAL FOODS INC,1020859,2022-09-27,0001020859-22-000054
10-K,UNITED NATURAL FOODS INC,1020859,2023-09-26,0001020859-23-000048
10-K,UNITED NATURAL FOODS INC,1020859,2024-10-01,0001020859-24-000045
10-K,UNITED NATURAL FOODS INC,1020859,2025-10-01,0001020859-25-000054
10-K,UNITED NATURAL FOODS INC,1020859,2026-09-14,0001020859-26-000025
10-K,TRIUMPH GROUP INC /,1021162,2009-05-22,0001047469-09-005915
10-K,TRIUMPH GROUP INC,1021162,2010-05-14,0001047469-10-005346
10-K,TRIUMPH GROUP INC,1021162,2011-05-18,0001047469-11-005289
10-K,TRIUMPH GROUP INC,1021162,2012-05-29,0001021162-12-000011
10-K,TRIUMPH GROUP INC,1021162,2013-05-30,0001021162-13-000018
10-K,TRIUMPH GROUP INC,1021162,2014-05-19,0001021162-14-000016
10-K,TRIUMPH GROUP INC,1021162,2015-05-21,0001021162-15-000017
10-K,TRIUMPH GROUP INC,1021162,2016-05-27,0001021162-16-000059
10-K,TRIUMPH GROUP INC,1021162,2017-05-24,0001021162-17-000023
10-K,TRIUMPH GROUP INC,1021162,2018-05-23,0001021162-18-000018
10-K,TRIUMPH GROUP INC,1021162,2019-05-23,0001021162-19-000060
10-K,TRIUMPH GROUP INC,1021162,2020-05-28,0001564590-20-027367
10-K,TRIUMPH GROUP INC,1021162,2021-05-20,0001564590-21-029065
10-K,TRIUMPH GROUP INC,1021162,2022-05-23,0000950170-22-010497
10-K,TRIUMPH GROUP INC,1021162,2023-05-24,0000950170-23-023686
10-K,TRIUMPH GROUP INC,1021162,2024-05-31,0000950170-24-067390
10-K,TRIUMPH GROUP INC,1021162,2025-05-28,0000950170-25-078408
10-K,GENESIS ENERGY LP,1022321,2009-03-16,0001140361-09-007127
10-K,GENESIS ENERGY LP,1022321,2010-02-26,0001140361-10-008703
10-K,GENESIS ENERGY LP,1022321,2011-03-16,0001140361-11-017011
10-K,GENESIS ENERGY LP,1022321,2012-02-29,0001193125-12-088096
10-K,GENESIS ENERGY LP,1022321,2013-02-26,0001022321-13-000017
10-K,GENESIS ENERGY LP,1022321,2014-02-27,0001022321-14-000024
10-K,GENESIS ENERGY LP,1022321,2015-02-27,0001022321-15-000027
10-K,GENESIS ENERGY LP,1022321,2016-02-26,0001022321-16-000145
10-K,GENESIS ENERGY LP,1022321,2017-02-27,0001022321-17-000031
10-K,GENESIS ENERGY LP,1022321,2018-02-26,0001022321-18-000024
10-K,GENESIS ENERGY LP,1022321,2019-02-28,0001022321-19-000029
10-K,GENESIS ENERGY LP,1022321,2020-02-27,0001022321-20-000026
10-K,GENESIS ENERGY LP,1022321,2021-03-01,0001022321-21-000018
10-K,GENESIS ENERGY LP,1022321,2022-02-24,0001022321-22-000018
10-K,GENESIS ENERGY LP,1022321,2023-02-24,0001022321-23-000018
10-K,GENESIS ENERGY LP,1022321,2024-02-23,0001022321-24-000018
10-K,GENESIS ENERGY LP,1022321,2025-03-03,0001022321-25-000023
10-K,GENESIS ENERGY LP,1022321,2026-02-18,0001022321-26-000008
10-K,EPLUS INC,1022408,2009-06-16,0001022408-09-000017
10-K,EPLUS INC,1022408,2010-06-15,0001022408-10-000024
10-K,EPLUS INC,1022408,2011-06-10,0001022408-11-000019
10-K,EPLUS INC,1022408,2012-06-14,0001022408-12-000020
10-K,EPLUS INC,1022408,2013-06-06,0001022408-13-000025
10-K,EPLUS INC,1022408,2014-06-04,0001022408-14-000030
10-K,EPLUS INC,1022408,2015-05-29,0001022408-15-000017
10-K,EPLUS INC,1022408,2016-05-26,0001022408-16-000072
10-K,EPLUS INC,1022408,2017-05-25,0001022408-17-000009
10-K,EPLUS INC,1022408,2018-05-25,0001022408-18-000014
10-K,EPLUS INC,1022408,2019-05-23,0001022408-19-000012
10-K,EPLUS INC,1022408,2020-05-22,0001140361-20-012223
10-K,EPLUS INC,1022408,2021-05-21,0001022408-21-000014
10-K,EPLUS INC,1022408,2022-05-26,0001140361-22-020620
10-K,EPLUS INC,1022408,2023-05-25,0001140361-23-026454
10-K,EPLUS INC,1022408,2024-05-23,0001140361-24-027200
10-K,EPLUS INC,1022408,2025-05-22,0001140361-25-020204
10-K,EPLUS INC,1022408,2026-05-28,0001140361-26-023171
10-K,ULTRA PETROLEUM CORP,1022646,2009-02-23,0000950129-09-000482
10-K,ULTRA PETROLEUM CORP,1022646,2010-02-26,0000950123-10-018286
10-K,ULTRA PETROLEUM CORP,1022646,2011-02-24,0000950123-11-017883
10-K,ULTRA PETROLEUM CORP,1022646,2012-02-17,0001193125-12-067172
10-K,ULTRA PETROLEUM CORP,1022646,2013-02-20,0001193125-13-067295
10-K,ULTRA PETROLEUM CORP,1022646,2014-02-25,0001193125-14-067069
10-K,ULTRA PETROLEUM CORP,1022646,2015-02-24,0001193125-15-059984
10-K,ULTRA PETROLEUM CORP,1022646,2016-02-29,0001193125-16-484243
10-K,ULTRA PETROLEUM CORP,1022646,2017-02-22,0001193125-17-051805
10-K,ULTRA PETROLEUM CORP,1022646,2018-02-28,0001564590-18-003771
10-K,ULTRA PETROLEUM CORP,1022646,2019-03-08,0001564590-19-006848
10-K,ULTRA PETROLEUM CORP,1022646,2020-04-15,0001564590-20-016770
10-K,NOVATEL WIRELESS INC,1022652,2009-03-16,0001193125-09-055490
10-K,NOVATEL WIRELESS INC,1022652,2010-03-12,0001193125-10-055554
10-K,NOVATEL WIRELESS INC,1022652,2011-03-16,0001193125-11-068720
10-K,NOVATEL WIRELESS INC,1022652,2012-03-06,0001193125-12-097385
10-K,NOVATEL WIRELESS INC,1022652,2013-03-04,0001193125-13-088274
10-K,NOVATEL WIRELESS INC,1022652,2014-03-12,0001193125-14-094271
10-K,NOVATEL WIRELESS INC,1022652,2015-03-10,0001628280-15-001638
10-K,NOVATEL WIRELESS INC,1022652,2016-03-15,0001022652-16-000089
10-K,INSEEGO CORP.,1022652,2017-03-31,0001022652-17-000020
10-K,INSEEGO CORP.,1022652,2018-03-16,0001022652-18-000015
10-K,INSEEGO CORP.,1022652,2019-03-12,0001022652-19-000012
10-K,INSEEGO CORP.,1022652,2020-03-16,0001022652-20-000007
10-K,INSEEGO CORP.,1022652,2021-03-01,0001022652-21-000017
10-K,INSEEGO CORP.,1022652,2022-03-01,0001022652-22-000011
10-K,INSEEGO CORP.,1022652,2023-03-03,0001022652-23-000006
10-K,INSEEGO CORP.,1022652,2024-02-22,0001022652-24-000001
10-K,INSEEGO CORP.,1022652,2025-02-20,0001022652-25-000005
10-K,INSEEGO CORP.,1022652,2026-02-20,0001022652-26-000005
10-K,POWERWAVE TECHNOLOGIES INC,1023362,2009-03-02,0001193125-09-042508
10-K,POWERWAVE TECHNOLOGIES INC,1023362,2010-02-19,0001193125-10-035341
10-K,POWERWAVE TECHNOLOGIES INC,1023362,2011-02-17,0001023362-11-000010
10-K,POWERWAVE TECHNOLOGIES INC,1023362,2012-02-28,0001193125-12-085516
10-K,AUTOBYTEL  INC,1023364,2009-03-13,0001193125-09-052623
10-K,AUTOBYTEL  INC,1023364,2010-03-04,0001023364-10-000008
10-K,AUTOBYTEL INC,1023364,2011-03-10,0001023364-11-000005
10-K,AUTOBYTEL INC,1023364,2012-03-01,0001023364-12-000010
10-K,AUTOBYTEL INC,1023364,2013-02-28,0001023364-13-000006
10-K,AUTOBYTEL INC,1023364,2014-02-20,0001023364-14-000007
10-K,AUTOBYTEL INC,1023364,2015-02-26,0001415889-15-000688
10-K,AUTOBYTEL INC,1023364,2016-03-10,0001415889-16-005012
10-K,AUTOBYTEL INC,1023364,2017-03-09,0001654954-17-001816
10-K,"AutoWeb, Inc.",1023364,2018-03-15,0001654954-18-002634
10-K,"AutoWeb, Inc.",1023364,2019-03-07,0001654954-19-002411
10-K,"AutoWeb, Inc.",1023364,2020-03-27,0001654954-20-003358
10-K,"AutoWeb, Inc.",1023364,2021-03-11,0001654954-21-002627
10-K,"AutoWeb, Inc.",1023364,2022-03-24,0001851734-22-000161
10-K,GOLF TRUST OF AMERICA INC,1024126,2009-03-20,0001116502-09-000423
10-K,GOLF TRUST OF AMERICA INC,1024126,2010-02-24,0001354488-10-000553
10-K,"PERNIX THERAPEUTICS HOLDINGS, INC.",1024126,2011-03-30,0001354488-11-001006
10-K,"PERNIX THERAPEUTICS HOLDINGS, INC.",1024126,2012-03-29,0001354488-12-001488
10-K,"PERNIX THERAPEUTICS HOLDINGS, INC.",1024126,2013-03-18,0001354488-13-001300
10-K,"PERNIX THERAPEUTICS HOLDINGS, INC.",1024126,2014-03-17,0001354488-14-001218
10-K,"PERNIX THERAPEUTICS HOLDINGS, INC.",1024126,2015-03-02,0001354488-15-000878
10-K,"PERNIX THERAPEUTICS HOLDINGS, INC.",1024126,2016-03-10,0001136261-16-000419
10-K,"PERNIX THERAPEUTICS HOLDINGS, INC.",1024126,2017-03-28,0001136261-17-000069
10-K,"PERNIX THERAPEUTICS HOLDINGS, INC.",1024126,2018-03-08,0001136261-18-000075
10-K,WEST CORP,1024657,2009-03-03,0001193125-09-043444
10-K,WEST CORP,1024657,2010-02-12,0001193125-10-030238
10-K,WEST CORP,1024657,2011-02-23,0001193125-11-043437
10-K,WEST CORP,1024657,2012-02-14,0001193125-12-059812
10-K,WEST CORP,1024657,2013-02-08,0001193125-13-046398
10-K,WEST CORP,1024657,2014-02-20,0001193125-14-060274
10-K,WEST CORP,1024657,2015-02-19,0001193125-15-054078
10-K,WEST CORP,1024657,2016-02-18,0001193125-16-468151
10-K,WEST CORP,1024657,2017-02-16,0001564590-17-001689
10-K,TENNECO INC,1024725,2009-02-27,0000950137-09-001362
10-K,TENNECO INC,1024725,2010-02-26,0000950123-10-018414
10-K,TENNECO INC,1024725,2011-02-28,0000950123-11-019050
10-K,TENNECO INC,1024725,2012-02-27,0001193125-12-078624
10-K,TENNECO INC,1024725,2013-02-28,0001193125-13-084604
10-K,TENNECO INC,1024725,2014-02-28,0001024725-14-000006
10-K,TENNECO INC,1024725,2015-02-25,0001024725-15-000005
10-K,TENNECO INC,1024725,2016-02-24,0001024725-16-000026
10-K,TENNECO INC,1024725,2017-02-24,0001024725-17-000005
10-K,TENNECO INC,1024725,2018-02-28,0001024725-18-000006
10-K,TENNECO INC,1024725,2019-03-18,0001024725-19-000004
10-K,TENNECO INC,1024725,2020-03-02,0001024725-20-000004
10-K,TENNECO INC,1024725,2021-02-24,0001024725-21-000004
10-K,TENNECO INC,1024725,2022-02-24,0001024725-22-000005
10-K,ERESEARCHTECHNOLOGY INC /DE/,1026650,2009-03-02,0000893220-09-000449
10-K,ERESEARCHTECHNOLOGY INC /DE/,1026650,2010-03-03,0000950123-10-020569
10-K,ERESEARCHTECHNOLOGY INC /DE/,1026650,2011-03-03,0000950123-11-021702
10-K,ERESEARCHTECHNOLOGY INC /DE/,1026650,2012-03-02,0001193125-12-094716
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2009-04-01,0000950152-09-003421
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2010-04-07,0000950123-10-032860
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2011-03-29,0000950123-11-030227
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2012-03-16,0001026655-12-000006
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2013-03-27,0001026655-13-000011
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2014-03-20,0001026655-14-000009
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2015-03-13,0001026655-15-000005
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2016-03-11,0001026655-16-000044
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2017-03-09,0001026655-17-000005
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2018-03-07,0001026655-18-000007
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2019-03-18,0001026655-19-000012
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2020-03-13,0001026655-20-000013
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2021-03-11,0001026655-21-000003
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2022-03-11,0001026655-22-000015
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2023-03-14,0001026655-23-000012
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2024-03-12,0001026655-24-000030
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2025-03-11,0001026655-25-000005
10-K,CORE MOLDING TECHNOLOGIES INC,1026655,2026-03-10,0001026655-26-000009
10-K,"Euramax Holdings, Inc.",1026743,2012-03-23,0001445305-12-000757
10-K,"Euramax Holdings, Inc.",1026743,2013-03-29,0001026743-13-000006
10-K,"Euramax Holdings, Inc.",1026743,2014-03-28,0001026743-14-000022
10-K,"Euramax Holdings, Inc.",1026743,2015-03-26,0001026743-15-000011
10-K,"Spectrum Brands, Inc.",1028985,2009-12-29,0001193125-09-261182
10-K,"Spectrum Brands, Inc.",1028985,2010-12-14,0001193125-10-280275
10-K,"Spectrum Brands, Inc.",1028985,2011-12-08,0001193125-11-334790
10-K,"Spectrum Brands, Inc.",1028985,2012-11-21,0001028985-12-000010
10-K,"Spectrum Brands, Inc.",1028985,2013-11-27,0001028985-13-000009
10-K,RALCORP HOLDINGS INC /MO,1029506,2009-11-30,0000950123-09-066960
10-K,RALCORP HOLDINGS INC /MO,1029506,2010-11-29,0000950123-10-109405
10-K,RALCORP HOLDINGS INC /MO,1029506,2011-12-14,0001193125-11-341065
10-K,RALCORP HOLDINGS INC /MO,1029506,2012-11-29,0001193125-12-485918
10-K,BLUEPHOENIX SOLUTIONS LTD,1029581,2014-03-28,0001213900-14-001822
10-K,Modsys International Ltd,1029581,2015-03-31,0001213900-15-002295
10-K,Modsys International Ltd,1029581,2016-03-30,0001213900-16-012025
10-K,Modsys International Ltd,1029581,2017-03-10,0001213900-17-002203
10-K,HILLMAN COMPANIES INC,1029831,2009-03-27,0000950133-09-000881
10-K,HILLMAN COMPANIES INC,1029831,2010-03-26,0000950123-10-028800
10-K,HILLMAN COMPANIES INC,1029831,2011-03-31,0001193125-11-084334
10-K,HILLMAN COMPANIES INC,1029831,2012-03-26,0001193125-12-131866
10-K,HILLMAN COMPANIES INC,1029831,2013-03-29,0001193125-13-134325
10-K,HILLMAN COMPANIES INC,1029831,2014-03-28,0001193125-14-121023
10-K,HILLMAN COMPANIES INC,1029831,2015-03-27,0001193125-15-109347
10-K,HILLMAN COMPANIES INC,1029831,2016-03-28,0001628280-16-013205
10-K,HILLMAN COMPANIES INC,1029831,2017-03-30,0001029831-17-000009
10-K,HILLMAN COMPANIES INC,1029831,2018-03-21,0001029831-18-000006
10-K,HILLMAN COMPANIES INC,1029831,2019-03-28,0001029831-19-000012
10-K,HILLMAN COMPANIES INC,1029831,2020-03-27,0001029831-20-000006
10-K,HILLMAN COMPANIES INC,1029831,2021-03-03,0001029831-21-000022
10-K,GULFMARK OFFSHORE INC,1030749,2009-02-27,0000950129-09-000681
10-K,GULFMARK OFFSHORE INC,1030749,2010-02-26,0000950123-10-018331
10-K,GULFMARK OFFSHORE INC,1030749,2011-02-24,0000950123-11-017846
10-K,GULFMARK OFFSHORE INC,1030749,2012-02-23,0001193125-12-075114
10-K,GULFMARK OFFSHORE INC,1030749,2013-02-27,0001193125-13-080272
10-K,GULFMARK OFFSHORE INC,1030749,2014-02-25,0001437749-14-002715
10-K,GULFMARK OFFSHORE INC,1030749,2015-02-17,0001437749-15-002728
10-K,GULFMARK OFFSHORE INC,1030749,2016-02-29,0001437749-16-026374
10-K,GULFMARK OFFSHORE INC,1030749,2017-03-17,0001437749-17-004745
10-K,GULFMARK OFFSHORE INC,1030749,2018-04-02,0001437749-18-006012
10-K,STARTEK INC,1031029,2009-03-03,0001104659-09-013843
10-K,STARTEK INC,1031029,2010-02-25,0001104659-10-009646
10-K,STARTEK INC,1031029,2011-03-04,0001104659-11-012427
10-K,STARTEK INC,1031029,2012-03-09,0001104659-12-016956
10-K,"StarTek, Inc.",1031029,2013-03-08,0001031029-13-000019
10-K,"StarTek, Inc.",1031029,2014-03-10,0001031029-14-000015
10-K,"StarTek, Inc.",1031029,2015-03-06,0001031029-15-000010
10-K,"StarTek, Inc.",1031029,2016-03-14,0001031029-16-000079
10-K,"StarTek, Inc.",1031029,2017-02-22,0001031029-17-000008
10-K,"StarTek, Inc.",1031029,2018-03-16,0001031029-18-000025
10-KT,"StarTek, Inc.",1031029,2019-03-14,0001031029-19-000014
10-K,"StarTek, Inc.",1031029,2020-03-12,0001437749-20-004942
10-K,"Startek, Inc.",1031029,2021-03-16,0001437749-21-006156
10-K,"Startek, Inc.",1031029,2022-03-14,0001437749-22-006117
10-K,"Startek, Inc.",1031029,2023-03-28,0001437749-23-008088
10-K,MEADE INSTRUMENTS CORP,1032067,2009-06-15,0000950123-09-014102
