load_prices: network unavailable (ModuleNotFoundError); using prices.csv

========================================================================================================================================================================================================
UNIVERSE universe.json(56): 56 names, 2008-01-02 -> 2026-09-03 | eval 2009-01-13 -> 2026-09-03 | IS <= 2016-12-31 | OOS >= 2017-01-01
SPY  CAGR 15.26%  Sharpe 0.890  MaxDD -33.72%  halves 0.957/0.837  OOS Sharpe 0.884
4b bars: Sharpe > 0.957 (H1) / 0.837 (H2) / 0.884 (OOS), MaxDD <= 20.23%, CAGR >= 10.68%
========================================================================================================================================================================================================
ENGINE-EQUIVALENCE (budget=inf vs engine.backtest, cost-free): max|diff| = 0.000e+00 (EXACT)

FULL GRID universe.json(56) — 240 points, ALL reported (80 arms x 3 costs)
        book         arm  cost  CAGR  Sharpe  MaxDD    H1    H2  OOS_CAGR  OOS_Sharpe  OOS_MaxDD     TO  gross   m_DD  m_CAGR binds      z   p4a   p4b  p4b_oos     f4b
C57/ew-band3  g0.75/Binf     5 0.114   1.089 -0.168 1.187 0.997     0.115       1.099     -0.168  5.184  0.750  0.035   0.007  CAGR  0.731  True  True     True           -
C57/ew-band3 g0.85/B0.10     5 0.120   1.080 -0.181 1.193 0.973     0.120       1.086     -0.181  4.892  0.824  0.021   0.013  CAGR  1.338  True  True     True           -
C57/ew-band3 g0.85/B0.20     5 0.128   1.099 -0.191 1.200 1.003     0.129       1.108     -0.191  5.574  0.844  0.011   0.022    DD  1.098  True  True     True           -
C57/ew-band3 g0.85/B0.30     5 0.130   1.098 -0.190 1.198 1.004     0.130       1.107     -0.190  5.742  0.848  0.012   0.023    DD  1.236  True  True     True           -
C57/ew-band3  g0.85/Binf     5 0.129   1.089 -0.189 1.187 0.997     0.130       1.099     -0.189  5.847  0.850  0.013   0.023    DD  1.318  True  True     True           -
C57/ew-band3 g1.00/B0.10     5 0.140   1.084 -0.205 1.205 0.970     0.139       1.085     -0.205  5.446  0.959 -0.003   0.033    DD -0.317 False False    False          DD
C57/ew-band3 g1.00/B0.20     5 0.150   1.098 -0.216 1.198 1.005     0.151       1.110     -0.216  6.384  0.990 -0.013   0.043    DD -1.348 False False    False          DD
C57/ew-band3 g1.00/B0.30     5 0.152   1.099 -0.223 1.199 1.004     0.153       1.108     -0.223  6.638  0.996 -0.020   0.046    DD -2.035 False False    False          DD
C57/ew-band3  g1.00/Binf     5 0.152   1.088 -0.221 1.187 0.996     0.153       1.098     -0.221  6.833  1.000 -0.019   0.046    DD -1.853 False False    False          DD
C57/ew-band3 g0.55/B0.10    10 0.080   1.076 -0.120 1.174 0.983     0.080       1.091     -0.120  3.527  0.543  0.083  -0.027  CAGR -2.707  True False    False        CAGR
C57/ew-band3 g0.55/B0.20    10 0.082   1.073 -0.125 1.172 0.980     0.082       1.083     -0.125  3.777  0.549  0.077  -0.025  CAGR -2.511  True False    False        CAGR
C57/ew-band3 g0.55/B0.30    10 0.082   1.067 -0.124 1.162 0.978     0.082       1.081     -0.124  3.823  0.550  0.078  -0.025  CAGR -2.514  True False    False        CAGR
C57/ew-band3  g0.55/Binf    10 0.081   1.064 -0.124 1.162 0.972     0.082       1.075     -0.124  3.840  0.550  0.078  -0.025  CAGR -2.532  True False    False        CAGR
C57/ew-band3 g0.65/B0.10    10 0.093   1.069 -0.142 1.170 0.973     0.093       1.082     -0.142  4.022  0.639  0.060  -0.014  CAGR -1.410  True False    False        CAGR
C57/ew-band3 g0.65/B0.20    10 0.096   1.075 -0.148 1.175 0.980     0.097       1.084     -0.148  4.391  0.648  0.054  -0.010  CAGR -1.042  True False    False        CAGR
C57/ew-band3 g0.65/B0.30    10 0.097   1.068 -0.146 1.164 0.978     0.097       1.081     -0.146  4.474  0.650  0.056  -0.010  CAGR -1.025  True False    False        CAGR
C57/ew-band3  g0.65/Binf    10 0.096   1.064 -0.146 1.163 0.971     0.097       1.074     -0.146  4.515  0.650  0.056  -0.010  CAGR -1.045  True False    False        CAGR
C57/ew-band3 g0.75/B0.10    10 0.105   1.060 -0.165 1.167 0.958     0.105       1.070     -0.165  4.476  0.732  0.037  -0.002  CAGR -0.187  True False    False        CAGR
C57/ew-band3 g0.75/B0.20    10 0.111   1.075 -0.170 1.175 0.980     0.111       1.084     -0.170  4.994  0.746  0.032   0.004  CAGR  0.411  True  True     True           -
C57/ew-band3 g0.75/B0.30    10 0.112   1.071 -0.168 1.170 0.977     0.112       1.081     -0.168  5.120  0.749  0.034   0.005  CAGR  0.477  True  True     True           -
C57/ew-band3  g0.75/Binf    10 0.111   1.064 -0.168 1.163 0.971     0.112       1.074     -0.168  5.184  0.750  0.034   0.004  CAGR  0.443  True  True     True           -
C57/ew-band3 g0.85/B0.10    10 0.117   1.058 -0.184 1.172 0.950     0.117       1.064     -0.184  4.892  0.824  0.018   0.011  CAGR  1.065  True  True     True           -
C57/ew-band3 g0.85/B0.20    10 0.125   1.075 -0.192 1.177 0.978     0.126       1.083     -0.192  5.574  0.844  0.011   0.018    DD  1.065  True  True     True           -
C57/ew-band3 g0.85/B0.30    10 0.127   1.073 -0.190 1.174 0.979     0.127       1.082     -0.190  5.742  0.848  0.012   0.020    DD  1.203  True  True     True           -
C57/ew-band3  g0.85/Binf    10 0.126   1.064 -0.189 1.163 0.971     0.127       1.073     -0.189  5.847  0.850  0.013   0.019    DD  1.284  True  True     True           -
C57/ew-band3 g1.00/B0.10    10 0.137   1.063 -0.208 1.185 0.948     0.136       1.063     -0.208  5.446  0.959 -0.006   0.030    DD -0.616  True False    False          DD
C57/ew-band3 g1.00/B0.20    10 0.146   1.075 -0.216 1.175 0.980     0.147       1.086     -0.216  6.384  0.990 -0.014   0.039    DD -1.383 False False    False          DD
C57/ew-band3 g1.00/B0.30    10 0.149   1.074 -0.223 1.176 0.979     0.149       1.083     -0.223  6.638  0.996 -0.021   0.042    DD -2.073 False False    False          DD
C57/ew-band3  g1.00/Binf    10 0.148   1.064 -0.221 1.164 0.970     0.149       1.073     -0.221  6.833  1.000 -0.019   0.042    DD -1.891 False False    False          DD
C57/ew-band3 g0.55/B0.10    25 0.074   1.004 -0.126 1.105 0.908     0.074       1.018     -0.126  3.527  0.543  0.076  -0.033  CAGR -3.277  True False    False        CAGR
C57/ew-band3 g0.55/B0.20    25 0.076   0.998 -0.126 1.101 0.901     0.076       1.007     -0.126  3.777  0.549  0.076  -0.031  CAGR -3.122  True False    False        CAGR
C57/ew-band3 g0.55/B0.30    25 0.075   0.992 -0.127 1.091 0.898     0.076       1.003     -0.127  3.823  0.550  0.076  -0.031  CAGR -3.132  True False    False        CAGR
C57/ew-band3  g0.55/Binf    25 0.075   0.988 -0.127 1.091 0.892     0.076       0.997     -0.127  3.840  0.550  0.076  -0.032  CAGR -3.153  True False    False        CAGR
C57/ew-band3 g0.65/B0.10    25 0.086   0.999 -0.150 1.103 0.900     0.086       1.011     -0.150  4.022  0.639  0.053  -0.021  CAGR -2.067  True False    False        CAGR
C57/ew-band3 g0.65/B0.20    25 0.089   1.000 -0.149 1.104 0.903     0.090       1.009     -0.149  4.391  0.648  0.054  -0.018  CAGR -1.762  True False    False        CAGR
C57/ew-band3 g0.65/B0.30    25 0.089   0.993 -0.149 1.092 0.899     0.090       1.004     -0.149  4.474  0.650  0.054  -0.018  CAGR -1.759  True False    False        CAGR
C57/ew-band3  g0.65/Binf    25 0.089   0.988 -0.149 1.091 0.892     0.089       0.997     -0.149  4.515  0.650  0.054  -0.018  CAGR -1.785  True False    False        CAGR
C57/ew-band3 g0.75/B0.10    25 0.098   0.992 -0.173 1.102 0.887     0.098       1.000     -0.173  4.476  0.732  0.030  -0.009  CAGR -0.926  True False    False        CAGR
C57/ew-band3 g0.75/B0.20    25 0.103   1.001 -0.171 1.105 0.904     0.103       1.010     -0.171  4.994  0.746  0.031  -0.004  CAGR -0.418  True False    False        CAGR
C57/ew-band3 g0.75/B0.30    25 0.103   0.996 -0.170 1.099 0.900     0.104       1.005     -0.170  5.120  0.749  0.032  -0.004  CAGR -0.373  True False    False        CAGR
C57/ew-band3  g0.75/Binf    25 0.103   0.989 -0.170 1.092 0.892     0.103       0.997     -0.170  5.184  0.750  0.032  -0.004  CAGR -0.418  True False    False        CAGR
C57/ew-band3 g0.85/B0.10    25 0.109   0.992 -0.193 1.108 0.881     0.109       0.996     -0.193  4.892  0.824  0.010   0.002  CAGR  0.248  True  True     True           -
C57/ew-band3 g0.85/B0.20    25 0.116   1.002 -0.193 1.108 0.903     0.116       1.010     -0.193  5.574  0.844  0.010   0.009  CAGR  0.911  True  True     True           -
C57/ew-band3 g0.85/B0.30    25 0.117   0.999 -0.191 1.104 0.902     0.117       1.007     -0.191  5.742  0.848  0.011   0.010  CAGR  1.004  True  True     True           -
C57/ew-band3  g0.85/Binf    25 0.116   0.989 -0.191 1.093 0.892     0.117       0.997     -0.191  5.847  0.850  0.011   0.009  CAGR  0.946  True  True     True           -
C57/ew-band3 g1.00/B0.10    25 0.127   0.999 -0.217 1.125 0.881     0.127       0.998     -0.217  5.446  0.959 -0.015   0.021    DD -1.505  True False    False          DD
C57/ew-band3 g1.00/B0.20    25 0.135   1.004 -0.221 1.107 0.906     0.136       1.014     -0.221  6.384  0.990 -0.019   0.028    DD -1.886  True False    False          DD
C57/ew-band3 g1.00/B0.30    25 0.137   1.002 -0.224 1.106 0.904     0.138       1.009     -0.224  6.638  0.996 -0.022   0.030    DD -2.186  True False    False          DD
C57/ew-band3  g1.00/Binf    25 0.137   0.990 -0.222 1.094 0.892     0.137       0.997     -0.222  6.833  1.000 -0.020   0.030    DD -2.007  True False    False          DD
   C72/EWall g0.55/B0.10     5 0.080   1.117 -0.111 1.192 1.044     0.082       1.154     -0.111  5.276  0.535  0.091  -0.026  CAGR -2.643  True False    False        CAGR
   C72/EWall g0.55/B0.20     5 0.083   1.091 -0.131 1.191 0.996     0.083       1.099     -0.131  5.972  0.548  0.071  -0.024  CAGR -2.399  True False    False        CAGR
   C72/EWall g0.55/B0.30     5 0.083   1.078 -0.130 1.182 0.979     0.082       1.082     -0.130  6.074  0.550  0.072  -0.024  CAGR -2.422  True False    False        CAGR
   C72/EWall  g0.55/Binf     5 0.082   1.067 -0.131 1.182 0.960     0.081       1.063     -0.131  6.114  0.550  0.072  -0.025  CAGR -2.480  True False    False        CAGR
   C72/EWall g0.65/B0.10     5 0.092   1.105 -0.127 1.183 1.030     0.094       1.143     -0.127  5.882  0.625  0.075  -0.015  CAGR -1.453  True False    False        CAGR
   C72/EWall g0.65/B0.20     5 0.098   1.106 -0.148 1.199 1.017     0.099       1.121     -0.148  6.927  0.646  0.054  -0.008  CAGR -0.837  True False    False        CAGR
   C72/EWall g0.65/B0.30     5 0.098   1.080 -0.154 1.183 0.983     0.097       1.086     -0.154  7.108  0.649  0.049  -0.009  CAGR -0.911  True False    False        CAGR
   C72/EWall  g0.65/Binf     5 0.097   1.067 -0.153 1.183 0.959     0.096       1.063     -0.153  7.195  0.650  0.049  -0.010  CAGR -0.985  True False    False        CAGR
   C72/EWall g0.75/B0.10     5 0.104   1.102 -0.142 1.186 1.021     0.106       1.137     -0.142  6.410  0.712  0.061  -0.003  CAGR -0.259  True False    False        CAGR
   C72/EWall g0.75/B0.20     5 0.114   1.116 -0.163 1.203 1.032     0.115       1.137     -0.163  7.800  0.742  0.039   0.007  CAGR  0.683  True  True     True           -
   C72/EWall g0.75/B0.30     5 0.113   1.084 -0.177 1.186 0.987     0.113       1.090     -0.177  8.121  0.748  0.025   0.006  CAGR  0.598  True  True     True           -
   C72/EWall  g0.75/Binf     5 0.112   1.067 -0.175 1.183 0.959     0.111       1.062     -0.175  8.268  0.750  0.027   0.005  CAGR  0.511  True  True     True           -
   C72/EWall g0.85/B0.10     5 0.116   1.104 -0.154 1.195 1.016     0.118       1.135     -0.154  6.868  0.797  0.048   0.009  CAGR  0.945  True  True     True           -
   C72/EWall g0.85/B0.20     5 0.128   1.119 -0.178 1.203 1.038     0.129       1.144     -0.178  8.606  0.838  0.024   0.021  CAGR  2.130  True  True     True           -
   C72/EWall g0.85/B0.30     5 0.128   1.092 -0.198 1.193 0.997     0.128       1.100     -0.198  9.104  0.847  0.005   0.022    DD  0.479 False  True     True           -
   C72/EWall  g0.85/Binf     5 0.127   1.067 -0.197 1.183 0.958     0.126       1.061     -0.197  9.333  0.850  0.005   0.020    DD  0.547 False  True     True           -
   C72/EWall g1.00/B0.10     5 0.133   1.102 -0.176 1.203 1.006     0.135       1.129     -0.176  7.493  0.920  0.026   0.027    DD  2.648  True  True     True           -
   C72/EWall g1.00/B0.20     5 0.149   1.117 -0.200 1.196 1.042     0.151       1.150     -0.200  9.715  0.979  0.002   0.042    DD  0.245 False  True     True           -
   C72/EWall g1.00/B0.30     5 0.152   1.106 -0.222 1.200 1.017     0.153       1.121     -0.222 10.491  0.993 -0.020   0.045    DD -2.009 False False    False          DD
   C72/EWall  g1.00/Binf     5 0.149   1.067 -0.229 1.184 0.957     0.148       1.060     -0.229 10.915  1.000 -0.027   0.042    DD -2.655 False False    False          DD
   C72/EWall g0.55/B0.10    10 0.078   1.080 -0.114 1.157 1.005     0.079       1.115     -0.114  5.276  0.535  0.088  -0.029  CAGR -2.927  True False    False        CAGR
   C72/EWall g0.55/B0.20    10 0.080   1.051 -0.131 1.153 0.954     0.080       1.059     -0.131  5.972  0.548  0.071  -0.027  CAGR -2.721  True False    False        CAGR
   C72/EWall g0.55/B0.30    10 0.079   1.038 -0.130 1.145 0.937     0.079       1.041     -0.130  6.074  0.550  0.072  -0.028  CAGR -2.750  True False    False        CAGR
   C72/EWall  g0.55/Binf    10 0.079   1.027 -0.132 1.145 0.918     0.078       1.022     -0.132  6.114  0.550  0.070  -0.028  CAGR -2.811  True False    False        CAGR
   C72/EWall g0.65/B0.10    10 0.089   1.070 -0.131 1.150 0.993     0.091       1.106     -0.131  5.882  0.625  0.072  -0.018  CAGR -1.774  True False    False        CAGR
   C72/EWall g0.65/B0.20    10 0.095   1.066 -0.149 1.162 0.976     0.095       1.080     -0.149  6.927  0.646  0.054  -0.012  CAGR -1.217  True False    False        CAGR
   C72/EWall g0.65/B0.30    10 0.094   1.041 -0.154 1.145 0.942     0.093       1.046     -0.154  7.108  0.649  0.048  -0.013  CAGR -1.301  True False    False        CAGR
   C72/EWall  g0.65/Binf    10 0.093   1.027 -0.155 1.145 0.917     0.092       1.021     -0.155  7.195  0.650  0.048  -0.014  CAGR -1.379  True False    False        CAGR
   C72/EWall g0.75/B0.10    10 0.101   1.068 -0.145 1.153 0.985     0.103       1.102     -0.145  6.410  0.712  0.057  -0.006  CAGR -0.612  True False    False        CAGR
   C72/EWall g0.75/B0.20    10 0.109   1.077 -0.164 1.166 0.992     0.110       1.097     -0.164  7.800  0.742  0.039   0.002  CAGR  0.250  True  True     True           -
   C72/EWall g0.75/B0.30    10 0.108   1.044 -0.178 1.149 0.946     0.108       1.050     -0.178  8.121  0.748  0.025   0.001  CAGR  0.147  True  True    False           -
   C72/EWall  g0.75/Binf    10 0.107   1.027 -0.177 1.146 0.917     0.106       1.021     -0.177  8.268  0.750  0.025   0.001  CAGR  0.052  True  True    False           -
   C72/EWall g0.85/B0.10    10 0.112   1.071 -0.157 1.164 0.982     0.115       1.101     -0.157  6.868  0.797  0.045   0.006  CAGR  0.563  True  True     True           -
   C72/EWall g0.85/B0.20    10 0.123   1.081 -0.178 1.167 0.998     0.125       1.105     -0.178  8.606  0.838  0.024   0.016  CAGR  1.646  True  True     True           -
   C72/EWall g0.85/B0.30    10 0.123   1.053 -0.198 1.156 0.956     0.123       1.060     -0.198  9.104  0.847  0.004   0.016    DD  0.429  True  True     True           -
   C72/EWall  g0.85/Binf    10 0.122   1.027 -0.199 1.146 0.917     0.120       1.020     -0.199  9.333  0.850  0.004   0.015    DD  0.351  True  True     True           -
   C72/EWall g1.00/B0.10    10 0.129   1.071 -0.176 1.173 0.973     0.131       1.096     -0.176  7.493  0.920  0.026   0.022  CAGR  2.232  True  True     True           -
   C72/EWall g1.00/B0.20    10 0.143   1.081 -0.203 1.161 1.003     0.145       1.111     -0.203  9.715  0.979 -0.001   0.036    DD -0.106  True False    False          DD
   C72/EWall g1.00/B0.30    10 0.146   1.068 -0.223 1.164 0.976     0.146       1.081     -0.223 10.491  0.993 -0.021   0.039    DD -2.060 False False    False          DD
   C72/EWall  g1.00/Binf    10 0.143   1.027 -0.231 1.147 0.916     0.141       1.020     -0.231 10.915  1.000 -0.029   0.036    DD -2.862 False False    False          DD
   C72/EWall g0.55/B0.10    25 0.069   0.969 -0.124 1.052 0.888     0.070       1.000     -0.124  5.276  0.535  0.079  -0.038  CAGR -3.777  True False    False        CAGR
   C72/EWall g0.55/B0.20    25 0.070   0.932 -0.133 1.040 0.830     0.070       0.937     -0.133  5.972  0.548  0.069  -0.037  CAGR -3.684  True False    False     H2,CAGR
   C72/EWall g0.55/B0.30    25 0.070   0.918 -0.134 1.031 0.811     0.069       0.917     -0.134  6.074  0.550  0.068  -0.037  CAGR -3.729  True False    False     H2,CAGR
   C72/EWall  g0.55/Binf    25 0.069   0.907 -0.136 1.031 0.791     0.068       0.897     -0.136  6.114  0.550  0.066  -0.038  CAGR -3.795  True False    False     H2,CAGR
   C72/EWall g0.65/B0.10    25 0.079   0.963 -0.141 1.049 0.881     0.081       0.995     -0.141  5.882  0.625  0.062  -0.027  CAGR -2.731  True False    False        CAGR
   C72/EWall g0.65/B0.20    25 0.083   0.949 -0.153 1.050 0.852     0.083       0.959     -0.153  6.927  0.646  0.049  -0.023  CAGR -2.348  True False    False        CAGR
   C72/EWall g0.65/B0.30    25 0.082   0.922 -0.157 1.032 0.817     0.082       0.923     -0.157  7.108  0.649  0.045  -0.025  CAGR -2.461  True False    False     H2,CAGR
   C72/EWall  g0.65/Binf    25 0.081   0.908 -0.159 1.032 0.791     0.080       0.897     -0.159  7.195  0.650  0.043  -0.026  CAGR -2.552  True False    False     H2,CAGR
   C72/EWall g0.75/B0.10    25 0.090   0.965 -0.155 1.056 0.877     0.092       0.995     -0.155  6.410  0.712  0.047  -0.017  CAGR -1.665  True False    False        CAGR
   C72/EWall g0.75/B0.20    25 0.096   0.961 -0.172 1.056 0.870     0.097       0.977     -0.172  7.800  0.742  0.030  -0.010  CAGR -1.041  True False    False        CAGR
   C72/EWall g0.75/B0.30    25 0.095   0.926 -0.180 1.036 0.823     0.094       0.929     -0.180  8.121  0.748  0.022  -0.012  CAGR -1.195  True False    False     H2,CAGR
   C72/EWall  g0.75/Binf    25 0.094   0.908 -0.182 1.033 0.791     0.092       0.898     -0.182  8.268  0.750  0.020  -0.013  CAGR -1.313  True False    False     H2,CAGR
   C72/EWall g0.85/B0.10    25 0.101   0.972 -0.167 1.070 0.878     0.103       0.998     -0.167  6.868  0.797  0.035  -0.006  CAGR -0.577  True False    False        CAGR
   C72/EWall g0.85/B0.20    25 0.109   0.967 -0.192 1.059 0.878     0.110       0.987     -0.192  8.606  0.838  0.011   0.002  CAGR  0.205  True  True     True           -
   C72/EWall g0.85/B0.30    25 0.108   0.936 -0.200 1.044 0.834     0.108       0.940     -0.200  9.104  0.847  0.002   0.001    H2 -0.056  True False    False          H2
   C72/EWall  g0.85/Binf    25 0.106   0.909 -0.205 1.034 0.792     0.104       0.898     -0.205  9.333  0.850 -0.002  -0.001    H2 -0.900  True False    False  H2,DD,CAGR
   C72/EWall g1.00/B0.10    25 0.116   0.978 -0.184 1.084 0.875     0.118       0.998     -0.184  7.493  0.920  0.018   0.010    H2  0.760  True  True     True           -
   C72/EWall g1.00/B0.20    25 0.127   0.970 -0.219 1.056 0.886     0.128       0.996     -0.219  9.715  0.979 -0.017   0.020    DD -1.692  True False    False          DD
   C72/EWall g1.00/B0.30    25 0.128   0.952 -0.228 1.053 0.855     0.128       0.962     -0.228 10.491  0.993 -0.026   0.021    DD -2.572  True False    False          DD
   C72/EWall  g1.00/Binf    25 0.124   0.909 -0.238 1.035 0.792     0.122       0.898     -0.238 10.915  1.000 -0.035   0.018    DD -3.525  True False    False       H2,DD

--- PART A  universe_broad.json: binding 4b bar for each STANDING candidate as published (g=0.75, B=inf, 10 bps) ---
              CAGR  Sharpe  MaxDD    H1    H2  OOS_Sharpe  m_H1   m_H2  m_OOS  m_DD  m_CAGR binds      z    p4b f4b
book                                                                                                               
C2/CAND20    0.131   0.958 -0.201 1.125 0.814       0.894 0.168 -0.023  0.010 0.002   0.024    H2 -0.461  False  H2
C46/frac.85  0.112   1.024 -0.186 1.128 0.928       1.026 0.172  0.092  0.141 0.017   0.005  CAGR  0.501   True   -
C57/ew-band3 0.111   1.064 -0.168 1.163 0.971       1.074 0.206  0.134  0.189 0.034   0.004  CAGR  0.443   True   -
C72/EWall    0.107   1.027 -0.177 1.146 0.917       1.021 0.189  0.080  0.136 0.025   0.001  CAGR  0.052   True   -

--- PART B  universe_broad.json: lever response vs the published control (g=0.75/Binf, 10 bps).  ALL 76 arms ---
                uni         book  lever         arm   d_H1   d_H2  d_OOS   d_DD  d_CAGR  d_Sharpe  d_bindmargin ctl_binds   p4b  p4b_oos  fixed
universe_broad.json    C2/CAND20  gross  g0.55/Binf -0.002 -0.002 -0.002  0.051  -0.035    -0.002        -0.002        H2 False    False  False
universe_broad.json    C2/CAND20   both g0.55/B0.30 -0.002 -0.001 -0.001  0.051  -0.035    -0.002        -0.001        H2 False    False  False
universe_broad.json    C2/CAND20   both g0.55/B0.20 -0.001 -0.001 -0.001  0.051  -0.035    -0.001        -0.001        H2 False    False  False
universe_broad.json    C2/CAND20   both g0.55/B0.10  0.012 -0.041 -0.034  0.052  -0.041    -0.015        -0.041        H2 False    False  False
universe_broad.json    C2/CAND20  gross  g0.65/Binf -0.001 -0.001 -0.001  0.025  -0.017    -0.001        -0.001        H2 False     True  False
universe_broad.json    C2/CAND20   both g0.65/B0.30 -0.001 -0.000 -0.000  0.025  -0.017    -0.001        -0.000        H2 False     True  False
universe_broad.json    C2/CAND20   both g0.65/B0.20  0.001 -0.004 -0.003  0.025  -0.018    -0.001        -0.004        H2 False    False  False
universe_broad.json    C2/CAND20   both g0.65/B0.10  0.034 -0.060 -0.049  0.033  -0.029    -0.014        -0.060        H2 False    False  False
universe_broad.json    C2/CAND20 budget g0.75/B0.30  0.000  0.001  0.001 -0.000   0.000     0.001         0.001        H2 False     True  False
universe_broad.json    C2/CAND20 budget g0.75/B0.20  0.001 -0.006 -0.005 -0.000  -0.001    -0.002        -0.006        H2 False     True  False
universe_broad.json    C2/CAND20 budget g0.75/B0.10  0.057 -0.083 -0.067  0.019  -0.019    -0.016        -0.083        H2 False    False  False
universe_broad.json    C2/CAND20  gross  g0.85/Binf  0.001  0.001  0.001 -0.025   0.017     0.001         0.001        H2 False    False  False
universe_broad.json    C2/CAND20   both g0.85/B0.30  0.002  0.001  0.001 -0.025   0.017     0.002         0.001        H2 False    False  False
universe_broad.json    C2/CAND20   both g0.85/B0.20 -0.001 -0.016 -0.013 -0.025   0.014    -0.008        -0.016        H2 False    False  False
universe_broad.json    C2/CAND20   both g0.85/B0.10  0.073 -0.093 -0.071  0.007  -0.010    -0.013        -0.093        H2 False    False  False
universe_broad.json    C2/CAND20  gross  g1.00/Binf  0.001  0.003  0.002 -0.061   0.043     0.002         0.003        H2 False    False  False
universe_broad.json    C2/CAND20   both g1.00/B0.30  0.003 -0.001 -0.001 -0.061   0.042     0.001        -0.001        H2 False    False  False
universe_broad.json    C2/CAND20   both g1.00/B0.20  0.009 -0.030 -0.025 -0.063   0.036    -0.011        -0.030        H2 False    False  False
universe_broad.json    C2/CAND20   both g1.00/B0.10  0.092 -0.095 -0.070 -0.009   0.001    -0.004        -0.095        H2 False    False  False
universe_broad.json  C46/frac.85  gross  g0.55/Binf -0.001  0.001  0.001  0.047  -0.030    -0.000        -0.030      CAGR False    False  False
universe_broad.json  C46/frac.85   both g0.55/B0.30 -0.000  0.022  0.022  0.050  -0.029     0.012        -0.029      CAGR False    False  False
universe_broad.json  C46/frac.85   both g0.55/B0.20  0.013  0.038  0.038  0.049  -0.029     0.026        -0.029      CAGR False    False  False
universe_broad.json  C46/frac.85   both g0.55/B0.10  0.020  0.069  0.075  0.071  -0.032     0.046        -0.032      CAGR False    False  False
universe_broad.json  C46/frac.85  gross  g0.65/Binf -0.001  0.000  0.000  0.023  -0.015    -0.000        -0.015      CAGR False    False  False
universe_broad.json  C46/frac.85   both g0.65/B0.30  0.001  0.027  0.027  0.026  -0.014     0.015        -0.014      CAGR False    False  False
universe_broad.json  C46/frac.85   both g0.65/B0.20  0.022  0.056  0.057  0.030  -0.013     0.041        -0.013      CAGR False    False  False
universe_broad.json  C46/frac.85   both g0.65/B0.10  0.031  0.060  0.069  0.055  -0.019     0.047        -0.019      CAGR False    False  False
universe_broad.json  C46/frac.85 budget g0.75/B0.30  0.007  0.031  0.031  0.002   0.001     0.020         0.001      CAGR  True     True  False
universe_broad.json  C46/frac.85 budget g0.75/B0.20  0.024  0.068  0.069  0.015   0.002     0.047         0.002      CAGR  True     True  False
universe_broad.json  C46/frac.85 budget g0.75/B0.10  0.042  0.051  0.064  0.039  -0.007     0.048        -0.007      CAGR False    False  False
universe_broad.json  C46/frac.85  gross  g0.85/Binf  0.001 -0.000 -0.000 -0.023   0.015     0.000         0.015      CAGR False    False  False
universe_broad.json  C46/frac.85   both g0.85/B0.30  0.017  0.038  0.038 -0.022   0.017     0.028         0.017      CAGR False    False  False
universe_broad.json  C46/frac.85   both g0.85/B0.20  0.027  0.069  0.072 -0.001   0.016     0.050         0.016      CAGR  True     True  False
universe_broad.json  C46/frac.85   both g0.85/B0.10  0.050  0.044  0.060  0.024   0.005     0.048         0.005      CAGR  True     True  False
universe_broad.json  C46/frac.85  gross  g1.00/Binf  0.001 -0.001 -0.001 -0.056   0.037    -0.000         0.037      CAGR False    False  False
universe_broad.json  C46/frac.85   both g1.00/B0.30  0.023  0.057  0.057 -0.047   0.040     0.041         0.040      CAGR False    False  False
universe_broad.json  C46/frac.85   both g1.00/B0.20  0.024  0.068  0.073 -0.024   0.036     0.048         0.036      CAGR False    False  False
universe_broad.json  C46/frac.85   both g1.00/B0.10  0.052  0.031  0.051  0.000   0.022     0.043         0.022      CAGR  True     True  False
universe_broad.json C57/ew-band3  gross  g0.55/Binf -0.001  0.001  0.001  0.044  -0.030     0.000        -0.030      CAGR False    False  False
universe_broad.json C57/ew-band3   both g0.55/B0.30 -0.001  0.007  0.007  0.044  -0.030     0.003        -0.030      CAGR False    False  False
universe_broad.json C57/ew-band3   both g0.55/B0.20  0.009  0.009  0.009  0.043  -0.030     0.009        -0.030      CAGR False    False  False
universe_broad.json C57/ew-band3   both g0.55/B0.10  0.011  0.012  0.017  0.048  -0.031     0.013        -0.031      CAGR False    False  False
universe_broad.json C57/ew-band3  gross  g0.65/Binf -0.000  0.000  0.000  0.022  -0.015     0.000        -0.015      CAGR False    False  False
universe_broad.json C57/ew-band3   both g0.65/B0.30  0.001  0.007  0.007  0.022  -0.015     0.004        -0.015      CAGR False    False  False
universe_broad.json C57/ew-band3   both g0.65/B0.20  0.012  0.009  0.010  0.020  -0.015     0.011        -0.015      CAGR False    False  False
universe_broad.json C57/ew-band3   both g0.65/B0.10  0.007  0.002  0.008  0.026  -0.019     0.005        -0.019      CAGR False    False  False
universe_broad.json C57/ew-band3 budget g0.75/B0.30  0.007  0.006  0.007 -0.000   0.000     0.007         0.000      CAGR  True     True  False
universe_broad.json C57/ew-band3 budget g0.75/B0.20  0.012  0.009  0.011 -0.002  -0.000     0.011        -0.000      CAGR  True     True  False
universe_broad.json C57/ew-band3 budget g0.75/B0.10  0.004 -0.013 -0.004  0.003  -0.006    -0.004        -0.006      CAGR False    False  False
universe_broad.json C57/ew-band3  gross  g0.85/Binf  0.000 -0.000 -0.000 -0.021   0.015    -0.000         0.015      CAGR  True     True  False
