load_prices: network unavailable (ModuleNotFoundError); using prices.csv
load_prices: network unavailable (ModuleNotFoundError); using prices.csv

========================================================================================================================================================================================================
UNIVERSE u56: 56 names, 2008-01-02 -> 2026-09-03
========================================================================================================================================================================================================
Eval 2009-01-13 -> 2026-09-03 | IS <= 2016-12-31 | OOS >= 2017-01-01 | G* = 0.75
SPY  CAGR 15.26%  Sharpe 0.890  MaxDD -33.72%  halves 0.957/0.837  OOS Sharpe 0.884
4b bars: Sharpe > 0.957/0.837 halves, > 0.884 OOS, MaxDD <= 20.23%, CAGR >= 10.68%
Eligible names/day: mean 37.5, days with < 20 eligible: 11.0%  (this is the channel through which the literal CAND20 de-grosses)

HARNESS CHECK (gm=off control vs engine.backtest, cost-free)
  CAND20  max |harness - engine| = 0.000e+00
  EWall   max |harness - engine| = 1.388e-17
  worst = 1.388e-17  (EXACT)

FULL GRID u56 - 184 points, ALL reported (46 arms x 4 costs)
                            arm  cost   CAGR  Sharpe  MaxDD     H1     H2  OOS_CAGR  OOS_Sharpe  OOS_MaxDD     TO  gross  bind   m_DD  m_CAGR    p4a    p4b                f4b
32   CAND20/budget-top0.2/gmOFF     0 0.178   1.067 -0.307  1.300  0.891     0.170       0.967     -0.307 10.398  0.861 0.841 -0.105   0.071  False  False                 DD
33   CAND20/budget-top0.2/gmOFF     5 0.172   1.036 -0.308  1.266  0.863     0.164       0.937     -0.308 10.398  0.861 0.841 -0.106   0.065  False  False                 DD
34   CAND20/budget-top0.2/gmOFF    10 0.166   1.005 -0.308  1.232  0.834     0.158       0.907     -0.308 10.398  0.861 0.841 -0.106   0.059  False  False              H2,DD
35   CAND20/budget-top0.2/gmOFF    25 0.148   0.911 -0.309  1.128  0.747     0.139       0.819     -0.309 10.398  0.861 0.841 -0.107   0.041  False  False          H2,OOS,DD
36    CAND20/budget-top0.2/gmON     0 0.088   0.836 -0.134  0.917  0.770     0.086       0.784     -0.134 16.285  0.750 0.947  0.068  -0.018  False  False     H1,H2,OOS,CAGR
37    CAND20/budget-top0.2/gmON     5 0.080   0.761 -0.142  0.832  0.702     0.077       0.715     -0.142 16.285  0.750 0.947  0.060  -0.027  False  False     H1,H2,OOS,CAGR
38    CAND20/budget-top0.2/gmON    10 0.071   0.686 -0.156  0.748  0.635     0.069       0.646     -0.156 16.285  0.750 0.947  0.046  -0.036  False  False     H1,H2,OOS,CAGR
39    CAND20/budget-top0.2/gmON    25 0.045   0.460 -0.199  0.494  0.432     0.044       0.438     -0.199 16.285  0.750 0.947  0.004  -0.062   True  False     H1,H2,OOS,CAGR
40   CAND20/budget-top0.4/gmOFF     0 0.148   1.048 -0.211  1.254  0.873     0.139       0.957     -0.211 13.577  0.747 0.110 -0.009   0.041  False  False                 DD
41   CAND20/budget-top0.4/gmOFF     5 0.140   1.000 -0.212  1.205  0.826     0.131       0.910     -0.212 13.577  0.747 0.110 -0.010   0.033  False  False              H2,DD
42   CAND20/budget-top0.4/gmOFF    10 0.132   0.952 -0.213  1.155  0.779     0.123       0.863     -0.213 13.577  0.747 0.110 -0.011   0.026  False  False          H2,OOS,DD
43   CAND20/budget-top0.4/gmOFF    25 0.110   0.807 -0.217  1.006  0.639     0.100       0.720     -0.217 13.577  0.747 0.110 -0.014   0.003   True  False          H2,OOS,DD
44    CAND20/budget-top0.4/gmON     0 0.010   0.195 -0.175 -0.095  0.541     0.019       0.391     -0.108  0.608  0.750 0.947  0.027  -0.097  False  False     H1,H2,OOS,CAGR
45    CAND20/budget-top0.4/gmON     5 0.009   0.190 -0.179 -0.105  0.540     0.019       0.390     -0.108  0.608  0.750 0.947  0.023  -0.098  False  False     H1,H2,OOS,CAGR
46    CAND20/budget-top0.4/gmON    10 0.009   0.184 -0.183 -0.114  0.539     0.019       0.389     -0.108  0.608  0.750 0.947  0.019  -0.098  False  False     H1,H2,OOS,CAGR
47    CAND20/budget-top0.4/gmON    25 0.008   0.168 -0.195 -0.142  0.537     0.019       0.387     -0.109  0.608  0.750 0.947  0.008  -0.099  False  False     H1,H2,OOS,CAGR
48        CAND20/cadenceD/gmOFF     0 0.135   0.999 -0.193  1.189  0.828     0.126       0.919     -0.193 32.143  0.740 0.000  0.009   0.028  False  False                 H2
49        CAND20/cadenceD/gmOFF     5 0.117   0.881 -0.195  1.068  0.712     0.107       0.802     -0.195 32.143  0.740 0.000  0.007   0.010  False  False             H2,OOS
50        CAND20/cadenceD/gmOFF    10 0.099   0.762 -0.197  0.946  0.597     0.089       0.685     -0.197 32.143  0.740 0.000  0.005  -0.008   True  False     H1,H2,OOS,CAGR
51        CAND20/cadenceD/gmOFF    25 0.047   0.407 -0.241  0.582  0.249     0.038       0.334     -0.241 32.143  0.740 0.000 -0.039  -0.060   True  False  H1,H2,OOS,DD,CAGR
52         CAND20/cadenceD/gmON     0 0.136   0.997 -0.219  1.165  0.848     0.130       0.936     -0.219 33.807  0.750 0.000 -0.016   0.029  False  False                 DD
53         CAND20/cadenceD/gmON     5 0.117   0.875 -0.221  1.039  0.728     0.111       0.815     -0.221 33.807  0.750 0.000 -0.019   0.010  False  False          H2,OOS,DD
54         CAND20/cadenceD/gmON    10 0.098   0.752 -0.223  0.913  0.608     0.092       0.693     -0.223 33.807  0.750 0.000 -0.021  -0.008  False  False  H1,H2,OOS,DD,CAGR
55         CAND20/cadenceD/gmON    25 0.044   0.383 -0.251  0.534  0.247     0.037       0.328     -0.251 33.807  0.750 0.000 -0.049  -0.063   True  False  H1,H2,OOS,DD,CAGR
56        CAND20/cadenceM/gmOFF     0 0.171   1.144 -0.261  1.374  0.964     0.165       1.051     -0.261  6.303  0.738 0.000 -0.058   0.064  False  False                 DD
57        CAND20/cadenceM/gmOFF     5 0.167   1.123 -0.261  1.351  0.944     0.161       1.030     -0.261  6.303  0.738 0.000 -0.059   0.060  False  False                 DD
58        CAND20/cadenceM/gmOFF    10 0.164   1.101 -0.261  1.328  0.923     0.157       1.009     -0.261  6.303  0.738 0.000 -0.059   0.057  False  False                 DD
59        CAND20/cadenceM/gmOFF    25 0.153   1.037 -0.262  1.260  0.862     0.146       0.946     -0.262  6.303  0.738 0.000 -0.059   0.046   True  False                 DD
60         CAND20/cadenceM/gmON     0 0.174   1.154 -0.261  1.349  1.003     0.173       1.086     -0.261  6.528  0.752 0.000 -0.058   0.067  False  False                 DD
61         CAND20/cadenceM/gmON     5 0.170   1.133 -0.261  1.326  0.982     0.169       1.065     -0.261  6.528  0.752 0.000 -0.059   0.063  False  False                 DD
62         CAND20/cadenceM/gmON    10 0.166   1.111 -0.261  1.302  0.961     0.165       1.043     -0.261  6.528  0.752 0.000 -0.059   0.060  False  False                 DD
63         CAND20/cadenceM/gmON    25 0.155   1.045 -0.262  1.232  0.898     0.153       0.979     -0.262  6.528  0.752 0.000 -0.059   0.048   True  False                 DD
64        CAND20/cadenceQ/gmOFF     0 0.142   0.942 -0.271  1.298  0.674     0.122       0.776     -0.271  3.482  0.730 0.000 -0.068   0.035  False  False          H2,OOS,DD
65        CAND20/cadenceQ/gmOFF     5 0.140   0.930 -0.271  1.286  0.664     0.120       0.765     -0.271  3.482  0.730 0.000 -0.068   0.033  False  False          H2,OOS,DD
66        CAND20/cadenceQ/gmOFF    10 0.138   0.919 -0.271  1.273  0.653     0.118       0.754     -0.271  3.482  0.730 0.000 -0.068   0.031  False  False          H2,OOS,DD
67        CAND20/cadenceQ/gmOFF    25 0.132   0.885 -0.271  1.236  0.621     0.112       0.721     -0.271  3.482  0.730 0.000 -0.068   0.025  False  False          H2,OOS,DD
68         CAND20/cadenceQ/gmON     0 0.145   0.954 -0.271  1.286  0.706     0.129       0.806     -0.271  3.634  0.754 0.000 -0.068   0.038  False  False          H2,OOS,DD
69         CAND20/cadenceQ/gmON     5 0.143   0.942 -0.271  1.274  0.695     0.127       0.794     -0.271  3.634  0.754 0.000 -0.068   0.036  False  False          H2,OOS,DD
70         CAND20/cadenceQ/gmON    10 0.141   0.930 -0.271  1.261  0.684     0.125       0.783     -0.271  3.634  0.754 0.000 -0.068   0.034  False  False          H2,OOS,DD
71         CAND20/cadenceQ/gmON    25 0.135   0.895 -0.271  1.223  0.650     0.118       0.748     -0.271  3.634  0.754 0.000 -0.068   0.028  False  False          H2,OOS,DD
72         CAND20/control/gmOFF     0 0.147   1.057 -0.200  1.226  0.911     0.141       0.993     -0.200 13.776  0.739 0.000  0.002   0.040  False   True                  -
73         CAND20/control/gmOFF     5 0.139   1.008 -0.200  1.175  0.862     0.133       0.943     -0.200 13.776  0.739 0.000  0.002   0.032  False   True                  -
74         CAND20/control/gmOFF    10 0.131   0.958 -0.201  1.125  0.814     0.125       0.894     -0.201 13.776  0.739 0.000  0.002   0.024   True  False                 H2
75         CAND20/control/gmOFF    25 0.108   0.809 -0.202  0.972  0.666     0.102       0.745     -0.202 13.776  0.739 0.000  0.001   0.001   True  False             H2,OOS
76          CAND20/control/gmON     0 0.146   1.047 -0.200  1.208  0.906     0.142       0.988     -0.200 14.314  0.750 0.000  0.002   0.040  False   True                  -
77          CAND20/control/gmON     5 0.138   0.996 -0.200  1.156  0.856     0.133       0.937     -0.200 14.314  0.750 0.000  0.002   0.031  False   True                  -
78          CAND20/control/gmON    10 0.130   0.944 -0.201  1.105  0.805     0.125       0.886     -0.201 14.314  0.750 0.000  0.002   0.023   True  False                 H2
79          CAND20/control/gmON    25 0.106   0.791 -0.202  0.949  0.652     0.100       0.732     -0.202 14.314  0.750 0.000  0.001  -0.001   True  False     H1,H2,OOS,CAGR
80        CAND20/hyst1.25/gmOFF     0 0.148   1.060 -0.200  1.252  0.894     0.140       0.980     -0.200  8.989  0.739 0.000  0.002   0.041  False   True                  -
81        CAND20/hyst1.25/gmOFF     5 0.143   1.028 -0.200  1.219  0.862     0.134       0.948     -0.200  8.989  0.739 0.000  0.002   0.036  False   True                  -
82        CAND20/hyst1.25/gmOFF    10 0.138   0.996 -0.201  1.186  0.830     0.129       0.915     -0.201  8.989  0.739 0.000  0.002   0.031   True  False                 H2
83        CAND20/hyst1.25/gmOFF    25 0.122   0.899 -0.202  1.088  0.734     0.114       0.818     -0.202  8.989  0.739 0.000  0.001   0.015   True  False             H2,OOS
84         CAND20/hyst1.25/gmON     0 0.147   1.049 -0.200  1.234  0.889     0.140       0.975     -0.200  9.518  0.750 0.000  0.002   0.041  False   True                  -
85         CAND20/hyst1.25/gmON     5 0.142   1.015 -0.200  1.200  0.855     0.134       0.941     -0.200  9.518  0.750 0.000  0.002   0.035  False   True                  -
86         CAND20/hyst1.25/gmON    10 0.137   0.981 -0.201  1.166  0.821     0.129       0.906     -0.201  9.518  0.750 0.000  0.002   0.030   True  False                 H2
87         CAND20/hyst1.25/gmON    25 0.120   0.880 -0.202  1.064  0.719     0.112       0.804     -0.202  9.518  0.750 0.000  0.001   0.014   True  False             H2,OOS
88         CAND20/hyst1.5/gmOFF     0 0.146   1.043 -0.199  1.289  0.830     0.133       0.931     -0.199  7.085  0.739 0.000  0.003   0.039  False  False                 H2
89         CAND20/hyst1.5/gmOFF     5 0.142   1.017 -0.199  1.264  0.804     0.129       0.905     -0.199  7.085  0.739 0.000  0.003   0.035  False  False                 H2
90         CAND20/hyst1.5/gmOFF    10 0.138   0.992 -0.199  1.239  0.779     0.125       0.880     -0.199  7.085  0.739 0.000  0.003   0.031   True  False             H2,OOS
91         CAND20/hyst1.5/gmOFF    25 0.126   0.916 -0.200  1.164  0.702     0.112       0.803     -0.200  7.085  0.739 0.000  0.002   0.019   True  False             H2,OOS
92          CAND20/hyst1.5/gmON     0 0.145   1.031 -0.199  1.270  0.824     0.133       0.925     -0.199  7.614  0.750 0.000  0.003   0.038  False  False                 H2
93          CAND20/hyst1.5/gmON     5 0.141   1.004 -0.199  1.244  0.796     0.129       0.898     -0.199  7.614  0.750 0.000  0.003   0.034  False  False                 H2
94          CAND20/hyst1.5/gmON    10 0.137   0.977 -0.199  1.218  0.769     0.124       0.870     -0.199  7.614  0.750 0.000  0.003   0.030   True  False             H2,OOS
95          CAND20/hyst1.5/gmON    25 0.124   0.896 -0.200  1.138  0.686     0.110       0.787     -0.200  7.614  0.750 0.000  0.002   0.017   True  False             H2,OOS
96           CAND20/hyst2/gmOFF     0 0.151   1.066 -0.204  1.296  0.871     0.143       0.979     -0.204  5.683  0.739 0.000 -0.002   0.044  False  False                 DD
97           CAND20/hyst2/gmOFF     5 0.147   1.046 -0.204  1.277  0.851     0.140       0.959     -0.204  5.683  0.739 0.000 -0.002   0.041  False  False                 DD
98           CAND20/hyst2/gmOFF    10 0.144   1.025 -0.204  1.257  0.831     0.136       0.939     -0.204  5.683  0.739 0.000 -0.002   0.037   True  False              H2,DD
99           CAND20/hyst2/gmOFF    25 0.134   0.965 -0.205  1.197  0.769     0.126       0.877     -0.205  5.683  0.739 0.000 -0.003   0.028   True  False          H2,OOS,DD
100           CAND20/hyst2/gmON     0 0.150   1.054 -0.204  1.278  0.866     0.143       0.974     -0.204  6.207  0.750 0.000 -0.002   0.043  False  False                 DD
101           CAND20/hyst2/gmON     5 0.147   1.032 -0.204  1.256  0.843     0.139       0.951     -0.204  6.207  0.750 0.000 -0.002   0.040  False  False                 DD
102           CAND20/hyst2/gmON    10 0.143   1.011 -0.204  1.235  0.821     0.136       0.929     -0.204  6.207  0.750 0.000 -0.002   0.036   True  False              H2,DD
103           CAND20/hyst2/gmON    25 0.132   0.945 -0.205  1.171  0.754     0.124       0.862     -0.205  6.207  0.750 0.000 -0.003   0.026   True  False          H2,OOS,DD
104   EWall/budget-pro0.1/gmOFF     0 0.119   1.090 -0.226  1.205  0.995     0.123       1.088     -0.226  4.398  0.749 0.569 -0.023   0.013  False  False                 DD
105   EWall/budget-pro0.1/gmOFF     5 0.117   1.070 -0.226  1.184  0.975     0.120       1.068     -0.226  4.398  0.749 0.569 -0.023   0.010  False  False                 DD
106   EWall/budget-pro0.1/gmOFF    10 0.115   1.050 -0.226  1.164  0.956     0.118       1.048     -0.226  4.398  0.749 0.569 -0.024   0.008  False  False                 DD
107   EWall/budget-pro0.1/gmOFF    25 0.107   0.989 -0.226  1.101  0.896     0.110       0.987     -0.226  4.398  0.749 0.569 -0.024   0.000   True  False                 DD
108    EWall/budget-pro0.1/gmON     0 0.120   1.087 -0.230  1.205  0.992     0.124       1.083     -0.230  4.414  0.750 0.570 -0.028   0.013  False  False                 DD
109    EWall/budget-pro0.1/gmON     5 0.118   1.067 -0.231  1.184  0.972     0.121       1.063     -0.231  4.414  0.750 0.570 -0.028   0.011  False  False                 DD
110    EWall/budget-pro0.1/gmON    10 0.115   1.047 -0.231  1.163  0.952     0.119       1.043     -0.231  4.414  0.750 0.570 -0.029   0.008  False  False                 DD
111    EWall/budget-pro0.1/gmON    25 0.108   0.987 -0.231  1.101  0.893     0.111       0.983     -0.231  4.414  0.750 0.570 -0.029   0.001   True  False                 DD
112   EWall/budget-pro0.2/gmOFF     0 0.118   1.088 -0.218  1.201  0.989     0.120       1.085     -0.218  6.302  0.750 0.269 -0.015   0.011  False  False                 DD
113   EWall/budget-pro0.2/gmOFF     5 0.114   1.058 -0.218  1.173  0.959     0.116       1.055     -0.218  6.302  0.750 0.269 -0.016   0.008  False  False                 DD
114   EWall/budget-pro0.2/gmOFF    10 0.111   1.029 -0.218  1.144  0.929     0.112       1.025     -0.218  6.302  0.750 0.269 -0.016   0.004  False  False                 DD
115   EWall/budget-pro0.2/gmOFF    25 0.100   0.941 -0.219  1.057  0.840     0.102       0.937     -0.219  6.302  0.750 0.269 -0.017  -0.006   True  False            DD,CAGR
116    EWall/budget-pro0.2/gmON     0 0.118   1.085 -0.221  1.200  0.986     0.120       1.081     -0.221  6.311  0.750 0.271 -0.019   0.011  False  False                 DD
117    EWall/budget-pro0.2/gmON     5 0.115   1.056 -0.221  1.172  0.956     0.116       1.052     -0.221  6.311  0.750 0.271 -0.019   0.008  False  False                 DD
118    EWall/budget-pro0.2/gmON    10 0.111   1.027 -0.222  1.143  0.927     0.113       1.022     -0.222  6.311  0.750 0.271 -0.019   0.004  False  False                 DD
119    EWall/budget-pro0.2/gmON    25 0.101   0.939 -0.223  1.056  0.838     0.102       0.934     -0.223  6.311  0.750 0.271 -0.020  -0.006   True  False            DD,CAGR
120   EWall/budget-pro0.4/gmOFF     0 0.117   1.091 -0.205  1.212  0.983     0.116       1.082     -0.205  7.725  0.750 0.085 -0.002   0.010  False  False                 DD
121   EWall/budget-pro0.4/gmOFF     5 0.112   1.055 -0.205  1.177  0.945     0.112       1.045     -0.205  7.725  0.750 0.085 -0.003   0.006  False  False                 DD
122   EWall/budget-pro0.4/gmOFF    10 0.108   1.019 -0.206  1.141  0.908     0.108       1.009     -0.206  7.725  0.750 0.085 -0.004   0.001   True  False                 DD
123   EWall/budget-pro0.4/gmOFF    25 0.095   0.909 -0.208  1.035  0.795     0.095       0.898     -0.208  7.725  0.750 0.085 -0.006  -0.011   True  False         H2,DD,CAGR
124    EWall/budget-pro0.4/gmON     0 0.117   1.090 -0.206  1.212  0.981     0.116       1.081     -0.206  7.728  0.750 0.084 -0.003   0.010  False  False                 DD
125    EWall/budget-pro0.4/gmON     5 0.112   1.054 -0.206  1.176  0.944     0.112       1.044     -0.206  7.728  0.750 0.084 -0.004   0.006  False  False                 DD
126    EWall/budget-pro0.4/gmON    10 0.108   1.018 -0.207  1.141  0.907     0.108       1.007     -0.207  7.728  0.750 0.084 -0.005   0.001   True  False                 DD
127    EWall/budget-pro0.4/gmON    25 0.095   0.909 -0.209  1.035  0.795     0.095       0.897     -0.209  7.728  0.750 0.084 -0.007  -0.011   True  False         H2,DD,CAGR
128   EWall/budget-top0.1/gmOFF     0 0.128   1.115 -0.235  1.226  1.031     0.134       1.114     -0.235  4.480  0.755 0.609 -0.033   0.021  False  False                 DD
129   EWall/budget-top0.1/gmOFF     5 0.126   1.095 -0.235  1.205  1.012     0.132       1.095     -0.235  4.480  0.755 0.609 -0.033   0.019  False  False                 DD
130   EWall/budget-top0.1/gmOFF    10 0.123   1.075 -0.235  1.185  0.993     0.129       1.076     -0.235  4.480  0.755 0.609 -0.033   0.016  False  False                 DD
131   EWall/budget-top0.1/gmOFF    25 0.116   1.016 -0.236  1.122  0.936     0.122       1.018     -0.236  4.480  0.755 0.609 -0.034   0.009   True  False                 DD
132    EWall/budget-top0.1/gmON     0 0.090   0.600 -0.311  0.725  0.514     0.106       0.647     -0.311  0.214  0.750 0.958 -0.109  -0.017  False  False  H1,H2,OOS,DD,CAGR
133    EWall/budget-top0.1/gmON     5 0.089   0.600 -0.311  0.725  0.513     0.105       0.646     -0.311  0.214  0.750 0.958 -0.109  -0.017  False  False  H1,H2,OOS,DD,CAGR
134    EWall/budget-top0.1/gmON    10 0.089   0.599 -0.311  0.724  0.512     0.105       0.646     -0.311  0.214  0.750 0.958 -0.109  -0.018  False  False  H1,H2,OOS,DD,CAGR
135    EWall/budget-top0.1/gmON    25 0.089   0.597 -0.312  0.722  0.510     0.105       0.643     -0.312  0.214  0.750 0.958 -0.109  -0.018  False  False  H1,H2,OOS,DD,CAGR
136   EWall/budget-top0.2/gmOFF     0 0.125   1.084 -0.249  1.216  0.976     0.126       1.063     -0.249  6.418  0.757 0.289 -0.046   0.018  False  False                 DD
137   EWall/budget-top0.2/gmOFF     5 0.121   1.056 -0.249  1.188  0.947     0.122       1.035     -0.249  6.418  0.757 0.289 -0.047   0.014  False  False                 DD
138   EWall/budget-top0.2/gmOFF    10 0.117   1.028 -0.249  1.159  0.919     0.118       1.007     -0.249  6.418  0.757 0.289 -0.047   0.011  False  False                 DD
139   EWall/budget-top0.2/gmOFF    25 0.107   0.944 -0.250  1.075  0.835     0.107       0.923     -0.250  6.418  0.757 0.289 -0.048  -0.000   True  False         H2,DD,CAGR
140    EWall/budget-top0.2/gmON     0 0.055   0.672 -0.202  0.942  0.481     0.055       0.624     -0.202 11.820  0.750 0.958 -0.000  -0.052  False  False  H1,H2,OOS,DD,CAGR
141    EWall/budget-top0.2/gmON     5 0.048   0.602 -0.211  0.860  0.419     0.049       0.560     -0.211 11.820  0.750 0.958 -0.009  -0.058  False  False  H1,H2,OOS,DD,CAGR
142    EWall/budget-top0.2/gmON    10 0.042   0.531 -0.220  0.778  0.357     0.043       0.496     -0.220 11.820  0.750 0.958 -0.017  -0.065  False  False  H1,H2,OOS,DD,CAGR
143    EWall/budget-top0.2/gmON    25 0.024   0.321 -0.261  0.531  0.171     0.024       0.304     -0.261 11.820  0.750 0.958 -0.059  -0.083   True  False  H1,H2,OOS,DD,CAGR
144   EWall/budget-top0.4/gmOFF     0 0.117   1.053 -0.232  1.201  0.936     0.119       1.028     -0.232  7.828  0.752 0.089 -0.029   0.010  False  False                 DD
145   EWall/budget-top0.4/gmOFF     5 0.112   1.017 -0.232  1.165  0.901     0.114       0.993     -0.232  7.828  0.752 0.089 -0.030   0.005  False  False                 DD
146   EWall/budget-top0.4/gmOFF    10 0.108   0.982 -0.233  1.129  0.866     0.110       0.959     -0.233  7.828  0.752 0.089 -0.031   0.001  False  False                 DD
147   EWall/budget-top0.4/gmOFF    25 0.095   0.875 -0.235  1.020  0.761     0.097       0.855     -0.235  7.828  0.752 0.089 -0.033  -0.012   True  False     H2,OOS,DD,CAGR
148    EWall/budget-top0.4/gmON     0 0.060   0.657 -0.316  1.205  0.025     0.015       0.216     -0.316  7.930  0.750 0.402 -0.113  -0.047  False  False     H2,OOS,DD,CAGR
149    EWall/budget-top0.4/gmON     5 0.056   0.615 -0.335  1.169 -0.022     0.011       0.170     -0.335  7.930  0.750 0.402 -0.133  -0.051  False  False     H2,OOS,DD,CAGR
150    EWall/budget-top0.4/gmON    10 0.052   0.574 -0.354  1.132 -0.070     0.007       0.123     -0.354  7.930  0.750 0.402 -0.151  -0.055  False  False     H2,OOS,DD,CAGR
151    EWall/budget-top0.4/gmON    25 0.039   0.449 -0.406  1.022 -0.211    -0.005      -0.016     -0.406  7.930  0.750 0.402 -0.204  -0.068  False  False     H2,OOS,DD,CAGR
152        EWall/cadenceD/gmOFF     0 0.119   1.139 -0.184  1.221  1.062     0.121       1.166     -0.184 18.322  0.750 0.000  0.019   0.012  False   True                  -
153        EWall/cadenceD/gmOFF     5 0.109   1.050 -0.187  1.134  0.970     0.111       1.076     -0.187 18.322  0.750 0.000  0.016   0.002   True   True                  -
154        EWall/cadenceD/gmOFF    10 0.098   0.961 -0.189  1.048  0.879     0.100       0.986     -0.189 18.322  0.750 0.000  0.013  -0.008   True  False               CAGR
155        EWall/cadenceD/gmOFF    25 0.069   0.694 -0.204  0.790  0.604     0.071       0.718     -0.204 18.322  0.750 0.000 -0.002  -0.038   True  False  H1,H2,OOS,DD,CAGR
156         EWall/cadenceD/gmON     0 0.119   1.139 -0.184  1.221  1.062     0.121       1.166     -0.184 18.322  0.750 0.000  0.019   0.012  False   True                  -
157         EWall/cadenceD/gmON     5 0.109   1.050 -0.187  1.134  0.970     0.111       1.076     -0.187 18.322  0.750 0.000  0.016   0.002   True   True                  -
158         EWall/cadenceD/gmON    10 0.098   0.961 -0.189  1.048  0.879     0.100       0.986     -0.189 18.322  0.750 0.000  0.013  -0.008   True  False               CAGR
159         EWall/cadenceD/gmON    25 0.069   0.694 -0.204  0.790  0.604     0.071       0.718     -0.204 18.322  0.750 0.000 -0.002  -0.038   True  False  H1,H2,OOS,DD,CAGR
160        EWall/cadenceM/gmOFF     0 0.122   1.105 -0.216  1.196  1.028     0.126       1.120     -0.216  3.770  0.751 0.000 -0.014   0.015  False  False                 DD
161        EWall/cadenceM/gmOFF     5 0.119   1.088 -0.216  1.179  1.010     0.124       1.103     -0.216  3.770  0.751 0.000 -0.014   0.013  False  False                 DD
162        EWall/cadenceM/gmOFF    10 0.117   1.071 -0.217  1.162  0.992     0.122       1.085     -0.217  3.770  0.751 0.000 -0.014   0.011  False  False                 DD
163        EWall/cadenceM/gmOFF    25 0.111   1.019 -0.218  1.113  0.939     0.115       1.033     -0.218  3.770  0.751 0.000 -0.015   0.004   True  False                 DD
164         EWall/cadenceM/gmON     0 0.122   1.105 -0.216  1.196  1.028     0.126       1.120     -0.216  3.770  0.751 0.000 -0.014   0.015  False  False                 DD
165         EWall/cadenceM/gmON     5 0.119   1.088 -0.216  1.179  1.010     0.124       1.103     -0.216  3.770  0.751 0.000 -0.014   0.013  False  False                 DD
166         EWall/cadenceM/gmON    10 0.117   1.071 -0.217  1.162  0.992     0.122       1.085     -0.217  3.770  0.751 0.000 -0.014   0.011  False  False                 DD
167         EWall/cadenceM/gmON    25 0.111   1.019 -0.218  1.113  0.939     0.115       1.033     -0.218  3.770  0.751 0.000 -0.015   0.004   True  False                 DD
168        EWall/cadenceQ/gmOFF     0 0.117   1.056 -0.244  1.243  0.900     0.113       0.998     -0.244  1.970  0.754 0.000 -0.042   0.010  False  False                 DD
169        EWall/cadenceQ/gmOFF     5 0.116   1.047 -0.244  1.234  0.891     0.112       0.989     -0.244  1.970  0.754 0.000 -0.042   0.009  False  False                 DD
170        EWall/cadenceQ/gmOFF    10 0.115   1.039 -0.244  1.226  0.882     0.111       0.980     -0.244  1.970  0.754 0.000 -0.042   0.008  False  False                 DD
171        EWall/cadenceQ/gmOFF    25 0.111   1.012 -0.244  1.199  0.855     0.108       0.953     -0.244  1.970  0.754 0.000 -0.042   0.005   True  False                 DD
172         EWall/cadenceQ/gmON     0 0.117   1.056 -0.244  1.243  0.900     0.113       0.998     -0.244  1.970  0.754 0.000 -0.042   0.010  False  False                 DD
173         EWall/cadenceQ/gmON     5 0.116   1.047 -0.244  1.234  0.891     0.112       0.989     -0.244  1.970  0.754 0.000 -0.042   0.009  False  False                 DD
174         EWall/cadenceQ/gmON    10 0.115   1.039 -0.244  1.226  0.882     0.111       0.980     -0.244  1.970  0.754 0.000 -0.042   0.008  False  False                 DD
175         EWall/cadenceQ/gmON    25 0.111   1.012 -0.244  1.199  0.855     0.108       0.953     -0.244  1.970  0.754 0.000 -0.042   0.005   True  False                 DD
176         EWall/control/gmOFF     0 0.117   1.107 -0.173  1.220  1.000     0.116       1.103     -0.173  8.268  0.750 0.000  0.029   0.010   True   True                  -
177         EWall/control/gmOFF     5 0.112   1.067 -0.175  1.183  0.959     0.111       1.062     -0.175  8.268  0.750 0.000  0.027   0.005   True   True                  -
178         EWall/control/gmOFF    10 0.107   1.027 -0.177  1.146  0.917     0.106       1.021     -0.177  8.268  0.750 0.000  0.025   0.001   True   True                  -
179         EWall/control/gmOFF    25 0.094   0.908 -0.182  1.033  0.791     0.092       0.898     -0.182  8.268  0.750 0.000  0.020  -0.013   True  False            H2,CAGR
180          EWall/control/gmON     0 0.117   1.107 -0.173  1.220  1.000     0.116       1.103     -0.173  8.268  0.750 0.000  0.029   0.010   True   True                  -
181          EWall/control/gmON     5 0.112   1.067 -0.175  1.183  0.959     0.111       1.062     -0.175  8.268  0.750 0.000  0.027   0.005   True   True                  -
182          EWall/control/gmON    10 0.107   1.027 -0.177  1.146  0.917     0.106       1.021     -0.177  8.268  0.750 0.000  0.025   0.001   True   True                  -
183          EWall/control/gmON    25 0.094   0.908 -0.182  1.033  0.791     0.092       0.898     -0.182  8.268  0.750 0.000  0.020  -0.013   True  False            H2,CAGR

REALISED GROSS by arm (mean over all days / mean on rebalance days) - gm=ON should sit at G* on rebalance days
                            TO        gross       gross_reb      
gm                       False  True  False True      False True 
book   fam        param                                          
CAND20 budget-pro 0.1    5.223  5.204 0.740 0.750     0.740 0.750
                  0.2    9.982 10.033 0.739 0.750     0.739 0.750
                  0.4   13.495 13.818 0.739 0.750     0.739 0.750
                  1.25     NaN    NaN   NaN   NaN       NaN   NaN
                  1.5      NaN    NaN   NaN   NaN       NaN   NaN
                  2.0      NaN    NaN   NaN   NaN       NaN   NaN
                  D        NaN    NaN   NaN   NaN       NaN   NaN
