load_prices: network unavailable (ModuleNotFoundError); using prices.csv

==================================================================================================================================================================================================================
UNIVERSE universe.json(56): 56 names, 2008-01-02 -> 2026-09-04 | eval 2009-01-13 -> 2026-09-04 | IS <= 2016-12-31 | OOS >= 2017-01-01
SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882
==================================================================================================================================================================================================================
[gate A] ladder rung TOP20 / V1u vs idea 94 targets(): max|diff| = 0.000e+00 (EXACT)
[gate B] control vs engine.backtest @10bps: max|diff| = 0.000e+00 (EXACT)
[note]  ALL rung (scored limit) vs idea 94 EWall (priced limit): max|dw| = 0.0150; ALL holds 53.8 names on average (panel 56), differs from priced count on 1530 of 4439 eval days

MAIN GRID universe.json(56) — 224 published rows (7 books x 16 arms x 2 costs)
  book  n    cost                arm   dCAGR  dMaxDD    rate  dMaxDD_IS  dMaxDD_OOS   CAGR  Sharpe   MaxDD  D1_pass  D2_pass  p4a_v2  p4a_v1   p4b               f4b
 TOP20  20 10.0000          v1gate-rw  1.6004  5.9176  0.2705    -0.5845      5.9176 0.1309  0.9569 -0.2005     True    False   False    True False                H2
 TOP20  20 10.0000             stop15  1.4754 -2.8534     NaN    -0.6532     -2.8534 0.1321  0.9160 -0.2882    False    False   False   False False         H2,OOS,DD
 TOP20  20 10.0000             stop25  0.3906 -2.2555     NaN    -0.0000     -2.2555 0.1430  0.9610 -0.2823    False    False   False   False False             H2,DD
 TOP20  20 10.0000 ddctl-8/.5/recover  4.9062  7.2854  0.6734     1.3163      7.2854 0.0978  0.8292 -0.1868     True     True   False    True False       H2,OOS,CAGR
 TOP20  20 10.0000    ddctl-8/.5/high  5.9932 11.8620  0.5052     1.3163     11.8620 0.0869  0.7981 -0.1411     True     True   False    True False    H1,H2,OOS,CAGR
 TOP20  20 10.0000          ebud-0.10  1.5771  3.0814  0.5118     1.8279      3.0814 0.1311  0.9672 -0.2289     True     True   False   False False         H2,OOS,DD
 TOP20  20 10.0000          ebud-0.20  0.1236  0.1273  0.9706     0.0000      0.1273 0.1456  0.9730 -0.2584     True     True   False   False False                DD
 TOP20  20 25.0000            g200-dg  0.1590  2.7087  0.0587    -0.0507      2.7087 0.1228  0.8569 -0.2344     True    False   False    True False         H2,OOS,DD
 TOP20  20 25.0000            g200-rw  0.0171  1.9969  0.0086    -0.0604      1.9969 0.1242  0.8584 -0.2415     True    False   False    True False         H2,OOS,DD
 TOP20  20 25.0000           band3-dg  0.2111  4.3386  0.0487    -0.0000      4.3386 0.1223  0.8540 -0.2181     True    False   False    True False         H2,OOS,DD
 TOP20  20 25.0000           band3-rw -0.0075  3.8272 -0.0020    -0.0000      3.8272 0.1245  0.8611 -0.2232     True    False   False    True False         H2,OOS,DD
 TOP20  20 25.0000           abs12-dg  0.2976  0.2290  1.2993    -0.0000      0.2290 0.1214  0.8475 -0.2592     True    False   False    True False         H2,OOS,DD
 TOP20  20 25.0000           abs12-rw  0.2111  0.0874     NaN    -0.0000      0.0874 0.1223  0.8480 -0.2606     True    False   False    True False         H2,OOS,DD
 TOP20  20 25.0000           vol60-dg  2.6309  7.6849  0.3423     0.0169      7.6849 0.0981  0.7658 -0.1846     True     True   False    True False    H1,H2,OOS,CAGR
 TOP20  20 25.0000           vol60-rw  1.9606  5.1938  0.3775    -0.5786      5.1938 0.1048  0.7793 -0.2096     True    False   False    True False H1,H2,OOS,DD,CAGR
 TOP20  20 25.0000          v1gate-dg  2.6367  7.6679  0.3439    -0.0711      7.6679 0.0981  0.7745 -0.1848     True    False   False    True False    H1,H2,OOS,CAGR
 TOP20  20 25.0000          v1gate-rw  1.6677  5.9943  0.2782    -0.6386      5.9943 0.1077  0.8077 -0.2016     True    False   False    True False            H2,OOS
 TOP20  20 25.0000             stop15  1.6600 -3.0206     NaN    -0.7234     -3.0206 0.1078  0.7686 -0.2917    False    False   False   False False      H1,H2,OOS,DD
 TOP20  20 25.0000             stop25  0.4169 -2.3405     NaN    -0.0000     -2.3405 0.1203  0.8278 -0.2849    False    False   False   False False         H2,OOS,DD
 TOP20  20 25.0000 ddctl-8/.5/recover  4.9526  5.9758  0.8288     1.1721      5.9758 0.0749  0.6705 -0.2017     True     True   False    True False    H1,H2,OOS,CAGR
 TOP20  20 25.0000    ddctl-8/.5/high  5.9215 10.4279  0.5679     1.1721     10.4279 0.0652  0.6361 -0.1572     True     True   False    True False    H1,H2,OOS,CAGR
 TOP20  20 25.0000          ebud-0.10  1.0213  3.1328  0.3260     1.8173      3.1328 0.1142  0.8574 -0.2302     True     True   False    True False         H2,OOS,DD
 TOP20  20 25.0000          ebud-0.20  0.0931  0.1328  0.7010    -0.0000      0.1328 0.1235  0.8440 -0.2602     True    False   False    True False         H2,OOS,DD
 TOP40  40 10.0000            g200-dg  0.9036  5.1382  0.1759     0.9451      5.1382 0.1311  1.0566 -0.2028     True     True   False    True False                DD
 TOP40  40 10.0000            g200-rw  0.7740  5.5537  0.1394     0.6983      5.5537 0.1324  1.0552 -0.1987     True     True   False    True  True                 -
 TOP40  40 10.0000           band3-dg  0.8796  4.9139  0.1790     1.3345      4.9139 0.1314  1.0555 -0.2051     True     True   False    True False                DD
 TOP40  40 10.0000           band3-rw  0.7271  4.9899  0.1457     1.0282      4.9899 0.1329  1.0573 -0.2043     True     True   False    True False                DD
 TOP40  40 10.0000           abs12-dg  1.1776  0.4040  2.9151     1.1278      0.4040 0.1284  1.0271 -0.2502     True     True   False   False False                DD
 TOP40  40 10.0000           abs12-rw  0.6955  0.2438  2.8528     1.1278      0.2438 0.1332  1.0438 -0.2518     True     True   False   False False                DD
 TOP40  40 10.0000           vol60-dg  1.8778  6.6702  0.2815     0.8168      6.6702 0.1214  1.0168 -0.1875     True     True   False    True  True                 -
 TOP40  40 10.0000           vol60-rw  1.5665  5.5888  0.2803     0.5291      5.5888 0.1245  1.0047 -0.1983     True     True   False    True  True                 -
 TOP40  40 10.0000          v1gate-dg  2.5722  6.9070  0.3724     0.7070      6.9070 0.1145  1.0019 -0.1851     True     True   False    True  True                 -
 TOP40  40 10.0000          v1gate-rw  2.0911  6.3063  0.3316    -0.1406      6.3063 0.1193  1.0034 -0.1911     True    False   False    True  True                 -
 TOP40  40 10.0000             stop15  0.9213 -1.5882     NaN     0.9272     -1.5882 0.1310  1.0218 -0.2701    False    False   False   False False                DD
 TOP40  40 10.0000             stop25  0.2510 -1.3990     NaN     0.1334     -1.3990 0.1377  1.0449 -0.2682    False    False   False   False False                DD
 TOP40  40 10.0000 ddctl-8/.5/recover  3.8554  7.2928  0.5287     1.7542      7.2928 0.1016  0.9263 -0.1813     True     True   False    True False           H2,CAGR
 TOP40  40 10.0000    ddctl-8/.5/high  5.3986  7.2928  0.7403     1.7542      7.2928 0.0862  0.8632 -0.1813     True     True   False    True False        H1,H2,CAGR
 TOP40  40 10.0000          ebud-0.10  0.1630  3.2415  0.0503     1.2731      3.2415 0.1385  1.0877 -0.2218     True     True   False   False False                DD
 TOP40  40 10.0000          ebud-0.20 -0.0450  0.1295 -0.3472     0.6035      0.1295 0.1406  1.0591 -0.2529     True     True   False   False False                DD
 TOP40  40 25.0000            g200-dg  0.8794  5.2204  0.1685     0.5032      5.2204 0.1146  0.9380 -0.2039     True     True   False    True False                DD
 TOP40  40 25.0000            g200-rw  0.7764  5.6307  0.1379     0.0151      5.6307 0.1157  0.9361 -0.1997     True     True   False    True  True                 -
 TOP40  40 25.0000           band3-dg  0.8141  4.9912  0.1631     1.2903      4.9912 0.1153  0.9402 -0.2061     True     True   False    True False             H2,DD
 TOP40  40 25.0000           band3-rw  0.6781  5.0674  0.1338     0.9780      5.0674 0.1167  0.9421 -0.2054     True     True   False    True False             H2,DD
 TOP40  40 25.0000           abs12-dg  1.0778  0.3926  2.7452     0.9199      0.3926 0.1127  0.9149 -0.2521     True     True   False    True False             H2,DD
 TOP40  40 25.0000           abs12-rw  0.6314  0.2314  2.7287     0.9199      0.2314 0.1171  0.9316 -0.2537     True     True   False    True False                DD
 TOP40  40 25.0000           vol60-dg  1.8892  6.7424  0.2802     0.6022      6.7424 0.1045  0.8902 -0.1886     True     True   False    True False           H2,CAGR
 TOP40  40 25.0000           vol60-rw  1.6163  5.6619  0.2855     0.3109      5.6619 0.1073  0.8804 -0.1994     True     True   False    True False            H2,OOS
 TOP40  40 25.0000          v1gate-dg  2.5567  6.9888  0.3658     0.0939      6.9888 0.0979  0.8712 -0.1862     True     True   False    True False       H2,OOS,CAGR
 TOP40  40 25.0000          v1gate-rw  2.1359  6.3740  0.3351    -0.8204      6.3740 0.1021  0.8737 -0.1923     True    False   False    True False       H2,OOS,CAGR
 TOP40  40 25.0000             stop15  1.1100 -1.7462     NaN     0.8026     -1.7462 0.1123  0.8925 -0.2735    False    False   False   False False         H2,OOS,DD
 TOP40  40 25.0000             stop25  0.2765 -1.4695     NaN     0.1195     -1.4695 0.1207  0.9306 -0.2708    False    False   False   False False                DD
 TOP40  40 25.0000 ddctl-8/.5/recover  4.2990  7.3256  0.5868     1.7303      7.3256 0.0804  0.7778 -0.1828     True     True   False    True False    H1,H2,OOS,CAGR
 TOP40  40 25.0000    ddctl-8/.5/high  4.6610 12.0461  0.3869     1.7303     12.0461 0.0768  0.7774 -0.1356     True     True   False    True False    H1,H2,OOS,CAGR
 TOP40  40 25.0000          ebud-0.10  0.0348  3.2983  0.0106     1.2687      3.2983 0.1231  0.9797 -0.2231     True     True   False    True False                DD
 TOP40  40 25.0000          ebud-0.20 -0.0436  0.1334 -0.3269     0.6861      0.1334 0.1239  0.9473 -0.2547     True     True   False    True False                DD
TOPALL 136 10.0000            g200-dg  6.2885 12.5921  0.4994     7.4342     12.5921 0.0783  1.0956 -0.1271     True     True   False    True False              CAGR
TOPALL 136 10.0000            g200-rw  2.4877  5.1778  0.4805     4.2081      5.1778 0.1163  1.0563 -0.2012     True     True   False    True  True                 -
TOPALL 136 10.0000           band3-dg  6.0374 12.9701  0.4655     7.4751     12.9701 0.0808  1.1075 -0.1233     True     True   False    True False              CAGR
TOPALL 136 10.0000           band3-rw  2.3897  6.7716  0.3529     4.9763      6.7716 0.1173  1.0688 -0.1853     True     True   False    True  True                 -
TOPALL 136 10.0000           abs12-dg  5.5385  8.8833  0.6235     5.0853      8.8833 0.0858  1.0427 -0.1642     True     True   False    True False              CAGR
TOPALL 136 10.0000           abs12-rw  2.0903  2.6662  0.7840     3.7248      2.6662 0.1203  1.0487 -0.2263     True     True   False   False False                DD
TOPALL 136 10.0000           vol60-dg  1.7432  6.5582  0.2658     3.3730      6.5582 0.1238  1.1383 -0.1874     True     True   False    True  True                 -
TOPALL 136 10.0000           vol60-rw  1.2273  4.5508  0.2697     1.4754      4.5508 0.1289  1.1192 -0.2075     True     True   False    True False                DD
TOPALL 136 10.0000          v1gate-dg  6.8597 13.1387  0.5221     7.3517     13.1387 0.0726  1.0567 -0.1216     True     True   False    True False              CAGR
TOPALL 136 10.0000          v1gate-rw  3.4157  7.6122  0.4487     4.0089      7.6122 0.1070  1.0253 -0.1769     True     True   False    True  True                 -
TOPALL 136 10.0000             stop15  1.3094 -0.8096     NaN     1.3987     -0.8096 0.1281  1.0845 -0.2611    False    False   False   False False                DD
TOPALL 136 10.0000             stop25  0.5502 -1.1676     NaN     0.8838     -1.1676 0.1357  1.1100 -0.2647    False    False   False   False False                DD
TOPALL 136 10.0000 ddctl-8/.5/recover  3.2252  8.0220  0.4020     5.1499      8.0220 0.1089  1.0944 -0.1728     True     True   False    True  True                 -
TOPALL 136 10.0000    ddctl-8/.5/high  5.0438  8.0220  0.6287     5.1499      8.0220 0.0907  0.9943 -0.1728     True     True   False    True False              CAGR
TOPALL 136 10.0000          ebud-0.10 -0.0933  0.0000     NaN     0.9146      0.0000 0.1421  1.1361 -0.2530     True    False   False   False False                DD
TOPALL 136 10.0000          ebud-0.20 -0.0737  0.0000     NaN     0.0000      0.0000 0.1419  1.1277 -0.2530     True    False   False   False False                DD
TOPALL 136 25.0000            g200-dg  6.6788 12.5356  0.5328     7.1764     12.5356 0.0729  1.0252 -0.1278     True     True   False    True False              CAGR
TOPALL 136 25.0000            g200-rw  3.6465  4.8969  0.7447     3.5579      4.8969 0.1032  0.9486 -0.2042     True     True   False    True False           DD,CAGR
TOPALL 136 25.0000           band3-dg  6.2165 12.9459  0.4802     7.3952     12.9459 0.0775  1.0657 -0.1237     True     True   False    True False              CAGR
TOPALL 136 25.0000           band3-rw  3.0456  6.5750  0.4632     4.8684      6.5750 0.1093  1.0022 -0.1875     True     True   False    True  True                 -
TOPALL 136 25.0000           abs12-dg  5.7985  8.8241  0.6571     5.0778      8.8241 0.0817  0.9968 -0.1650     True     True   False    True False              CAGR
TOPALL 136 25.0000           abs12-rw  2.8525  2.4830  1.1488     3.6307      2.4830 0.1112  0.9772 -0.2284     True     True   False    True False                DD
TOPALL 136 25.0000           vol60-dg  1.8226  6.5658  0.2776     3.3580      6.5658 0.1215  1.1195 -0.1875     True     True   False    True  True                 -
TOPALL 136 25.0000           vol60-rw  1.3807  4.4069  0.3133     1.4515      4.4069 0.1259  1.0955 -0.2091     True     True   False    True False                DD
TOPALL 136 25.0000          v1gate-dg  7.2638 13.0808  0.5553     7.0429     13.0808 0.0671  0.9814 -0.1224     True     True   False    True False              CAGR
TOPALL 136 25.0000          v1gate-rw  4.6328  7.1033  0.6522     3.3525      7.1033 0.0934  0.9060 -0.1822     True     True   False    True False           H2,CAGR
TOPALL 136 25.0000             stop15  1.7295 -1.0660     NaN     1.1811     -1.0660 0.1224  1.0413 -0.2639    False    False   False    True False                DD
TOPALL 136 25.0000             stop25  0.6840 -1.3119     NaN     0.7692     -1.3119 0.1329  1.0893 -0.2663    False    False   False    True False                DD
TOPALL 136 25.0000 ddctl-8/.5/recover  3.0212  7.9869  0.3783     5.0819      7.9869 0.1095  1.0973 -0.1733     True     True   False    True  True                 -
TOPALL 136 25.0000    ddctl-8/.5/high  5.0613  7.9869  0.6337     5.0819      7.9869 0.0891  0.9775 -0.1733     True     True   False    True False              CAGR
TOPALL 136 25.0000          ebud-0.10 -0.0894  0.0000     NaN     0.8911      0.0000 0.1406  1.1253 -0.2532     True    False   False    True False                DD
TOPALL 136 25.0000          ebud-0.20 -0.0706  0.0000     NaN     0.0000      0.0000 0.1404  1.1170 -0.2532     True    False   False    True False                DD
   V1u   5 10.0000            g200-dg  0.2089 -0.2980     NaN     0.1139     -0.2980 0.0600  0.6091 -0.2376    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000            g200-rw -0.2680  2.2732 -0.1179     2.6491      2.2732 0.0648  0.6429 -0.2119     True     True   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000           band3-dg  0.1792 -0.0305     NaN     0.0000     -0.0305 0.0603  0.6111 -0.2349    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000           band3-rw  0.1379  0.9088  0.1518     0.0000      0.9088 0.0607  0.6100 -0.2256     True     True   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000           abs12-dg  0.1154  0.0946     NaN    -0.0518      0.0946 0.0610  0.6187 -0.2337    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000           abs12-rw -0.1202  0.0721     NaN    -0.2662      0.0721 0.0633  0.6301 -0.2339    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000           vol60-dg  0.0000  0.0000     NaN     0.0000      0.0000 0.0621  0.6266 -0.2346    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000           vol60-rw  0.0000  0.0000     NaN     0.0000      0.0000 0.0621  0.6266 -0.2346    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000          v1gate-dg  0.2089 -0.2980     NaN     0.1139     -0.2980 0.0600  0.6091 -0.2376    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000          v1gate-rw -0.1738  2.2732 -0.0764     2.6491      2.2732 0.0639  0.6350 -0.2119     True     True   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000             stop15  0.0267 -0.4694     NaN     0.0000     -0.4694 0.0618  0.6243 -0.2393    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000             stop25  0.0000  0.0000     NaN     0.0000      0.0000 0.0621  0.6266 -0.2346    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 10.0000 ddctl-8/.5/recover  2.9559  7.2180  0.4095     1.8293      7.2180 0.0326  0.4291 -0.1625     True     True   False   False False    H1,H2,OOS,CAGR
   V1u   5 10.0000    ddctl-8/.5/high  2.6659  7.2180  0.3693     2.6491      7.2180 0.0355  0.5120 -0.1625     True     True   False   False False    H1,H2,OOS,CAGR
   V1u   5 10.0000          ebud-0.10  4.0869 14.3191  0.2854     5.7822     14.3191 0.0212  0.5196 -0.0915     True     True   False   False False    H1,H2,OOS,CAGR
   V1u   5 10.0000          ebud-0.20  2.3794  5.5227  0.4308     1.2912      5.5227 0.0383  0.5352 -0.1794     True     True   False   False False    H1,H2,OOS,CAGR
   V1u   5 25.0000            g200-dg  0.1652 -0.0181     NaN     0.3369     -0.0181 0.0146  0.1903 -0.2891    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000            g200-rw -0.2532  2.1756 -0.1164     3.1657      2.1756 0.0188  0.2274 -0.2672     True     True   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000           band3-dg  0.1502  0.2056  0.7302    -0.0000      0.2056 0.0147  0.1916 -0.2869    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000           band3-rw  0.1399  0.9532  0.1468    -0.0000      0.9532 0.0148  0.1918 -0.2794     True    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000           abs12-dg  0.0415  0.2678  0.1550     0.1018      0.2678 0.0158  0.2021 -0.2863    False     True   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000           abs12-rw -0.0411  0.4646 -0.0886     0.1687      0.4646 0.0166  0.2080 -0.2843    False     True   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000           vol60-dg  0.0000  0.0000     NaN     0.0000      0.0000 0.0162  0.2055 -0.2890    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000           vol60-rw  0.0000  0.0000     NaN     0.0000      0.0000 0.0162  0.2055 -0.2890    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000          v1gate-dg  0.1652 -0.0181     NaN     0.3369     -0.0181 0.0146  0.1903 -0.2891    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000          v1gate-rw -0.1658  2.1756 -0.0762     3.1657      2.1756 0.0179  0.2195 -0.2672     True     True   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000             stop15  0.0255 -0.4357     NaN    -0.0000     -0.4357 0.0160  0.2032 -0.2933    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000             stop25  0.0000  0.0000     NaN     0.0000      0.0000 0.0162  0.2055 -0.2890    False    False   False   False False H1,H2,OOS,DD,CAGR
   V1u   5 25.0000 ddctl-8/.5/recover  1.0697  8.7859  0.1218     4.5908     10.3188 0.0055  0.1153 -0.2011     True     True   False   False False    H1,H2,OOS,CAGR
   V1u   5 25.0000    ddctl-8/.5/high  0.8827  9.2397  0.0955     4.5908      9.2397 0.0074  0.1461 -0.1966     True     True   False   False False    H1,H2,OOS,CAGR
   V1u   5 25.0000          ebud-0.10  1.0642 17.3863  0.0612     7.7716     17.5607 0.0056  0.1527 -0.1151     True     True   False   False False    H1,H2,OOS,CAGR
   V1u   5 25.0000          ebud-0.20  0.8228  7.1067  0.1158     2.2777      7.1067 0.0080  0.1430 -0.2179     True     True   False   False False H1,H2,OOS,DD,CAGR

  D3 bootstrap: 3 x 40 draws x 7 books x 16 arms on universe_broad.json (seed 20260905)
    [universe_broad.json] q=0.05: 40 draws done (442s elapsed)
    [universe_broad.json] q=0.10: 40 draws done (873s elapsed)
    [universe_broad.json] q=0.20: 40 draws done (1287s elapsed)

==================================================================================================================================================================================================================
A. THE FLOOR CURVE — admissible fraction of published rows by ladder rung, ALL 12 (q, tau) points reported
==================================================================================================================================================================================================================

--- q=0.05 tau=0.80 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   16    0.8889 1.0000 0.8889 1.0000        0.9861       0.9500
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        1.0000       1.0000
  universe.json(56)  TOP20  20         22   18    0.8182 1.0000 0.8182 1.0000        1.0000       1.0000
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   23    0.9583 1.0000 0.9583 1.0000        0.9979       0.9750
  universe.json(56)    V1u   5         24    9    0.3750 0.9167 0.3750 0.9167        0.9521       0.7750
universe_broad.json   TOP3   3         19   10    0.5263 0.9474 0.5263 1.0000        0.9461       0.8250
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 1.0000        0.9786       0.9250
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9528       0.5750
universe_broad.json  TOP20  20         27    9    0.3333 1.0000 0.3333 1.0000        1.0000       1.0000
universe_broad.json  TOP40  40         28   24    0.8571 1.0000 0.9286 0.9286        0.9786       0.7500
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17   13    0.7647 0.8235 0.8824 0.8824        0.8721       0.2750
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.05 tau=0.90 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   16    0.8889 1.0000 0.8889 1.0000        0.9861       0.9500
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        1.0000       1.0000
  universe.json(56)  TOP20  20         22   18    0.8182 1.0000 0.8182 1.0000        1.0000       1.0000
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   23    0.9583 1.0000 0.9583 1.0000        0.9979       0.9750
  universe.json(56)    V1u   5         24    9    0.3750 0.9167 0.3750 0.9167        0.9521       0.7750
universe_broad.json   TOP3   3         19   10    0.5263 0.9474 0.5263 0.7368        0.9461       0.8250
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 1.0000        0.9786       0.9250
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9528       0.5750
universe_broad.json  TOP20  20         27    9    0.3333 1.0000 0.3333 1.0000        1.0000       1.0000
universe_broad.json  TOP40  40         28   24    0.8571 1.0000 0.9286 0.9286        0.9786       0.7500
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17   12    0.7059 0.8235 0.8824 0.7059        0.8721       0.2750
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.05 tau=0.95 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   16    0.8889 1.0000 0.8889 1.0000        0.9861       0.9500
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        1.0000       1.0000
  universe.json(56)  TOP20  20         22   18    0.8182 1.0000 0.8182 1.0000        1.0000       1.0000
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   23    0.9583 1.0000 0.9583 1.0000        0.9979       0.9750
  universe.json(56)    V1u   5         24    9    0.3750 0.9167 0.3750 0.8333        0.9521       0.7750
universe_broad.json   TOP3   3         19   10    0.5263 0.9474 0.5263 0.7368        0.9461       0.8250
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 0.7143        0.9786       0.9250
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9528       0.5750
universe_broad.json  TOP20  20         27    9    0.3333 1.0000 0.3333 1.0000        1.0000       1.0000
universe_broad.json  TOP40  40         28   24    0.8571 1.0000 0.9286 0.9286        0.9786       0.7500
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17    8    0.4706 0.8235 0.8824 0.4706        0.8721       0.2750
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.05 tau=1.00 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   10    0.5556 1.0000 0.8889 0.6667        0.9861       0.9500
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        1.0000       1.0000
  universe.json(56)  TOP20  20         22   18    0.8182 1.0000 0.8182 1.0000        1.0000       1.0000
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   22    0.9167 1.0000 0.9583 0.9167        0.9979       0.9750
  universe.json(56)    V1u   5         24    6    0.2500 0.9167 0.3750 0.2500        0.9521       0.7750
universe_broad.json   TOP3   3         19    8    0.4211 0.9474 0.5263 0.4211        0.9461       0.8250
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 0.7143        0.9786       0.9250
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9528       0.5750
universe_broad.json  TOP20  20         27    9    0.3333 1.0000 0.3333 1.0000        1.0000       1.0000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9786       0.7500
universe_broad.json TOPALL 136         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
universe_broad.json    V1u   5         17    8    0.4706 0.8235 0.8824 0.4706        0.8721       0.2750
    n* (smallest rung >= 0.90 on BOTH panels) = TOPALL

--- q=0.10 tau=0.80 
                uni   book   n  published  adm  adm_frac     D1     D2     D3  mean_D3_frac  min_D3_frac
  universe.json(56)   TOP3   3         18   16    0.8889 1.0000 0.8889 1.0000        0.9750       0.9000
  universe.json(56)   TOP5   5         12   12    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56)  TOP10  10         22   19    0.8636 1.0000 0.8636 1.0000        0.9977       0.9750
  universe.json(56)  TOP20  20         22   18    0.8182 1.0000 0.8182 1.0000        0.9932       0.9250
  universe.json(56)  TOP40  40         24   24    1.0000 1.0000 1.0000 1.0000        1.0000       1.0000
  universe.json(56) TOPALL  56         24   23    0.9583 1.0000 0.9583 1.0000        0.9917       0.9000
  universe.json(56)    V1u   5         24    9    0.3750 0.9167 0.3750 0.6667        0.8375       0.6750
universe_broad.json   TOP3   3         19   10    0.5263 0.9474 0.5263 0.8421        0.8776       0.5750
universe_broad.json   TOP5   5         14   10    0.7143 1.0000 0.7143 1.0000        0.9750       0.9250
universe_broad.json  TOP10  10         18    7    0.3889 1.0000 0.4444 0.8889        0.9639       0.6750
universe_broad.json  TOP20  20         27    9    0.3333 1.0000 0.3333 1.0000        0.9898       0.9000
universe_broad.json  TOP40  40         28   22    0.7857 1.0000 0.9286 0.8571        0.9607       0.7000
