
[panel] u56 = universe.json(56): 56 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 | OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    IS-window SPY bars (what the screens see): halves 0.838/1.060 MaxDD -22.06% CAGR 14.96%
[a0] engine-equivalence, 3 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] broad = universe_broad.json(136): 136 cols, 2008-01-02..2026-09-04, eval from 2009-01-13
    SPY full CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 | OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    IS-window SPY bars (what the screens see): halves 0.838/1.060 MaxDD -22.06% CAGR 14.96%
[a0] engine-equivalence, 3 ungated books: max|diff| = 0.000e+00 (EXACT)

[panel] small = prices_small(439, SPY held out): 439 cols, 2010-01-04..2026-09-04, eval from 2011-01-13
    SPY full CAGR 14.13% Sharpe 0.862 MaxDD -33.72% halves 0.891/0.858 | OOS Sharpe 0.882 CAGR 15.45% MaxDD -33.72%
    IS-window SPY bars (what the screens see): halves 0.934/0.715 MaxDD -18.61% CAGR 12.02%
[a0] engine-equivalence, 3 ungated books: max|diff| = 0.000e+00 (EXACT)

[a] reproduction of idea 129's grid: 306 of 306 rows matched, max|diff| CAGR 9.71e-17 Sharpe 2.22e-16 MaxDD 9.71e-17 IS_Sharpe 2.22e-16 IS_CAGR 9.89e-17 IS_MaxDD 8.33e-17 OOS_CAGR 9.71e-17 OOS_Sharpe 2.22e-16 OOS_MaxDD 8.33e-17 gross 5.55e-17  EXACT

[GRID] 306 arm-rows, ALL reported
panel  book   cost                arm  CAGR  Sharpe  MaxDD    H1     H2  IS_Sharpe  IS_Calmar  IS_CAGR  IS_MaxDD  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  gross     TO  adm_S1  adm_S2  pass4a  pass4b            fail4b
small TOP20 25.000           vol60-dg 0.021   0.233 -0.190 0.324  0.132      0.145      0.061    0.010    -0.170     0.027       0.296     -0.190  0.487 13.980   False   False   False   False    H1,H2,OOS,CAGR
small TOP20 25.000           vol60-rw 0.032   0.271 -0.349 0.439  0.135      0.266      0.136    0.030    -0.218     0.034       0.274     -0.349  0.747 20.304   False   False   False   False H1,H2,OOS,DD,CAGR
small TOP20 25.000          v1gate-dg 0.021   0.232 -0.190 0.322  0.133      0.142      0.059    0.010    -0.169     0.027       0.297     -0.190  0.487 13.960   False   False   False   False    H1,H2,OOS,CAGR
small TOP20 25.000          v1gate-rw 0.035   0.291 -0.352 0.427  0.180      0.250      0.119    0.027    -0.227     0.041       0.315     -0.352  0.745 20.212   False   False   False   False H1,H2,OOS,DD,CAGR
small TOP20 25.000             stop15 0.087   0.529 -0.316 0.651  0.458      0.442      0.284    0.059    -0.210     0.104       0.576     -0.316  0.720 21.167   False   False    True   False H1,H2,OOS,DD,CAGR
small TOP20 25.000             stop25 0.105   0.599 -0.305 0.659  0.575      0.502      0.347    0.071    -0.206     0.127       0.652     -0.305  0.741 17.665   False   False    True   False      H1,H2,OOS,DD
small TOP20 25.000 ddctl-8/.5/recover 0.082   0.656 -0.209 0.658  0.660      0.524      0.377    0.055    -0.147     0.099       0.726     -0.209  0.477 10.609   False   False    True   False H1,H2,OOS,DD,CAGR
small TOP20 25.000    ddctl-8/.5/high 0.075   0.630 -0.209 0.660  0.613      0.578      0.412    0.061    -0.147     0.084       0.661     -0.209  0.446  9.826   False   False    True   False H1,H2,OOS,DD,CAGR
small TOP20 25.000          ebud-0.10 0.077   0.529 -0.269 0.692  0.421      0.530      0.413    0.067    -0.162     0.083       0.534     -0.269  0.592 10.449   False   False    True   False H1,H2,OOS,DD,CAGR
small TOP20 25.000          ebud-0.20 0.116   0.645 -0.303 0.742  0.597      0.585      0.457    0.086    -0.189     0.135       0.681     -0.303  0.741 15.819   False   False    True   False      H1,H2,OOS,DD
small EWall 10.000            control 0.102   0.678 -0.362 0.797  0.614      0.774      0.472    0.103    -0.219     0.101       0.637     -0.362  0.750  1.741   False   False   False   False      H1,H2,OOS,DD
small EWall 10.000            g200-dg 0.036   0.540 -0.143 0.524  0.555      0.521      0.287    0.033    -0.115     0.037       0.550     -0.143  0.378  3.712   False   False   False   False    H1,H2,OOS,CAGR
small EWall 10.000            g200-rw 0.065   0.503 -0.382 0.498  0.518      0.446      0.245    0.050    -0.205     0.074       0.535     -0.382  0.750 10.338   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 10.000           band3-dg 0.038   0.571 -0.147 0.568  0.576      0.579      0.328    0.037    -0.114     0.038       0.566     -0.147  0.377  2.801   False   False   False   False    H1,H2,OOS,CAGR
small EWall 10.000           band3-rw 0.073   0.555 -0.377 0.556  0.566      0.524      0.310    0.061    -0.196     0.081       0.575     -0.377  0.750  7.742   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 10.000           abs12-dg 0.040   0.566 -0.146 0.627  0.506      0.624      0.312    0.045    -0.146     0.036       0.528     -0.129  0.390  3.054   False   False   False   False    H1,H2,OOS,CAGR
small EWall 10.000           abs12-rw 0.085   0.620 -0.351 0.704  0.572      0.698      0.403    0.087    -0.216     0.084       0.584     -0.351  0.750  7.784   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 10.000           vol60-dg 0.041   0.434 -0.214 0.639  0.251      0.647      0.380    0.064    -0.169     0.027       0.305     -0.214  0.587  3.890   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 10.000           vol60-rw 0.055   0.444 -0.350 0.659  0.288      0.665      0.383    0.081    -0.211     0.039       0.328     -0.350  0.750  6.220   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 10.000          v1gate-dg 0.017   0.336 -0.119 0.442  0.218      0.478      0.272    0.027    -0.098     0.010       0.234     -0.119  0.314  3.980   False   False   False   False    H1,H2,OOS,CAGR
small EWall 10.000          v1gate-rw 0.037   0.336 -0.400 0.439  0.259      0.421      0.217    0.045    -0.209     0.031       0.291     -0.400  0.750 13.360   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 10.000             stop15 0.074   0.554 -0.332 0.606  0.529      0.546      0.274    0.065    -0.238     0.080       0.561     -0.332  0.717  9.248   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 10.000             stop25 0.087   0.615 -0.342 0.693  0.574      0.657      0.360    0.083    -0.231     0.089       0.598     -0.342  0.736  4.894   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 10.000 ddctl-8/.5/recover 0.074   0.711 -0.232 0.767  0.675      0.734      0.395    0.067    -0.171     0.078       0.704     -0.232  0.545  1.569   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 10.000    ddctl-8/.5/high 0.070   0.705 -0.232 0.742  0.680      0.701      0.376    0.062    -0.166     0.075       0.711     -0.232  0.513  1.386   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 10.000          ebud-0.10 0.102   0.678 -0.362 0.797  0.614      0.774      0.472    0.103    -0.219     0.101       0.637     -0.362  0.750  1.741   False   False   False   False      H1,H2,OOS,DD
small EWall 10.000          ebud-0.20 0.102   0.678 -0.362 0.797  0.614      0.774      0.472    0.103    -0.219     0.101       0.637     -0.362  0.750  1.741   False   False   False   False      H1,H2,OOS,DD
small EWall 25.000            control 0.099   0.662 -0.364 0.779  0.599      0.757      0.458    0.101    -0.220     0.098       0.621     -0.364  0.750  1.741   False   False    True   False      H1,H2,OOS,DD
small EWall 25.000            g200-dg 0.030   0.459 -0.150 0.438  0.480      0.438      0.222    0.027    -0.124     0.031       0.471     -0.150  0.378  3.712   False   False    True   False    H1,H2,OOS,CAGR
small EWall 25.000            g200-rw 0.048   0.397 -0.399 0.383  0.415      0.334      0.161    0.035    -0.219     0.057       0.432     -0.399  0.750 10.338   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 25.000           band3-dg 0.034   0.511 -0.153 0.506  0.516      0.519      0.277    0.033    -0.120     0.034       0.506     -0.153  0.377  2.801   False   False    True   False    H1,H2,OOS,CAGR
small EWall 25.000           band3-rw 0.061   0.476 -0.390 0.475  0.487      0.442      0.249    0.050    -0.200     0.068       0.496     -0.390  0.750  7.742   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 25.000           abs12-dg 0.035   0.503 -0.147 0.564  0.445      0.564      0.277    0.041    -0.147     0.031       0.464     -0.135  0.390  3.054   False   False    True   False    H1,H2,OOS,CAGR
small EWall 25.000           abs12-rw 0.073   0.542 -0.364 0.622  0.495      0.617      0.345    0.075    -0.219     0.071       0.508     -0.364  0.750  7.784   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 25.000           vol60-dg 0.035   0.379 -0.221 0.590  0.190      0.599      0.344    0.059    -0.172     0.020       0.244     -0.221  0.587  3.890   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 25.000           vol60-rw 0.045   0.379 -0.360 0.603  0.213      0.611      0.339    0.073    -0.216     0.028       0.256     -0.360  0.750  6.220   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 25.000          v1gate-dg 0.011   0.224 -0.127 0.336  0.099      0.377      0.193    0.021    -0.107     0.004       0.114     -0.127  0.314  3.980   False   False   False   False    H1,H2,OOS,CAGR
small EWall 25.000          v1gate-rw 0.016   0.186 -0.420 0.298  0.100      0.281      0.126    0.027    -0.218     0.009       0.135     -0.420  0.750 13.360   False   False   False   False H1,H2,OOS,DD,CAGR
small EWall 25.000             stop15 0.059   0.461 -0.349 0.512  0.434      0.458      0.206    0.053    -0.257     0.063       0.465     -0.349  0.717  9.248   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 25.000             stop25 0.079   0.568 -0.352 0.646  0.525      0.612      0.325    0.077    -0.236     0.080       0.549     -0.352  0.736  4.894   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 25.000 ddctl-8/.5/recover 0.075   0.720 -0.234 0.812  0.655      0.802      0.451    0.075    -0.167     0.076       0.683     -0.234  0.545  1.526   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 25.000    ddctl-8/.5/high 0.068   0.684 -0.234 0.720  0.660      0.680      0.362    0.060    -0.167     0.073       0.690     -0.234  0.513  1.385   False   False    True   False H1,H2,OOS,DD,CAGR
small EWall 25.000          ebud-0.10 0.099   0.662 -0.364 0.779  0.599      0.757      0.458    0.101    -0.220     0.098       0.621     -0.364  0.750  1.741   False   False    True   False      H1,H2,OOS,DD
small EWall 25.000          ebud-0.20 0.099   0.662 -0.364 0.779  0.599      0.757      0.458    0.101    -0.220     0.098       0.621     -0.364  0.750  1.741   False   False    True   False      H1,H2,OOS,DD

[PICKS] 4 selectors x 3 screens x 18 cells; screens and selectors read the IS window only; OOS read once.
     sel screen panel  book   cost               pick    unscreened_pick  moved  picked  n_admitted  argmax_admitted  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  ctl_OOS_Sharpe  v1_OOS_Sharpe  spy_OOS_Sharpe  beat_ctl  beat_v1  beat_spy  pass4a  pass4b
K_Sharpe     S0 broad EWall 10.000           vol60-dg           vol60-dg  False    True          17             True     0.120       1.122     -0.187           1.102          0.576           0.882      True     True      True    True    True
K_Sharpe     S1 broad EWall 10.000           vol60-dg           vol60-dg  False    True           5             True     0.120       1.122     -0.187           1.102          0.576           0.882      True     True      True    True    True
K_Sharpe     S2 broad EWall 10.000           vol60-dg           vol60-dg  False    True           9             True     0.120       1.122     -0.187           1.102          0.576           0.882      True     True      True    True    True
K_Calmar     S0 broad EWall 10.000           band3-rw           band3-rw  False    True          17             True     0.120       1.076     -0.185           1.102          0.576           0.882     False     True      True    True    True
K_Calmar     S1 broad EWall 10.000           band3-rw           band3-rw  False    True           5             True     0.120       1.076     -0.185           1.102          0.576           0.882     False     True      True    True    True
K_Calmar     S2 broad EWall 10.000           band3-rw           band3-rw  False    True           9             True     0.120       1.076     -0.185           1.102          0.576           0.882     False     True      True    True    True
 K_MaxDD     S0 broad EWall 10.000           band3-dg           band3-dg  False    True          17             True     0.080       1.119     -0.122           1.102          0.576           0.882      True     True      True    True   False
 K_MaxDD     S1 broad EWall 10.000           band3-rw           band3-dg   True    True           5            False     0.120       1.076     -0.185           1.102          0.576           0.882     False     True      True    True    True
 K_MaxDD     S2 broad EWall 10.000           band3-dg           band3-dg  False    True           9             True     0.080       1.119     -0.122           1.102          0.576           0.882      True     True      True    True   False
  K_CAGR     S0 broad EWall 10.000            control            control  False    True          17             True     0.139       1.102     -0.254           1.102          0.576           0.882     False     True      True   False   False
  K_CAGR     S1 broad EWall 10.000           vol60-dg            control   True    True           5            False     0.120       1.122     -0.187           1.102          0.576           0.882      True     True      True    True    True
  K_CAGR     S2 broad EWall 10.000           vol60-dg            control   True    True           9            False     0.120       1.122     -0.187           1.102          0.576           0.882      True     True      True    True    True
K_Sharpe     S0 broad EWall 25.000           vol60-dg           vol60-dg  False    True          17             True     0.118       1.102     -0.187           1.091          0.155           0.882      True     True      True    True    True
K_Sharpe     S1 broad EWall 25.000           vol60-dg           vol60-dg  False    True           1             True     0.118       1.102     -0.187           1.091          0.155           0.882      True     True      True    True    True
K_Sharpe     S2 broad EWall 25.000           vol60-dg           vol60-dg  False    True           2             True     0.118       1.102     -0.187           1.091          0.155           0.882      True     True      True    True    True
K_Calmar     S0 broad EWall 25.000           vol60-dg           vol60-dg  False    True          17             True     0.118       1.102     -0.187           1.091          0.155           0.882      True     True      True    True    True
K_Calmar     S1 broad EWall 25.000           vol60-dg           vol60-dg  False    True           1             True     0.118       1.102     -0.187           1.091          0.155           0.882      True     True      True    True    True
K_Calmar     S2 broad EWall 25.000           vol60-dg           vol60-dg  False    True           2             True     0.118       1.102     -0.187           1.091          0.155           0.882      True     True      True    True    True
 K_MaxDD     S0 broad EWall 25.000           band3-dg           band3-dg  False    True          17             True     0.076       1.074     -0.123           1.091          0.155           0.882     False     True      True    True   False
 K_MaxDD     S1 broad EWall 25.000           vol60-dg           band3-dg   True    True           1            False     0.118       1.102     -0.187           1.091          0.155           0.882      True     True      True    True    True
 K_MaxDD     S2 broad EWall 25.000           band3-dg           band3-dg  False    True           2             True     0.076       1.074     -0.123           1.091          0.155           0.882     False     True      True    True   False
  K_CAGR     S0 broad EWall 25.000            control            control  False    True          17             True     0.138       1.091     -0.254           1.091          0.155           0.882     False     True      True    True   False
  K_CAGR     S1 broad EWall 25.000           vol60-dg            control   True    True           1            False     0.118       1.102     -0.187           1.091          0.155           0.882      True     True      True    True    True
  K_CAGR     S2 broad EWall 25.000           vol60-dg            control   True    True           2            False     0.118       1.102     -0.187           1.091          0.155           0.882      True     True      True    True    True
K_Sharpe     S0 broad TOP20 10.000          ebud-0.10          ebud-0.10  False    True          17             True     0.122       0.854     -0.229           0.930          0.576           0.882     False     True     False   False   False
K_Sharpe     S1 broad TOP20 10.000          ebud-0.10          ebud-0.10  False    True          12             True     0.122       0.854     -0.229           0.930          0.576           0.882     False     True     False   False   False
K_Sharpe     S2 broad TOP20 10.000          ebud-0.10          ebud-0.10  False    True          12             True     0.122       0.854     -0.229           0.930          0.576           0.882     False     True     False   False   False
K_Calmar     S0 broad TOP20 10.000          ebud-0.10          ebud-0.10  False    True          17             True     0.122       0.854     -0.229           0.930          0.576           0.882     False     True     False   False   False
K_Calmar     S1 broad TOP20 10.000          ebud-0.10          ebud-0.10  False    True          12             True     0.122       0.854     -0.229           0.930          0.576           0.882     False     True     False   False   False
K_Calmar     S2 broad TOP20 10.000          ebud-0.10          ebud-0.10  False    True          12             True     0.122       0.854     -0.229           0.930          0.576           0.882     False     True     False   False   False
 K_MaxDD     S0 broad TOP20 10.000          ebud-0.10          ebud-0.10  False    True          17             True     0.122       0.854     -0.229           0.930          0.576           0.882     False     True     False   False   False
 K_MaxDD     S1 broad TOP20 10.000          ebud-0.10          ebud-0.10  False    True          12             True     0.122       0.854     -0.229           0.930          0.576           0.882     False     True     False   False   False
 K_MaxDD     S2 broad TOP20 10.000          ebud-0.10          ebud-0.10  False    True          12             True     0.122       0.854     -0.229           0.930          0.576           0.882     False     True     False   False   False
  K_CAGR     S0 broad TOP20 10.000            g200-rw            g200-rw  False    True          17             True     0.143       0.916     -0.240           0.930          0.576           0.882     False     True      True   False   False
  K_CAGR     S1 broad TOP20 10.000            g200-rw            g200-rw  False    True          12             True     0.143       0.916     -0.240           0.930          0.576           0.882     False     True      True   False   False
  K_CAGR     S2 broad TOP20 10.000            g200-rw            g200-rw  False    True          12             True     0.143       0.916     -0.240           0.930          0.576           0.882     False     True      True   False   False
K_Sharpe     S0 broad TOP20 25.000          ebud-0.10          ebud-0.10  False    True          17             True     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
K_Sharpe     S1 broad TOP20 25.000          ebud-0.10          ebud-0.10  False    True           1             True     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
K_Sharpe     S2 broad TOP20 25.000          ebud-0.10          ebud-0.10  False    True           1             True     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
K_Calmar     S0 broad TOP20 25.000          ebud-0.10          ebud-0.10  False    True          17             True     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
K_Calmar     S1 broad TOP20 25.000          ebud-0.10          ebud-0.10  False    True           1             True     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
K_Calmar     S2 broad TOP20 25.000          ebud-0.10          ebud-0.10  False    True           1             True     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
 K_MaxDD     S0 broad TOP20 25.000          ebud-0.10          ebud-0.10  False    True          17             True     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
 K_MaxDD     S1 broad TOP20 25.000          ebud-0.10          ebud-0.10  False    True           1             True     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
 K_MaxDD     S2 broad TOP20 25.000          ebud-0.10          ebud-0.10  False    True           1             True     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
  K_CAGR     S0 broad TOP20 25.000            g200-rw            g200-rw  False    True          17             True     0.120       0.789     -0.242           0.807          0.155           0.882     False     True     False    True   False
  K_CAGR     S1 broad TOP20 25.000          ebud-0.10            g200-rw   True    True           1            False     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
  K_CAGR     S2 broad TOP20 25.000          ebud-0.10            g200-rw   True    True           1            False     0.105       0.751     -0.230           0.807          0.155           0.882     False     True     False    True   False
K_Sharpe     S0 broad   V1u 10.000          ebud-0.20          ebud-0.20  False    True          17             True     0.029       0.399     -0.179           0.573          0.576           0.882     False    False     False   False   False
K_Sharpe     S1 broad   V1u 10.000  (none -> control)          ebud-0.20   True   False           0            False     0.058       0.573     -0.235           0.573          0.576           0.882     False    False     False   False   False
K_Sharpe     S2 broad   V1u 10.000  (none -> control)          ebud-0.20   True   False           0            False     0.058       0.573     -0.235           0.573          0.576           0.882     False    False     False   False   False
K_Calmar     S0 broad   V1u 10.000            g200-rw            g200-rw  False    True          17             True     0.061       0.590     -0.212           0.573          0.576           0.882      True     True     False   False   False
K_Calmar     S1 broad   V1u 10.000  (none -> control)            g200-rw   True   False           0            False     0.058       0.573     -0.235           0.573          0.576           0.882     False    False     False   False   False
K_Calmar     S2 broad   V1u 10.000  (none -> control)            g200-rw   True   False           0            False     0.058       0.573     -0.235           0.573          0.576           0.882     False    False     False   False   False
 K_MaxDD     S0 broad   V1u 10.000          ebud-0.10          ebud-0.10  False    True          17             True     0.015       0.367     -0.091           0.573          0.576           0.882     False    False     False   False   False
 K_MaxDD     S1 broad   V1u 10.000  (none -> control)          ebud-0.10   True   False           0            False     0.058       0.573     -0.235           0.573          0.576           0.882     False    False     False   False   False
 K_MaxDD     S2 broad   V1u 10.000  (none -> control)          ebud-0.10   True   False           0            False     0.058       0.573     -0.235           0.573          0.576           0.882     False    False     False   False   False
  K_CAGR     S0 broad   V1u 10.000            g200-rw            g200-rw  False    True          17             True     0.061       0.590     -0.212           0.573          0.576           0.882      True     True     False   False   False
  K_CAGR     S1 broad   V1u 10.000  (none -> control)            g200-rw   True   False           0            False     0.058       0.573     -0.235           0.573          0.576           0.882     False    False     False   False   False
  K_CAGR     S2 broad   V1u 10.000  (none -> control)            g200-rw   True   False           0            False     0.058       0.573     -0.235           0.573          0.576           0.882     False    False     False   False   False
K_Sharpe     S0 broad   V1u 25.000          ebud-0.10          ebud-0.10  False    True          17             True    -0.001       0.000     -0.113           0.146          0.155           0.882     False    False     False   False   False
K_Sharpe     S1 broad   V1u 25.000  (none -> control)          ebud-0.10   True   False           0            False     0.010       0.146     -0.289           0.146          0.155           0.882     False    False     False   False   False
K_Sharpe     S2 broad   V1u 25.000  (none -> control)          ebud-0.10   True   False           0            False     0.010       0.146     -0.289           0.146          0.155           0.882     False    False     False   False   False
K_Calmar     S0 broad   V1u 25.000            g200-rw            g200-rw  False    True          17             True     0.013       0.169     -0.267           0.146          0.155           0.882      True     True     False   False   False
K_Calmar     S1 broad   V1u 25.000  (none -> control)            g200-rw   True   False           0            False     0.010       0.146     -0.289           0.146          0.155           0.882     False    False     False   False   False
K_Calmar     S2 broad   V1u 25.000  (none -> control)            g200-rw   True   False           0            False     0.010       0.146     -0.289           0.146          0.155           0.882     False    False     False   False   False
 K_MaxDD     S0 broad   V1u 25.000          ebud-0.10          ebud-0.10  False    True          17             True    -0.001       0.000     -0.113           0.146          0.155           0.882     False    False     False   False   False
 K_MaxDD     S1 broad   V1u 25.000  (none -> control)          ebud-0.10   True   False           0            False     0.010       0.146     -0.289           0.146          0.155           0.882     False    False     False   False   False
 K_MaxDD     S2 broad   V1u 25.000  (none -> control)          ebud-0.10   True   False           0            False     0.010       0.146     -0.289           0.146          0.155           0.882     False    False     False   False   False
  K_CAGR     S0 broad   V1u 25.000            g200-rw            g200-rw  False    True          17             True     0.013       0.169     -0.267           0.146          0.155           0.882      True     True     False   False   False
  K_CAGR     S1 broad   V1u 25.000  (none -> control)            g200-rw   True   False           0            False     0.010       0.146     -0.289           0.146          0.155           0.882     False    False     False   False   False
  K_CAGR     S2 broad   V1u 25.000  (none -> control)            g200-rw   True   False           0            False     0.010       0.146     -0.289           0.146          0.155           0.882     False    False     False   False   False
K_Sharpe     S0 small EWall 10.000            control            control  False    True          17             True     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
K_Sharpe     S1 small EWall 10.000  (none -> control)            control  False   False           0            False     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
K_Sharpe     S2 small EWall 10.000  (none -> control)            control  False   False           0            False     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
K_Calmar     S0 small EWall 10.000            control            control  False    True          17             True     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
K_Calmar     S1 small EWall 10.000  (none -> control)            control  False   False           0            False     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
K_Calmar     S2 small EWall 10.000  (none -> control)            control  False   False           0            False     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
 K_MaxDD     S0 small EWall 10.000          v1gate-dg          v1gate-dg  False    True          17             True     0.010       0.234     -0.119           0.637          0.581           0.882     False    False     False   False   False
 K_MaxDD     S1 small EWall 10.000  (none -> control)          v1gate-dg   True   False           0            False     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
 K_MaxDD     S2 small EWall 10.000  (none -> control)          v1gate-dg   True   False           0            False     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
  K_CAGR     S0 small EWall 10.000            control            control  False    True          17             True     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
  K_CAGR     S1 small EWall 10.000  (none -> control)            control  False   False           0            False     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
  K_CAGR     S2 small EWall 10.000  (none -> control)            control  False   False           0            False     0.101       0.637     -0.362           0.637          0.581           0.882     False     True     False   False   False
K_Sharpe     S0 small EWall 25.000 ddctl-8/.5/recover ddctl-8/.5/recover  False    True          17             True     0.076       0.683     -0.234           0.621          0.250           0.882      True     True     False    True   False
K_Sharpe     S1 small EWall 25.000  (none -> control) ddctl-8/.5/recover   True   False           0            False     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
K_Sharpe     S2 small EWall 25.000  (none -> control) ddctl-8/.5/recover   True   False           0            False     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
K_Calmar     S0 small EWall 25.000            control            control  False    True          17             True     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
K_Calmar     S1 small EWall 25.000  (none -> control)            control  False   False           0            False     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
K_Calmar     S2 small EWall 25.000  (none -> control)            control  False   False           0            False     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
 K_MaxDD     S0 small EWall 25.000          v1gate-dg          v1gate-dg  False    True          17             True     0.004       0.114     -0.127           0.621          0.250           0.882     False    False     False   False   False
 K_MaxDD     S1 small EWall 25.000  (none -> control)          v1gate-dg   True   False           0            False     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
 K_MaxDD     S2 small EWall 25.000  (none -> control)          v1gate-dg   True   False           0            False     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
  K_CAGR     S0 small EWall 25.000            control            control  False    True          17             True     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
  K_CAGR     S1 small EWall 25.000  (none -> control)            control  False   False           0            False     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
  K_CAGR     S2 small EWall 25.000  (none -> control)            control  False   False           0            False     0.098       0.621     -0.364           0.621          0.250           0.882     False     True     False    True   False
K_Sharpe     S0 small TOP20 10.000          ebud-0.20          ebud-0.20  False    True          17             True     0.164       0.792     -0.302           0.809          0.581           0.882     False     True     False    True   False
K_Sharpe     S1 small TOP20 10.000  (none -> control)          ebud-0.20   True   False           0            False     0.171       0.809     -0.308           0.809          0.581           0.882     False     True     False    True   False
K_Sharpe     S2 small TOP20 10.000  (none -> control)          ebud-0.20   True   False           0            False     0.171       0.809     -0.308           0.809          0.581           0.882     False     True     False    True   False
K_Calmar     S0 small TOP20 10.000          ebud-0.20          ebud-0.20  False    True          17             True     0.164       0.792     -0.302           0.809          0.581           0.882     False     True     False    True   False
K_Calmar     S1 small TOP20 10.000  (none -> control)          ebud-0.20   True   False           0            False     0.171       0.809     -0.308           0.809          0.581           0.882     False     True     False    True   False
K_Calmar     S2 small TOP20 10.000  (none -> control)          ebud-0.20   True   False           0            False     0.171       0.809     -0.308           0.809          0.581           0.882     False     True     False    True   False
 K_MaxDD     S0 small TOP20 10.000    ddctl-8/.5/high    ddctl-8/.5/high  False    True          17             True     0.088       0.671     -0.193           0.809          0.581           0.882     False     True     False    True   False
 K_MaxDD     S1 small TOP20 10.000  (none -> control)    ddctl-8/.5/high   True   False           0            False     0.171       0.809     -0.308           0.809          0.581           0.882     False     True     False    True   False
 K_MaxDD     S2 small TOP20 10.000  (none -> control)    ddctl-8/.5/high   True   False           0            False     0.171       0.809     -0.308           0.809          0.581           0.882     False     True     False    True   False
  K_CAGR     S0 small TOP20 10.000          ebud-0.20          ebud-0.20  False    True          17             True     0.164       0.792     -0.302           0.809          0.581           0.882     False     True     False    True   False
  K_CAGR     S1 small TOP20 10.000  (none -> control)          ebud-0.20   True   False           0            False     0.171       0.809     -0.308           0.809          0.581           0.882     False     True     False    True   False
  K_CAGR     S2 small TOP20 10.000  (none -> control)          ebud-0.20   True   False           0            False     0.171       0.809     -0.308           0.809          0.581           0.882     False     True     False    True   False
