# 2026-09-18 idea 1267 lane cloud — does-a-DEFENSIVE-SECTOR-ROTATION-buy-the-DD-LEG-more-cheaply-than-DE-GROSSING
# frozen book: RAW 3-leg composite, gate = above 200d MA AND vol20 < 0.6, N=20, H=126, GROSS=0.75, weekly, 10 bps, t+1, warm-up 260
# DIAL 1 BETA_LOOK = [63, 126, 252]   DIAL 2 ROT = [0.0, 0.25, 0.5, 0.75, 1.0] (0.00 = do-nothing control)
# reported-not-dials: panel {U56,B135,SMALL} x FILL ['RESPREAD', 'CASH'] x ROT_KIND ['LOWBETA', 'HIGHBETA', 'RANDOM'] (RANDOM over 3 seeds = the PURE EXPOSURE control)
# CORE SELECTION IDENTICAL AT EVERY CELL; tactical names are released every rebalance and never acquire the min hold
# SMALL panel: 715 names, 52 dropped for max_1d_move >= 1.0 -> 663 investable

## U56  n_days=4707  n_names=55  2009-01-13..2026-09-17
   SPY     full  15.13% / 0.8849 / -33.72%   halves 0.9600/0.8236   OOS 0.8747
   LIVE v2 full   8.62% / 1.2018 / -12.05%   OOS 1.2781
   4b bars: DD cap -20.23%   CAGR floor  10.59%   Sharpe bars H1 0.9600 H2 0.8236 OOS 0.8747

   --- MINHOLD 126 / FILL RESPREAD ---
   kind     look   ROT |    CAGR   Sharpe    MaxDD |  H1/H2 Sharpe |  OOS Sh | turn  gross beta | rotwk rotsl | 4a 4b | fail4b
   RANDOM    126  0.75 |   6.90%   0.4858  -31.35% | 0.6881/0.3309 |  0.4548 | 24.33 0.750  0.67 | 0.007 0.065 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  1.00 |   6.90%   0.4858  -31.49% | 0.6881/0.3310 |  0.4547 | 24.28 0.750  0.68 | 0.007 0.073 | n  n | H1,H2,OOS,DD,CAGR
   RULE 8 H=  0 RESPREAD LOWBETA  IS-argmax = look 63 / ROT 0.00 (IS Sh 0.5493) -> OOS 0.4812 vs do-nothing 0.4812 (+0.0000)  cellmean 0.4612 worst 0.4424  rank corr +nan
   RULE 8 H=  0 RESPREAD HIGHBETA IS-argmax = look 63 / ROT 0.00 (IS Sh 0.5493) -> OOS 0.4812 vs do-nothing 0.4812 (+0.0000)  cellmean 0.4603 worst 0.4424  rank corr +nan
   RULE 8 H=  0 RESPREAD RANDOM   IS-argmax = look 126 / ROT 0.00 (IS Sh 0.5493) -> OOS 0.4812 vs do-nothing 0.4812 (+0.0000)  cellmean 0.4639 worst 0.4547  rank corr +nan

   --- MINHOLD 0 / FILL CASH ---
   kind     look   ROT |    CAGR   Sharpe    MaxDD |  H1/H2 Sharpe |  OOS Sh | turn  gross beta | rotwk rotsl | 4a 4b | fail4b
   LOWBETA    63  0.00 |   7.33%   0.5157  -26.19% | 0.6881/0.3800 |  0.4994 | 20.00 0.746  0.65 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.25 |   7.28%   0.5124  -27.03% | 0.6881/0.3742 |  0.4944 | 20.38 0.747  0.65 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.50 |   7.12%   0.5020  -28.62% | 0.6881/0.3565 |  0.4787 | 20.73 0.748  0.66 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  0.75 |   7.00%   0.4948  -30.54% | 0.6881/0.3439 |  0.4677 | 20.91 0.748  0.66 | 0.007 0.065 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA    63  1.00 |   6.94%   0.4911  -31.23% | 0.6881/0.3373 |  0.4621 | 21.06 0.749  0.66 | 0.007 0.073 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.00 |   7.33%   0.5157  -26.19% | 0.6881/0.3800 |  0.4994 | 20.00 0.746  0.65 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.25 |   7.26%   0.5109  -27.03% | 0.6881/0.3717 |  0.4921 | 20.29 0.747  0.65 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.50 |   7.11%   0.5016  -28.64% | 0.6881/0.3557 |  0.4780 | 20.51 0.748  0.66 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  0.75 |   6.93%   0.4907  -31.08% | 0.6881/0.3367 |  0.4615 | 20.62 0.748  0.66 | 0.007 0.065 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   126  1.00 |   6.92%   0.4900  -31.66% | 0.6881/0.3354 |  0.4603 | 20.77 0.749  0.66 | 0.007 0.073 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.00 |   7.33%   0.5157  -26.19% | 0.6881/0.3800 |  0.4994 | 20.00 0.746  0.65 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.25 |   7.20%   0.5075  -27.03% | 0.6881/0.3656 |  0.4869 | 20.16 0.747  0.65 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.50 |   7.02%   0.4965  -28.96% | 0.6881/0.3466 |  0.4703 | 20.33 0.748  0.66 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  0.75 |   6.89%   0.4886  -31.10% | 0.6881/0.3327 |  0.4582 | 20.44 0.748  0.66 | 0.007 0.065 | n  n | H1,H2,OOS,DD,CAGR
   LOWBETA   252  1.00 |   6.91%   0.4891  -31.97% | 0.6881/0.3339 |  0.4590 | 20.54 0.749  0.66 | 0.007 0.073 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.00 |   7.33%   0.5157  -26.19% | 0.6881/0.3800 |  0.4994 | 20.00 0.746  0.65 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.25 |   7.25%   0.5100  -27.40% | 0.6881/0.3706 |  0.4909 | 20.46 0.747  0.66 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.50 |   7.17%   0.5034  -28.67% | 0.6881/0.3605 |  0.4811 | 20.78 0.748  0.67 | 0.007 0.050 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  0.75 |   7.07%   0.4957  -30.17% | 0.6881/0.3483 |  0.4698 | 21.12 0.748  0.67 | 0.007 0.060 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA   63  1.00 |   6.91%   0.4855  -32.00% | 0.6881/0.3313 |  0.4545 | 21.39 0.748  0.68 | 0.007 0.066 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.00 |   7.33%   0.5157  -26.19% | 0.6881/0.3800 |  0.4994 | 20.00 0.746  0.65 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.25 |   7.29%   0.5125  -27.40% | 0.6881/0.3750 |  0.4946 | 20.23 0.747  0.65 | 0.007 0.026 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.50 |   7.21%   0.5057  -28.30% | 0.6881/0.3645 |  0.4846 | 20.36 0.747  0.67 | 0.007 0.039 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  0.75 |   7.06%   0.4952  -30.22% | 0.6881/0.3473 |  0.4690 | 20.52 0.748  0.67 | 0.007 0.048 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  126  1.00 |   7.04%   0.4931  -30.64% | 0.6881/0.3447 |  0.4661 | 20.65 0.748  0.68 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.00 |   7.33%   0.5157  -26.19% | 0.6881/0.3800 |  0.4994 | 20.00 0.746  0.65 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.25 |   7.27%   0.5109  -26.99% | 0.6881/0.3721 |  0.4922 | 20.06 0.747  0.66 | 0.007 0.026 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.50 |   7.08%   0.4983  -28.97% | 0.6881/0.3511 |  0.4733 | 20.10 0.747  0.67 | 0.007 0.039 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  0.75 |   6.97%   0.4908  -30.43% | 0.6881/0.3389 |  0.4621 | 20.13 0.748  0.67 | 0.007 0.047 | n  n | H1,H2,OOS,DD,CAGR
   HIGHBETA  252  1.00 |   6.95%   0.4883  -30.83% | 0.6881/0.3358 |  0.4587 | 20.15 0.748  0.68 | 0.007 0.053 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.00 |   7.33%   0.5157  -26.19% | 0.6881/0.3800 |  0.4994 | 20.00 0.746  0.65 | 0.000 0.000 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.25 |   7.27%   0.5115  -27.13% | 0.6881/0.3731 |  0.4932 | 21.13 0.747  0.65 | 0.007 0.029 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.50 |   7.14%   0.5024  -27.93% | 0.6881/0.3578 |  0.4794 | 22.21 0.748  0.66 | 0.007 0.054 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  0.75 |   7.01%   0.4937  -30.07% | 0.6881/0.3434 |  0.4664 | 23.20 0.748  0.67 | 0.007 0.065 | n  n | H1,H2,OOS,DD,CAGR
   RANDOM    126  1.00 |   6.94%   0.4886  -31.25% | 0.6881/0.3355 |  0.4589 | 24.19 0.749  0.67 | 0.007 0.073 | n  n | H1,H2,OOS,DD,CAGR
   RULE 8 H=  0 CASH     LOWBETA  IS-argmax = look 63 / ROT 0.00 (IS Sh 0.5493) -> OOS 0.4994 vs do-nothing 0.4994 (+0.0000)  cellmean 0.4778 worst 0.4582  rank corr +nan
   RULE 8 H=  0 CASH     HIGHBETA IS-argmax = look 63 / ROT 0.00 (IS Sh 0.5493) -> OOS 0.4994 vs do-nothing 0.4994 (+0.0000)  cellmean 0.4797 worst 0.4545  rank corr +nan
   RULE 8 H=  0 CASH     RANDOM   IS-argmax = look 126 / ROT 0.00 (IS Sh 0.5493) -> OOS 0.4994 vs do-nothing 0.4994 (+0.0000)  cellmean 0.4795 worst 0.4589  rank corr +nan
   GATE G2 ROT=0.00 identical across BETA_LOOK and ROT_KIND (SMALL663): 0.000e+00 vs == 0.0 -> PASS
   GATE G3 the mechanism has a dose (SMALL663): rotates at 0.0% of rebalances, 0.00 slots/week, freed 0.00/week vs > 0 -> FAIL
   GATE G4 beta axis does what it says (SMALL663/RESPREAD, H=0, ROT=1.00): LOWBETA 0.6654 < HIGHBETA 0.6858 vs LOWBETA below -> PASS
   GATE G4 beta axis does what it says (SMALL663/CASH, H=0, ROT=1.00): LOWBETA 0.6621 < HIGHBETA 0.6769 vs LOWBETA below -> PASS
   GATE G7 no leverage (SMALL663) — gross SET at each rebalance; the drifted intra-week figure is published, not gated, because the DO-NOTHING book drifts identically: max gross set 0.750000; max drifted 0.7776 (ROT=0 book 0.7776) vs set <= 0.750001 -> PASS
   GATE G5 determinism (U56 RESPREAD look=126 grid re-run): 0.000e+00 vs == 0.0 -> PASS

## SUMMARY
   cells 516   4a passes 0   4b passes 212
   U56       H=126 RESPREAD 4b 43/43   ROT=0 15.78%/1.1522/-19.13% (4b PASS)   MaxDD -19.54%..-19.10%   CAGR 15.40%..15.89%   rot slots/wk 0.20
   U56       H=126 CASH     4b 43/43   ROT=0 15.47%/1.1467/-19.10% (4b PASS)   MaxDD -19.35%..-19.10%   CAGR 15.36%..15.82%   rot slots/wk 0.20
   U56       H=  0 RESPREAD 4b 43/43   ROT=0 12.96%/1.0773/-18.18% (4b PASS)   MaxDD -19.74%..-18.18%   CAGR 12.86%..14.38%   rot slots/wk 0.76
   U56       H=  0 CASH     4b 43/43   ROT=0 12.78%/1.0992/-18.18% (4b PASS)   MaxDD -18.18%..-18.18%   CAGR 12.75%..14.25%   rot slots/wk 0.76
   B135      H=126 RESPREAD 4b  9/43   ROT=0 16.18%/1.0715/-20.74% (4b FAIL(DD))   MaxDD -21.22%..-19.32%   CAGR 16.04%..16.29%   rot slots/wk 0.03
   B135      H=126 CASH     4b 31/43   ROT=0 16.06%/1.0702/-18.78% (4b PASS)   MaxDD -21.03%..-18.78%   CAGR 15.84%..16.17%   rot slots/wk 0.03
   B135      H=  0 RESPREAD 4b  0/43   ROT=0 12.89%/0.9380/-20.05% (4b FAIL(H2,OOS))   MaxDD -21.19%..-20.05%   CAGR 12.81%..13.29%   rot slots/wk 0.17
   B135      H=  0 CASH     4b  0/43   ROT=0 13.01%/0.9516/-20.05% (4b FAIL(H2))   MaxDD -21.19%..-20.05%   CAGR 12.70%..13.13%   rot slots/wk 0.17
   SMALL663  H=126 RESPREAD 4b  0/43   ROT=0  7.87%/0.5073/-35.81% (4b FAIL(H1,H2,OOS,DD,CAGR))   MaxDD -35.81%..-35.81%   CAGR  7.87%.. 7.87%   rot slots/wk 0.00
   SMALL663  H=126 CASH     4b  0/43   ROT=0  7.87%/0.5073/-35.81% (4b FAIL(H1,H2,OOS,DD,CAGR))   MaxDD -35.81%..-35.81%   CAGR  7.87%.. 7.87%   rot slots/wk 0.00
   SMALL663  H=  0 RESPREAD 4b  0/43   ROT=0  7.19%/0.5032/-30.96% (4b FAIL(H1,H2,OOS,DD,CAGR))   MaxDD -32.86%..-30.00%   CAGR  6.76%.. 7.39%   rot slots/wk 0.07
   SMALL663  H=  0 CASH     4b  0/43   ROT=0  7.33%/0.5157/-26.19% (4b FAIL(H1,H2,OOS,DD,CAGR))   MaxDD -32.00%..-26.19%   CAGR  6.89%.. 7.37%   rot slots/wk 0.07

   THE DIRECT COMPARISON — ROTATION vs DE-GROSSING (the same freed slots, the same week):
   U56       H=126 de-gross-to-CASH 15.47%/1.1467/-19.10% (4b PASS)  vs RE-SPREAD 15.78%/1.1522/-19.13% (4b PASS)
      CASH + LOWBETA  look  63 ROT 1.00: 15.36%/1.1316/-19.35%  vs cash CAGR -0.11pp Sharpe -0.0150 MaxDD -0.25pp OOS -0.0057
      CASH + LOWBETA  look 126 ROT 1.00: 15.39%/1.1328/-19.35%  vs cash CAGR -0.09pp Sharpe -0.0139 MaxDD -0.25pp OOS -0.0054
      CASH + LOWBETA  look 252 ROT 1.00: 15.39%/1.1335/-19.35%  vs cash CAGR -0.08pp Sharpe -0.0131 MaxDD -0.25pp OOS -0.0040
      CASH + HIGHBETA look  63 ROT 1.00: 15.77%/1.1384/-19.10%  vs cash CAGR +0.30pp Sharpe -0.0083 MaxDD +0.00pp OOS +0.0108
      CASH + HIGHBETA look 126 ROT 1.00: 15.80%/1.1404/-19.10%  vs cash CAGR +0.32pp Sharpe -0.0063 MaxDD +0.00pp OOS +0.0080
      CASH + HIGHBETA look 252 ROT 1.00: 15.72%/1.1358/-19.10%  vs cash CAGR +0.25pp Sharpe -0.0109 MaxDD +0.00pp OOS +0.0020
      CASH + RANDOM   look 126 ROT 1.00: 15.64%/1.1405/-19.18%  vs cash CAGR +0.17pp Sharpe -0.0062 MaxDD -0.08pp OOS +0.0048
   U56       H=  0 de-gross-to-CASH 12.78%/1.0992/-18.18% (4b PASS)  vs RE-SPREAD 12.96%/1.0773/-18.18% (4b PASS)
      CASH + LOWBETA  look  63 ROT 1.00: 13.10%/1.1030/-18.18%  vs cash CAGR +0.32pp Sharpe +0.0038 MaxDD -0.00pp OOS +0.0107
      CASH + LOWBETA  look 126 ROT 1.00: 13.10%/1.1023/-18.18%  vs cash CAGR +0.32pp Sharpe +0.0031 MaxDD +0.00pp OOS -0.0003
      CASH + LOWBETA  look 252 ROT 1.00: 13.09%/1.1015/-18.18%  vs cash CAGR +0.31pp Sharpe +0.0023 MaxDD +0.00pp OOS +0.0059
      CASH + HIGHBETA look  63 ROT 1.00: 14.23%/1.1094/-18.18%  vs cash CAGR +1.44pp Sharpe +0.0102 MaxDD +0.00pp OOS +0.0180
      CASH + HIGHBETA look 126 ROT 1.00: 14.19%/1.1075/-18.18%  vs cash CAGR +1.41pp Sharpe +0.0082 MaxDD +0.00pp OOS +0.0080
      CASH + HIGHBETA look 252 ROT 1.00: 14.25%/1.1120/-18.18%  vs cash CAGR +1.47pp Sharpe +0.0127 MaxDD +0.00pp OOS +0.0135
      CASH + RANDOM   look 126 ROT 1.00: 13.54%/1.1008/-18.18%  vs cash CAGR +0.75pp Sharpe +0.0015 MaxDD -0.00pp OOS +0.0042
   B135      H=126 de-gross-to-CASH 16.06%/1.0702/-18.78% (4b PASS)  vs RE-SPREAD 16.18%/1.0715/-20.74% (4b FAIL(DD))
      CASH + LOWBETA  look  63 ROT 1.00: 15.92%/1.0590/-20.44%  vs cash CAGR -0.14pp Sharpe -0.0112 MaxDD -1.66pp OOS -0.0127
      CASH + LOWBETA  look 126 ROT 1.00: 15.94%/1.0606/-20.44%  vs cash CAGR -0.11pp Sharpe -0.0096 MaxDD -1.66pp OOS -0.0127
      CASH + LOWBETA  look 252 ROT 1.00: 15.91%/1.0586/-20.88%  vs cash CAGR -0.15pp Sharpe -0.0116 MaxDD -2.10pp OOS -0.0165
      CASH + HIGHBETA look  63 ROT 1.00: 15.94%/1.0559/-20.94%  vs cash CAGR -0.12pp Sharpe -0.0143 MaxDD -2.17pp OOS -0.0212
      CASH + HIGHBETA look 126 ROT 1.00: 15.88%/1.0535/-20.94%  vs cash CAGR -0.17pp Sharpe -0.0167 MaxDD -2.17pp OOS -0.0212
      CASH + HIGHBETA look 252 ROT 1.00: 15.88%/1.0532/-20.94%  vs cash CAGR -0.17pp Sharpe -0.0170 MaxDD -2.17pp OOS -0.0212
      CASH + RANDOM   look 126 ROT 1.00: 15.89%/1.0560/-20.85%  vs cash CAGR -0.16pp Sharpe -0.0142 MaxDD -2.07pp OOS -0.0180
   B135      H=  0 de-gross-to-CASH 13.01%/0.9516/-20.05% (4b FAIL(H2))  vs RE-SPREAD 12.89%/0.9380/-20.05% (4b FAIL(H2,OOS))
      CASH + LOWBETA  look  63 ROT 1.00: 12.79%/0.9309/-21.19%  vs cash CAGR -0.23pp Sharpe -0.0207 MaxDD -1.13pp OOS -0.0310
      CASH + LOWBETA  look 126 ROT 1.00: 12.79%/0.9306/-21.19%  vs cash CAGR -0.23pp Sharpe -0.0209 MaxDD -1.13pp OOS -0.0304
      CASH + LOWBETA  look 252 ROT 1.00: 12.86%/0.9355/-21.19%  vs cash CAGR -0.15pp Sharpe -0.0161 MaxDD -1.13pp OOS -0.0268
      CASH + HIGHBETA look  63 ROT 1.00: 13.03%/0.9313/-21.07%  vs cash CAGR +0.02pp Sharpe -0.0203 MaxDD -1.02pp OOS -0.0399
      CASH + HIGHBETA look 126 ROT 1.00: 12.92%/0.9247/-21.07%  vs cash CAGR -0.10pp Sharpe -0.0269 MaxDD -1.02pp OOS -0.0421
      CASH + HIGHBETA look 252 ROT 1.00: 12.86%/0.9205/-21.07%  vs cash CAGR -0.15pp Sharpe -0.0311 MaxDD -1.02pp OOS -0.0386
      CASH + RANDOM   look 126 ROT 1.00: 12.87%/0.9301/-20.67%  vs cash CAGR -0.14pp Sharpe -0.0215 MaxDD -0.62pp OOS -0.0270
   SMALL663  H=126 de-gross-to-CASH  7.87%/0.5073/-35.81% (4b FAIL(H1,H2,OOS,DD,CAGR))  vs RE-SPREAD  7.87%/0.5073/-35.81% (4b FAIL(H1,H2,OOS,DD,CAGR))
      CASH + LOWBETA  look  63 ROT 1.00:  7.87%/0.5073/-35.81%  vs cash CAGR +0.00pp Sharpe +0.0000 MaxDD +0.00pp OOS +0.0000
      CASH + LOWBETA  look 126 ROT 1.00:  7.87%/0.5073/-35.81%  vs cash CAGR +0.00pp Sharpe +0.0000 MaxDD +0.00pp OOS +0.0000
      CASH + LOWBETA  look 252 ROT 1.00:  7.87%/0.5073/-35.81%  vs cash CAGR +0.00pp Sharpe +0.0000 MaxDD +0.00pp OOS +0.0000
      CASH + HIGHBETA look  63 ROT 1.00:  7.87%/0.5073/-35.81%  vs cash CAGR +0.00pp Sharpe +0.0000 MaxDD +0.00pp OOS +0.0000
      CASH + HIGHBETA look 126 ROT 1.00:  7.87%/0.5073/-35.81%  vs cash CAGR +0.00pp Sharpe +0.0000 MaxDD +0.00pp OOS +0.0000
      CASH + HIGHBETA look 252 ROT 1.00:  7.87%/0.5073/-35.81%  vs cash CAGR +0.00pp Sharpe +0.0000 MaxDD +0.00pp OOS +0.0000
      CASH + RANDOM   look 126 ROT 1.00:  7.87%/0.5073/-35.81%  vs cash CAGR +0.00pp Sharpe +0.0000 MaxDD +0.00pp OOS +0.0000
   SMALL663  H=  0 de-gross-to-CASH  7.33%/0.5157/-26.19% (4b FAIL(H1,H2,OOS,DD,CAGR))  vs RE-SPREAD  7.19%/0.5032/-30.96% (4b FAIL(H1,H2,OOS,DD,CAGR))
      CASH + LOWBETA  look  63 ROT 1.00:  6.94%/0.4911/-31.23%  vs cash CAGR -0.39pp Sharpe -0.0246 MaxDD -5.04pp OOS -0.0373
      CASH + LOWBETA  look 126 ROT 1.00:  6.92%/0.4900/-31.66%  vs cash CAGR -0.41pp Sharpe -0.0258 MaxDD -5.46pp OOS -0.0391
      CASH + LOWBETA  look 252 ROT 1.00:  6.91%/0.4891/-31.97%  vs cash CAGR -0.42pp Sharpe -0.0267 MaxDD -5.78pp OOS -0.0404
      CASH + HIGHBETA look  63 ROT 1.00:  6.91%/0.4855/-32.00%  vs cash CAGR -0.42pp Sharpe -0.0302 MaxDD -5.81pp OOS -0.0449
      CASH + HIGHBETA look 126 ROT 1.00:  7.04%/0.4931/-30.64%  vs cash CAGR -0.29pp Sharpe -0.0226 MaxDD -4.45pp OOS -0.0334
      CASH + HIGHBETA look 252 ROT 1.00:  6.95%/0.4883/-30.83%  vs cash CAGR -0.38pp Sharpe -0.0274 MaxDD -4.64pp OOS -0.0408
      CASH + RANDOM   look 126 ROT 1.00:  6.94%/0.4886/-31.25%  vs cash CAGR -0.39pp Sharpe -0.0271 MaxDD -5.05pp OOS -0.0406

   THE BETA CHANNEL (LOWBETA minus its RANDOM control at the same ROT — exposure differenced out):
   U56       H=126 RESPREAD n=4 rungs  d_CAGR -0.13pp  d_Sharpe -0.0018 (>0 at 2/4)  d_MaxDD -0.02pp (>0 at 2/4)  d_OOS -0.0067  d_beta -0.012
   U56       H=126 CASH     n=4 rungs  d_CAGR -0.13pp  d_Sharpe -0.0031 (>0 at 1/4)  d_MaxDD -0.03pp (>0 at 3/4)  d_OOS -0.0065  d_beta -0.010
   U56       H=  0 RESPREAD n=4 rungs  d_CAGR -0.48pp  d_Sharpe -0.0075 (>0 at 1/4)  d_MaxDD -0.10pp (>0 at 1/4)  d_OOS -0.0069  d_beta -0.040
   U56       H=  0 CASH     n=4 rungs  d_CAGR -0.40pp  d_Sharpe -0.0096 (>0 at 1/4)  d_MaxDD -0.00pp (>0 at 1/4)  d_OOS -0.0090  d_beta -0.032
   B135      H=126 RESPREAD n=4 rungs  d_CAGR +0.00pp  d_Sharpe +0.0015 (>0 at 2/4)  d_MaxDD +0.31pp (>0 at 4/4)  d_OOS +0.0050  d_beta -0.003
   B135      H=126 CASH     n=4 rungs  d_CAGR -0.01pp  d_Sharpe +0.0007 (>0 at 2/4)  d_MaxDD +0.16pp (>0 at 3/4)  d_OOS +0.0036  d_beta -0.003
   B135      H=  0 RESPREAD n=4 rungs  d_CAGR +0.05pp  d_Sharpe +0.0080 (>0 at 4/4)  d_MaxDD -0.16pp (>0 at 1/4)  d_OOS +0.0000  d_beta -0.014
   B135      H=  0 CASH     n=4 rungs  d_CAGR +0.02pp  d_Sharpe +0.0053 (>0 at 4/4)  d_MaxDD -0.13pp (>0 at 1/4)  d_OOS -0.0015  d_beta -0.011
   SMALL663  H=126 RESPREAD n=4 rungs  d_CAGR +0.00pp  d_Sharpe +0.0000 (>0 at 0/4)  d_MaxDD +0.00pp (>0 at 0/4)  d_OOS +0.0000  d_beta +0.000
   SMALL663  H=126 CASH     n=4 rungs  d_CAGR +0.00pp  d_Sharpe +0.0000 (>0 at 0/4)  d_MaxDD +0.00pp (>0 at 0/4)  d_OOS +0.0000  d_beta +0.000
   SMALL663  H=  0 RESPREAD n=4 rungs  d_CAGR -0.06pp  d_Sharpe -0.0020 (>0 at 1/4)  d_MaxDD -0.60pp (>0 at 1/4)  d_OOS -0.0034  d_beta -0.006
   SMALL663  H=  0 CASH     n=4 rungs  d_CAGR -0.04pp  d_Sharpe -0.0011 (>0 at 1/4)  d_MaxDD -0.48pp (>0 at 1/4)  d_OOS -0.0020  d_beta -0.006

   RULE 8 chooser-minus-do-nothing: mean +0.0042  positive at 9 of 36   IS/OOS rank corr mean +0.185
      H=126 RESPREAD mean +0.0007 positive at 1 of 9; picks 4b PASS at 4 of 9
      H=126 CASH     mean -0.0003 positive at 1 of 9; picks 4b PASS at 5 of 9
      H=  0 RESPREAD mean +0.0162 positive at 5 of 9; picks 4b PASS at 3 of 9
      H=  0 CASH     mean +0.0003 positive at 2 of 9; picks 4b PASS at 3 of 9
   4b CONVERSIONS (the do-nothing cell fails 4b, the rotated cell passes): 9 of 516 cells
      B135      H=126 RESPREAD LOWBETA  look 63 ROT 0.25: 16.27%/1.0773/-19.70% OOS 1.0333
      B135      H=126 RESPREAD LOWBETA  look 126 ROT 0.25: 16.27%/1.0773/-19.70% OOS 1.0333
      B135      H=126 RESPREAD LOWBETA  look 252 ROT 0.25: 16.27%/1.0773/-19.70% OOS 1.0333
      B135      H=126 RESPREAD HIGHBETA look 63 ROT 0.50: 16.15%/1.0683/-20.12% OOS 1.0234
      B135      H=126 RESPREAD HIGHBETA look 126 ROT 0.50: 16.16%/1.0690/-20.12% OOS 1.0234
      B135      H=126 RESPREAD HIGHBETA look 252 ROT 0.50: 16.14%/1.0677/-20.12% OOS 1.0234
      B135      H=126 RESPREAD RANDOM   look 126 ROT 0.25: 16.25%/1.0769/-20.08% OOS 1.0307
      B135      H=126 RESPREAD RANDOM   look 126 ROT 0.50: 16.29%/1.0782/-19.32% OOS 1.0327
      B135      H=126 RESPREAD RANDOM   look 126 ROT 0.75: 16.20%/1.0721/-20.02% OOS 1.0256
   GATES 17 of 18 pass   71s
